Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
realcher1	9xJx2VoTinh	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.185.151.84	2019-09-26 14:24:24	2019-09-26 14:24:26
nuhoangkim3	aaaaaaaaaa	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.188.82.220	2019-09-26 13:11:10	2019-09-26 13:11:38
loangianghotlq	aaaaaaaaaaaaa	Hi÷p ßÈc  	7	90	0	12	0	0	0	0	0	0	0	171.244.145.205	2019-09-26 14:12:54	2019-09-26 14:15:46
ak444sh	aaaaaaaaaaaaaaaa	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	42.118.9.162	2019-09-26 13:12:13	2019-09-26 13:12:15
nuhoangkim4	aaaaaaaaaaaaasss	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.188.82.220	2019-09-26 13:29:18	2019-09-26 13:30:59
beobeo5	aaaaaaaaaag	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:43:20	2019-09-26 13:43:39
nuhoangkim2	aaaaaaadfdd	Thi’u L©m thi“n t®ng  	0	90	0	100000	0	0	0	0	0	0	0	14.188.82.220	2019-09-26 13:24:18	2019-09-26 13:53:29
nuhoangkim2	aaaaaadd	ß≠Íng M´n phÊ th´ng  	0	90	0	0	0	0	0	0	0	0	0	14.188.82.220	2019-09-26 13:21:43	2019-09-26 13:22:19
beobeo6	aaaaaav	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.241.44.9	2019-09-26 13:48:17	2019-09-26 13:48:51
nuhoangkim2	aaaaassssss	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	14.188.82.220	2019-09-26 13:19:31	2019-09-26 13:55:38
test123456vn	aaaasdsd123	Thi’u L©m v‚ t®ng  	0	90	0	98500	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:06:42	2019-09-26 13:24:05
thai123	aasdas	Thi’u L©m v‚ t®ng  	0	90	0	8500	0	0	0	0	0	0	0	14.249.10.154	2019-09-26 13:42:55	2019-09-26 13:44:10
truong2	abcxyz	V‚ ßang Æπo gia  	7	90	0	0	0	0	0	0	0	0	0	117.7.98.114	2019-09-26 13:51:04	2019-09-26 13:51:30
ozevip321	abcxzy	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	180.93.252.153	2019-09-26 13:31:20	2019-09-26 13:34:13
longviva	ABHSBKAA	Thi’u L©m v‚ t®ng  	0	90	0	156500	0	0	0	0	0	0	0	27.71.209.197	2019-09-26 14:04:13	2019-09-26 14:10:22
thiheo2013	AccClone	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	123.25.72.216	2019-09-26 13:29:51	2019-09-26 14:12:39
behuyenanh	Accgiudo	Hi÷p ßÈc  	0	90	0	0	0	0	0	0	0	0	0	42.118.8.4	2019-09-26 13:42:39	2019-09-26 13:43:06
behuyenanh	AccKiemDo	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	42.118.8.4	2019-09-26 13:40:45	2019-09-26 13:41:06
clone18	ad457asd13123	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 14:21:16	2019-09-26 14:21:37
doanga1	addidas	D≠¨ng M´n th≠¨ng K˛  	7	90	0	27500	0	0	0	0	0	0	0	14.248.133.80	2019-09-26 13:46:43	2019-09-26 14:14:29
tuyensa	ADMOCCHO	Thi’u L©m v‚ t®ng  	7	90	0	2	0	0	0	0	0	0	0	113.177.73.163	2019-09-26 13:22:32	2019-09-26 13:22:50
tuyensa	ADMOCCHO1	Thi’u L©m v‚ t®ng  	0	90	0	3	0	0	0	0	0	0	0	113.177.73.163	2019-09-26 13:40:14	2019-09-26 13:41:12
quang21101996666	adsd12aca	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	118.69.187.143	2019-09-26 13:46:18	2019-09-26 13:57:00
duy12345vn	adsdgfrghjhg	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 14:07:15	2019-09-26 14:07:37
test1234vn	adsf12312312	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:42:45	2019-09-26 13:43:05
nhuttan	aeqweqw	Nga My tÙc gia  	0	90	0	98500	0	0	0	0	0	0	0	115.74.200.85	2019-09-26 13:30:37	2019-09-26 13:31:19
lathahkut	ahihihihi	D≠¨ng M´n Cung K˛  	0	90	0	100100	0	0	0	0	0	0	0	115.75.51.43	2019-09-26 13:21:47	2019-09-26 13:23:04
qminhgiao03	akiufyf	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	115.75.32.46	2019-09-26 13:51:59	2019-09-26 13:52:24
pokemon1997	AL™H p	C∏i Bang T‹nh y  	7	90	0	100000	0	0	0	0	0	0	21	27.2.50.200	2019-09-26 13:39:27	2019-09-26 13:43:40
s2votinh1	anhdayvbc	ß≠Íng M´n phÊ th´ng  	7	90	0	0	0	0	0	0	0	0	0	42.114.37.45	2019-09-26 13:54:50	2019-09-26 14:15:26
iobaongoc2017	Anhyeuem	Thi’u L©m v‚ t®ng  	0	90	0	3114000	0	0	0	0	0	0	2000000	113.160.180.171	2019-09-26 13:09:56	2019-09-26 14:09:54
senmaknae3	Anhß©y	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	171.253.134.44	2019-09-26 14:00:25	2019-09-26 14:00:48
amxvippr05	asasqsqs	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 13:36:05	2019-09-26 14:16:53
amxvippr05	asasqssq	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 13:40:21	2019-09-26 13:41:25
amxvippr06	asassa	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 13:43:13	2019-09-26 13:44:26
amxvippr01	asasssa	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 13:26:26	2019-09-26 13:26:48
tiensinh0310	asd123	V‚ ßang tÙc gia  	0	90	0	6365000	0	0	0	0	0	0	1600000	116.98.67.160	2019-09-26 13:07:59	2019-09-26 13:33:45
trihao4	asd123213	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	113.161.198.40	2019-09-26 14:03:24	2019-09-26 14:04:52
clone21	asd123asd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:42:20	2019-09-26 13:42:41
clone18	asd2asd45164536	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 14:22:31	2019-09-26 14:22:58
clone18	asd456asd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:36:06	2019-09-26 14:20:50
huhu123	asdaafz	C∏i Bang T‹nh y  	0	90	0	0	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 13:29:07	2019-09-26 13:39:09
minhdaits03	asdaccq	Nga My tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	113.184.67.123	2019-09-26 13:40:19	2019-09-26 13:40:44
test123vn	asdas12	C∏i Bang T‹nh y  	0	90	0	0	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:17:23	2019-09-26 13:17:44
test1234vn	asdas134	Thi’u L©m v‚ t®ng  	0	90	0	98500	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:37:45	2019-09-26 13:43:58
duy12345vn	asdas234	Thi’u L©m v‚ t®ng  	0	90	0	98000	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 14:02:47	2019-09-26 14:03:21
tuankien333hn4	asdas334	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.176.82.236	2019-09-26 14:12:10	2019-09-26 14:21:28
clone19	asdasd00	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:38:13	2019-09-26 13:38:30
tuankien333hn1	asdasd12	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.176.82.236	2019-09-26 13:24:35	2019-09-26 13:46:30
idolhaovip3	asdasdadv	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:45:00	2019-09-26 13:45:30
kkkunghia1	asdasdas	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.227.134.44	2019-09-26 13:04:35	2019-09-26 13:57:04
longiunhi43	ASDASDASD	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.252.248.168	2019-09-26 13:07:50	2019-09-26 13:08:24
test123456vn	asdasdasd123	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:07:52	2019-09-26 13:25:07
tiensinh037	asdasdkjzm1	V‚ ßang tÙc gia  	0	90	0	6080000	0	0	0	0	0	0	1400000	116.98.67.160	2019-09-26 13:06:47	2019-09-26 13:32:21
clone14	asdasdqwe	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:30:44	2019-09-26 13:31:03
nmk1999vn	asdasdsdasd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 13:20:41	2019-09-26 13:21:03
quang2110199666	asdcas131	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	115.79.58.184	2019-09-26 13:37:28	2019-09-26 13:41:21
volam21903431	ASDFDASF	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	171.241.83.104	2019-09-26 14:05:28	2019-09-26 14:07:04
tiensinh038	asdjkjm1	V‚ ßang tÙc gia  	0	90	0	6745000	0	0	0	0	0	0	1600000	116.98.67.160	2019-09-26 13:07:07	2019-09-26 13:32:59
tiensinh039	asdkjm1	V‚ ßang tÙc gia  	0	90	0	6175000	0	0	0	0	0	0	1400000	116.98.67.160	2019-09-26 13:07:42	2019-09-26 13:33:03
quang21101996666	asdq241	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	118.69.187.143	2019-09-26 13:59:10	2019-09-26 13:59:29
qminhgiao05	asdqwe	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	115.75.32.57	2019-09-26 13:58:43	2019-09-26 14:00:27
qminhgiao04	asdqweas	Thi’u L©m v‚ t®ng  	0	90	0	2998500	0	0	0	0	0	0	400000	115.75.32.46	2019-09-26 13:40:05	2019-09-26 14:08:28
clone27	asdsaas123123	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:50:59	2019-09-26 13:51:43
qminhgiao03	asduqweu	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	115.75.32.46	2019-09-26 13:53:33	2019-09-26 13:53:54
clone15	asdwraxc	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:31:54	2019-09-26 13:32:17
niemmino8	aseqwesd	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	14.164.185.127	2019-09-26 13:46:47	2019-09-26 13:47:36
niemmino7	aseqwesdas	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.164.185.127	2019-09-26 13:44:04	2019-09-26 13:53:29
laogiamin6	asndnasdnw	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	123.17.28.15	2019-09-26 13:30:18	2019-09-26 13:30:36
amxvippr04	asqsqqsq	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 14:14:03	2019-09-26 14:14:44
amxvippr03	asqsqsq	V‚ ßang tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 13:34:05	2019-09-26 13:58:26
dongdubai	awerwerwerwe	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.182.193.238	2019-09-26 13:22:22	2019-09-26 13:24:22
huhu123	az56z456	C∏i Bang T‹nh y  	7	90	0	98500	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 13:29:48	2019-09-26 13:33:23
qminhgiao04	azssqqf	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	115.75.32.46	2019-09-26 13:42:11	2019-09-26 13:49:44
lesbigo	B52jx2GiaHan	D≠¨ng M´n Cung K˛  	7	90	0	98500	0	0	0	0	0	0	23	115.78.206.222	2019-09-26 13:02:28	2019-09-26 13:19:20
duy1234vn	bads12312	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	1.53.53.163	2019-09-26 13:58:18	2019-09-26 13:58:36
hoilamgi	BaEmLµC∏nBÈ113	Thi’u L©m v‚ t®ng  	7	90	0	449998	0	0	0	0	0	0	30000014	117.7.234.238	2019-09-26 13:20:09	2019-09-26 13:27:28
zazbzc01	BangBangBnag	D≠¨ng M´n Cung K˛  	7	90	0	100000	0	0	0	0	0	0	0	14.231.131.35	2019-09-26 13:00:56	2019-09-26 13:11:41
jetemdj	bankai	C∏i Bang § Y  	7	90	0	2188000	0	0	0	0	0	0	0	14.189.224.22	2019-09-26 13:00:54	2019-09-26 14:02:43
hoilamgi1	bbbcvb	Thi’u L©m v‚ t®ng  	0	90	0	1	0	0	0	0	0	0	0	117.7.234.238	2019-09-26 13:28:23	2019-09-26 13:33:23
nhtl049496	BCCBBBBBB	C∏i Bang § Y  	7	90	0	13070305	0	0	0	0	0	0	6000000	42.118.117.230	2019-09-26 13:00:59	2019-09-26 13:03:19
huonglong	BeHuyenAnh	Nga My xu t gia  	7	90	0	100000	0	0	0	0	0	0	23	123.16.79.92	2019-09-26 13:24:30	2019-09-26 14:01:27
senmaknae1	BËTrŒCon	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.134.44	2019-09-26 13:27:34	2019-09-26 13:29:40
pokemon1997	Bitchh	C∏i Bang T‹nh y  	7	90	0	100000	0	0	0	0	0	0	0	27.2.50.200	2019-09-26 14:01:15	2019-09-26 14:13:05
idolhaovip4	bnmbnmnbmbnm	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:47:58	2019-09-26 13:52:59
thai123	boaaaaa	Thi’u L©m v‚ t®ng  	0	90	0	98500	0	0	0	0	0	0	0	14.249.10.154	2019-09-26 13:53:41	2019-09-26 13:56:40
vonhuttan1999	BooHanCOk	Nga My xu t gia  	7	90	0	100001	0	0	0	0	0	0	2	115.74.200.85	2019-09-26 13:49:10	2019-09-26 13:54:04
dungnguyen22991	Bot01062000	D≠¨ng M´n Cung K˛  	0	90	0	7	0	0	0	0	0	0	0	113.190.154.173	2019-09-26 13:09:13	2019-09-26 13:14:03
tuankien333hn3	BOTUIMAY	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.176.82.236	2019-09-26 13:37:59	2019-09-26 13:40:35
ynhonnie22	BuFFaLL	Nga My xu t gia  	7	90	0	98500	0	0	0	0	0	0	0	14.167.23.85	2019-09-26 13:48:13	2019-09-26 13:51:01
conmeovang12	Buffcui	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	117.0.141.186	2019-09-26 13:44:32	2019-09-26 13:44:57
volam21903431	buffete	Nga My xu t gia  	7	90	0	100000	0	0	0	0	0	0	0	171.241.83.104	2019-09-26 13:33:22	2019-09-26 14:21:11
volam21903431	bUFFETEW	Nga My xu t gia  	7	90	0	98700	0	0	0	0	0	0	70	171.241.83.104	2019-09-26 13:56:18	2019-09-26 14:04:11
nhtl04949697	Bufffff	Nga My xu t gia  	7	90	0	100000	0	0	0	0	0	0	0	42.118.117.230	2019-09-26 13:47:43	2019-09-26 13:48:04
conmeovang12	BuffFreee	Nga My xu t gia  	7	90	0	0	0	0	0	0	0	0	0	117.0.141.186	2019-09-26 13:11:37	2019-09-26 13:38:12
amxvippr02	BuffThauDem	Nga My xu t gia  	7	90	0	50000	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 13:12:55	2019-09-26 13:23:48
huyco1996	BufLoiLoi	Nga My xu t gia  	7	90	0	98500	0	0	0	0	0	0	0	116.118.53.52	2019-09-26 13:40:40	2019-09-26 13:45:30
amxvippr01	ButPhiLong	V‚ ßang tÙc gia  	7	90	0	99450	0	0	0	0	0	0	3056	113.180.101.243	2019-09-26 13:00:22	2019-09-26 13:16:41
tinhubuon1	B®ngCa	Thi’u L©m v‚ t®ng  	7	90	0	3480001	0	0	0	0	0	0	1000031	1.52.242.122	2019-09-26 13:17:33	2019-09-26 14:13:11
tinhubuon	B®ngT©m	Nga My xu t gia  	7	90	0	1460000	0	0	0	0	0	0	200076	1.52.242.122	2019-09-26 13:11:49	2019-09-26 14:00:41
ak111sh	BπchThi’uGia	C∏i Bang T‹nh y  	0	90	0	100008	0	0	0	0	0	0	0	42.118.9.162	2019-09-26 13:00:49	2019-09-26 13:13:14
namti20115	CaoT®ngßeoK›nh	Thi’u L©m v‚ t®ng  	7	90	0	7389998	0	0	0	0	0	0	17	14.244.136.236	2019-09-26 13:01:08	2019-09-26 14:10:30
kkunghia2	CaveChua	Nga My xu t gia  	7	90	0	5600000	0	0	0	0	0	0	0	14.227.134.44	2019-09-26 13:53:44	2019-09-26 14:08:40
ak333sh	cccccccccccccccc	Thi’u L©m v‚ t®ng  	0	90	0	100013	0	0	0	0	0	0	0	42.118.9.162	2019-09-26 13:09:05	2019-09-26 13:28:35
tamtinhtoan	ccss11	Thi’u L©m v‚ t®ng  	7	90	0	1438500	0	0	0	0	0	0	1200039	113.160.220.211	2019-09-26 13:33:52	2019-09-26 14:04:28
huyco2000	cdqqwdcqw	Nga My xu t gia  	0	90	0	100000	0	0	0	0	0	0	0	116.118.53.52	2019-09-26 13:54:46	2019-09-26 13:55:05
lathahkut01	ChagChag	D≠¨ng M´n Cung K˛  	7	90	0	421980	0	0	0	0	0	0	5200014	115.75.51.43	2019-09-26 13:11:14	2019-09-26 14:21:33
nhatbs	chetcumdi	Thi’u L©m v‚ t®ng  	7	90	0	98500	0	0	0	0	0	0	0	171.242.152.68	2019-09-26 14:09:02	2019-09-26 14:09:49
sieunhan4912	ChoiBoiGi	V‚ ßang tÙc gia  	7	90	0	100000	0	0	0	0	0	0	0	113.160.223.228	2019-09-26 13:54:52	2019-09-26 14:01:10
beobeo	ChÛTi”uQu–tChÔa	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:07:03	2019-09-26 13:12:52
beobeo	ChÛTi”uTh›chG∏i	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.67.250	2019-09-26 13:11:15	2019-09-26 13:11:42
jx2viettlq	ChymThui	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	14.186.57.217	2019-09-26 13:32:00	2019-09-26 13:35:38
n270219971	Ch©uTrang	Nga My xu t gia  	7	90	0	2614576	0	0	0	0	0	0	3000000	118.68.101.93	2019-09-26 13:43:40	2019-09-26 14:21:24
43017lam3	Ch¨iS©u	Tµ ßÈc  	7	90	0	10500000	0	0	0	0	0	0	1600000	113.172.158.199	2019-09-26 13:28:40	2019-09-26 13:29:02
emngoc222vn4	cloan2	Thi’u L©m v‚ t®ng  	0	90	0	98500	0	0	0	0	0	0	0	113.169.149.206	2019-09-26 13:33:44	2019-09-26 13:42:39
emngoc222vn4	Cloan3	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.169.149.206	2019-09-26 13:43:46	2019-09-26 13:44:09
clone10	clone10	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:15:43	2019-09-26 13:16:39
clone11	clone11	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:18:42	2019-09-26 13:59:57
clone12	clone12	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:23:12	2019-09-26 14:02:26
huyco1997	cloneVSCT	D≠¨ng M´n Cung K˛  	0	90	0	98500	0	0	0	0	0	0	0	116.118.53.52	2019-09-26 13:23:59	2019-09-26 14:20:09
duythang1981	conbanhbeo	V‚ ßang Æπo gia  	0	90	0	100000	0	0	0	0	0	0	13	115.78.230.250	2019-09-26 13:54:20	2019-09-26 14:04:19
senmaknae	ConG uCon	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	7200000	171.253.134.44	2019-09-26 13:20:20	2019-09-26 13:47:37
senmaknae2	ConKi’nCon	Thi’u L©m v‚ t®ng  	7	90	0	80000	0	0	0	0	0	0	5100000	171.253.134.44	2019-09-26 13:44:24	2019-09-26 13:44:47
senmaknae	ConTr©uCon	Thi’u L©m v‚ t®ng  	7	90	0	100000	0	0	0	0	0	0	0	171.253.134.44	2019-09-26 13:49:57	2019-09-26 13:50:23
huhu1233	cotatca	ß≠Íng M´n phÊ th´ng  	7	90	0	98500	0	0	0	0	0	0	0	115.73.211.138	2019-09-26 14:01:00	2019-09-26 14:05:02
huyco1999	cqwcwqdwqdc	Nga My xu t gia  	0	90	0	0	0	0	0	0	0	0	0	116.118.53.52	2019-09-26 13:48:11	2019-09-26 13:48:38
huyco2001	cqwdcwdqdwqc	Nga My xu t gia  	0	90	0	98500	0	0	0	0	0	0	0	116.118.53.52	2019-09-26 13:57:08	2019-09-26 13:57:58
huyco1997	cqwdcwqdqwcd	D≠¨ng M´n Cung K˛  	0	90	0	98500	0	0	0	0	0	0	0	116.118.53.52	2019-09-26 13:26:21	2019-09-26 14:20:30
longvanle430	CµKhﬁa	Nga My xu t gia  	0	90	0	5688500	0	0	0	0	0	0	1000018	14.252.248.168	2019-09-26 13:03:32	2019-09-26 13:04:02
0976382117	CænKh c	Nga My tÙc gia  	7	90	0	4730001	0	0	0	0	0	0	800000	42.116.165.219	2019-09-26 13:40:15	2019-09-26 13:41:36
cayvang8	d12d213	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.224.179.173	2019-09-26 13:34:55	2019-09-26 13:35:15
tanmom	dadasd	Nga My tÙc gia  	0	90	0	0	0	0	0	0	0	0	0	115.74.200.85	2019-09-26 13:24:41	2019-09-26 13:24:59
amxvippr01	DaiMinhTinh	V‚ ßang tÙc gia  	7	90	0	0	0	0	0	0	0	0	0	113.180.101.243	2019-09-26 13:22:55	2019-09-26 14:11:47
minhdaits03	damckahg	Hi÷p ßÈc  	0	90	0	0	0	0	0	0	0	0	0	113.184.67.123	2019-09-26 13:38:29	2019-09-26 13:39:00
43017lam1	DaoS≠Th∏i	Nga My xu t gia  	7	90	0	15238500	0	0	0	0	0	0	5600000	113.172.158.199	2019-09-26 13:18:39	2019-09-26 13:28:15
jetemdjaa	dasadd	C∏i Bang § Y  	0	90	0	0	0	0	0	0	0	0	0	14.189.224.22	2019-09-26 13:25:21	2019-09-26 13:47:09
idolhaovip3	dasdasd	C∏i Bang T‹nh y  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:29:18	2019-09-26 13:45:17
idolhaovip2	dasdasdasd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:25:13	2019-09-26 13:26:23
clone13	dasdasdasdasd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	113.163.156.70	2019-09-26 13:28:10	2019-09-26 14:03:49
idolhaovip2	dasdasddasdasd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:42:39	2019-09-26 13:43:37
idolhaovip5	dasdasddd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:39:32	2019-09-26 13:51:34
idolhaovip4	dasddasd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	27.74.242.217	2019-09-26 13:38:31	2019-09-26 13:38:59
jetemdjaa	dasftdsaf	D≠¨ng M´n th≠¨ng K˛  	0	90	0	708020	0	0	0	0	0	0	0	14.189.224.22	2019-09-26 13:43:34	2019-09-26 13:45:17
tranviet7	ddasda	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:36:53	2019-09-26 13:37:16
tranviet8	ddddas	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:39:30	2019-09-26 13:39:46
tranviet5	dddddd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:29:50	2019-09-26 13:30:54
nhoxbunno1	ddddddd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.227.244.238	2019-09-26 13:15:51	2019-09-26 13:16:09
nhoxbunno2	DDDDDDDDDDDDDJJK	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.227.244.238	2019-09-26 13:20:02	2019-09-26 13:20:47
nhoxbunno2	DDDDDDDDJI	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.227.244.238	2019-09-26 13:18:39	2019-09-26 13:19:25
nhoxbunno3	DDDDDDDSRRRR	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.227.244.238	2019-09-26 13:23:11	2019-09-26 13:24:22
nhoxbunno3	ddddsdsdsdsdse	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	171.227.244.238	2019-09-26 13:27:28	2019-09-26 13:28:37
beobeo6	dddÆdd	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	14.241.44.9	2019-09-26 13:49:43	2019-09-26 13:50:06
senmaknae1	dddÆs≠qw	Hi÷p ßÈc  	0	90	0	0	0	0	0	0	0	0	0	171.253.134.44	2019-09-26 13:40:17	2019-09-26 13:40:53
vanhieulc113	ddfgf333	Thi’u L©m v‚ t®ng  	7	90	0	0	0	0	0	0	0	0	0	113.160.150.63	2019-09-26 13:41:46	2019-09-26 13:43:09
tranviet14	d dadd	Thi’u L©m v‚ t®ng  	0	90	0	10000	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 14:03:54	2019-09-26 14:04:53
tranviet4	d daffg	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:27:37	2019-09-26 13:28:04
tranviet2	d dddsfa	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 13:19:23	2019-09-26 13:24:18
tranviet16	d dfgg	Thi’u L©m v‚ t®ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.67.163	2019-09-26 14:12:55	2019-09-26 14:24:08
nhtl04949695	DeoBietChoiGi	V‚ ßang Æπo gia  	7	90	0	98500	0	0	0	0	0	0	0	42.118.117.230	2019-09-26 13:04:45	2019-09-26 13:58:48
