ID	Type	Title	Remark	BaguaFlag	SpecialOpStr	SpecialOpDesc	BangdingFlag	BatchNum	LimitTaskValue_0	LimitTaskValue_1	CostTaskValue_0	LimitDesc	CostItem_0	CostItem_1	CostItem_2	CostItem_3	CostItem_4	CostVMoney_0	CostVMoney_1	CostVMoney_2	StatKey
33149	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30461;1	2;1;31195;20							
33150	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30462;1	2;1;31195;20							
33151	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30463;1	2;1;31195;20							
33152	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30464;1	2;1;31195;20							
33153	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30465;1	2;1;31195;20							
33154	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;4;30466;1	2;1;31195;20							
33155	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;4;30467;1	2;1;31195;20							
33156	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;4;30468;1	2;1;31195;20							
33157	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;4;30469;1	2;1;31195;20							
33158	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;7;30470;1	2;1;31195;20							
33159	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;7;30471;1	2;1;31195;20							
33160	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;7;30472;1	2;1;31195;20							
33161	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;7;30473;1	2;1;31195;20							
33162	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30474;1	2;1;31195;20							
33163	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30475;1	2;1;31195;20							
33164	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30476;1	2;1;31195;20							
33165	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30477;1	2;1;31195;20							
33166	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30478;1	2;1;31195;20							
33167	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30479;1	2;1;31195;20							
33168	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;3;30480;1	2;1;31195;20							
33169	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;3;30481;1	2;1;31195;20							
33170	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;3;30482;1	2;1;31195;20							
33171	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;3;30483;1	2;1;31195;20							
33172	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30484;1	2;1;31195;20							
33173	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30485;1	2;1;31195;20							
33174	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30486;1	2;1;31195;20							
33175	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30487;1	2;1;31195;20							
33176	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30488;1	2;1;31195;20							
33177	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30489;1	2;1;31195;20							
33178	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30490;1	2;1;31195;20							
33179	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;11;30491;1	2;1;31195;20							
33180	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;13;30492;1	2;1;31195;20							
33181	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;13;30493;1	2;1;31195;20							
33182	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;12;30494;1	2;1;31195;20							
33183	1	N©ng cÊp vò khİ Tèng_Háa Phông Nguyªn So¸i (Cao)	ËÎ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;12;30495;1	2;1;31195;20							
33184	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;3;30640;1	2;1;31195;20							
33185	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;3;30641;1	2;1;31195;20							
33186	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;8;30642;1	2;1;31195;20							
33187	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;8;30643;1	2;1;31195;20							
33188	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;0;30644;1	2;1;31195;20							
33189	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;0;30645;1	2;1;31195;20							
33190	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;1;30646;1	2;1;31195;20							
33191	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;1;30647;1	2;1;31195;20							
33192	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;1;30648;1	2;1;31195;20							
33193	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;1;30649;1	2;1;31195;20							
33194	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30650;1	2;1;31195;20							
33195	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30651;1	2;1;31195;20							
33196	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;10;30652;1	2;1;31195;20							
33197	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;10;30653;1	2;1;31195;20							
33198	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;0;30654;1	2;1;31195;20							
33199	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;0;30655;1	2;1;31195;20							
33200	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;0;30656;1	2;1;31195;20							
33201	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;0;30657;1	2;1;31195;20							
33202	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;5;30658;1	2;1;31195;20							
33203	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;5;30659;1	2;1;31195;20							
33204	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;5;30660;1	2;1;31195;20							
33205	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;5;30661;1	2;1;31195;20							
33206	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30662;1	2;1;31195;20							
33207	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30663;1	2;1;31195;20							
33208	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30664;1	2;1;31195;20							
33209	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;2;30665;1	2;1;31195;20							
33210	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30666;1	2;1;31195;20							
33211	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30667;1	2;1;31195;20							
33212	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30668;1	2;1;31195;20							
33213	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;9;30669;1	2;1;31195;20							
33214	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30670;1	2;1;31195;20							
33215	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30671;1	2;1;31195;20							
33216	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30672;1	2;1;31195;20							
33217	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;6;30673;1	2;1;31195;20							
33218	1	N©ng cÊp vò khİ Liªu_Háa Phông Nguyªn So¸i (Cao)	ÁÉ»ğ·ïÔªË§¸ß¼¶ÎäÆ÷+7 20ÇàÁú¾«»ª 		update_qinglong_lv2	Vò khİ Háa Phông Nguyªn So¸i (Cao) n©ng cÊp thµnh vò khİ Thanh Long Nguyªn So¸i (S¬)	1						0;4;30674;1	2;1;31195;20							
