=============================Item Count==============================
sItem Name	nItem ID	nItem Detail Id	nItem Particular Id	nItem Count
 Tø H¶i HiÖp Hµo KhÝ 	0	102	1127	0
 Tø H¶i HiÖp Hµo KhÝ 	0	102	1128	0
 Gi¸ng Long Dao Th­ên	0	100	1171	0
 Gi¸ng Long Dao Th­ên	0	100	1172	0
 Gi¸ng Long Dao Th­ên	0	100	1173	0
 Gi¸ng Long Dao Th­ên	0	100	1174	0
 Gi¸ng Long Dao Qu¸n 	0	103	1171	0
 Gi¸ng Long Dao Qu¸n 	0	103	1172	0
 Gi¸ng Long Dao Qu¸n 	0	103	1173	0
 Gi¸ng Long Dao Qu¸n 	0	103	1174	0
 Gi¸ng Long Dao Thñ -	0	0	1171	0
 Gi¸ng Long Dao Thñ -	0	0	1172	0
 Gi¸ng Long Dao Thñ -	0	0	1173	0
 Gi¸ng Long Dao Thñ -	0	0	1174	0
 Gi¸ng Long Dao Trang	0	101	1171	0
 Gi¸ng Long Dao Trang	0	101	1172	0
 Gi¸ng Long Dao Trang	0	101	1173	0
 Gi¸ng Long Dao Trang	0	101	1174	0
 Gi¸ng Long Dao Béi -	0	102	1171	0
 Gi¸ng Long Dao Béi -	0	102	1172	0
 Gi¸ng Long Dao Béi -	0	102	1173	0
 Gi¸ng Long Dao Béi -	0	102	1174	0
 Gi¸ng Long D­¬ng Th­	0	100	1151	0
 Gi¸ng Long D­¬ng Th­	0	100	1152	0
 Gi¸ng Long D­¬ng Th­	0	100	1153	0
 Gi¸ng Long D­¬ng Th­	0	100	1154	0
 Gi¸ng Long D­¬ng Qu¸	0	103	1151	0
 Gi¸ng Long D­¬ng Qu¸	0	103	1152	0
 Gi¸ng Long D­¬ng Qu¸	0	103	1153	0
 Gi¸ng Long D­¬ng Qu¸	0	103	1154	0
 Gi¸ng Long D­¬ng Thñ	0	0	1151	0
 Gi¸ng Long D­¬ng Thñ	0	0	1152	0
 Gi¸ng Long D­¬ng Thñ	0	0	1153	0
 Gi¸ng Long D­¬ng Thñ	0	0	1154	0
 Gi¸ng Long D­¬ng Tra	0	101	1151	0
 Gi¸ng Long D­¬ng Tra	0	101	1152	0
 Gi¸ng Long D­¬ng Tra	0	101	1153	0
 Gi¸ng Long D­¬ng Tra	0	101	1154	0
 Gi¸ng Long D­¬ng Béi	0	102	1151	0
 Gi¸ng Long D­¬ng Béi	0	102	1152	0
 Gi¸ng Long D­¬ng Béi	0	102	1153	0
 Gi¸ng Long D­¬ng Béi	0	102	1154	0
 ChÊp B¸t th­êng - Na	0	100	1101	0
 ChÊp B¸t th­êng - Na	0	100	1102	0
 ChÊp B¸t th­êng - N÷	0	100	1103	0
 ChÊp B¸t th­êng - Ki	0	100	1104	0
 B¸t sø - Nam tiªu ch	0	0	1101	0
 B¸t sø - Nam kh«i ng	0	0	1102	0
  B¸t sø - N÷ gîi c¶m	0	0	1103	0
     B¸t sø - KiÒu n÷	0	0	1104	0
 ChÊp B¸t c©n - Nam t	0	103	1101	0
 ChÊp B¸t c©n - Nam k	0	103	1102	0
 ChÊp B¸t c©n - N÷ gî	0	103	1103	0
 ChÊp B¸t c©n - KiÒu 	0	103	1104	0
 ChÊp B¸t phôc - Nam 	0	101	1101	0
 ChÊp B¸t phôc - Nam 	0	101	1102	0
 ChÊp B¸t phôc - N÷ g	0	101	1103	0
 ChÊp B¸t phôc - KiÒu	0	101	1104	0
 Trõng ¸c bæng - Nam 	0	5	1211	0
 Trõng ¸c bæng - Nam 	0	5	1212	0
 Trõng ¸c bæng - N÷ g	0	5	1213	0
 Trõng ¸c bæng - KiÒu	0	5	1214	0
 Trõng ¸c béi - Nam t	0	102	1211	0
 Trõng ¸c béi - Nam k	0	102	1212	0
 Trõng ¸c béi - N÷ gî	0	102	1213	0
 Trõng ¸c béi - KiÒu 	0	102	1214	0
 Trõng ¸c th­êng - Na	0	100	1211	0
 Trõng ¸c th­êng - Na	0	100	1212	0
 Trõng ¸c th­êng - N÷	0	100	1213	0
 Trõng ¸c th­êng - Ki	0	100	1214	0
 Trõng ¸c c©n - Nam t	0	103	1211	0
 Trõng ¸c c©n - Nam k	0	103	1212	0
 Trõng ¸c c©n - N÷ gî	0	103	1213	0
 Trõng ¸c c©n - KiÒu 	0	103	1214	0
 Trõng ¸c phôc - Nam 	0	101	1211	0
 Trõng ¸c phôc - Nam 	0	101	1212	0
 Trõng ¸c phôc - N÷ g	0	101	1213	0
 Trõng ¸c phôc - KiÒu	0	101	1214	0
 Tô NghÜa bæng - Nam 	0	5	1221	0
 Tô NghÜa bæng - Nam 	0	5	1222	0
 Tô NghÜa bæng - N÷ g	0	5	1223	0
 Tô NghÜa bæng - KiÒu	0	5	1224	0
 Tô NghÜa th­êng - Na	0	100	1221	0
 Tô NghÜa th­êng - Na	0	100	1222	0
 Tô NghÜa th­êng - N÷	0	100	1223	0
 Tô NghÜa th­êng - Ki	0	100	1224	0
 Tô NghÜa c©n - Nam t	0	103	1221	0
 Tô NghÜa c©n - Nam k	0	103	1222	0
 Tô NghÜa c©n - N÷ gî	0	103	1223	0
 Tô NghÜa c©n - KiÒu 	0	103	1224	0
 Tô NghÜa phôc - Nam 	0	101	1221	0
 Tô NghÜa phôc - Nam 	0	101	1222	0
 Tô NghÜa phôc - N÷ g	0	101	1223	0
 Tô NghÜa phôc - KiÒu	0	101	1224	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1221	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1222	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1223	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1224	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1225	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1226	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1227	0
 B¸t §¹i §Ö Tö Tô Ngh	0	102	1228	0
 Phong Ma Dao Th­êng 	0	100	1271	0
 Phong Ma Dao Th­êng 	0	100	1272	0
 Phong Ma Dao Th­êng 	0	100	1273	0
 Phong Ma Dao Th­êng 	0	100	1274	0
 Phong Ma Dao Qu¸n - 	0	103	1271	0
 Phong Ma Dao Qu¸n - 	0	103	1272	0
 Phong Ma Dao Qu¸n - 	0	103	1273	0
 Phong Ma Dao Qu¸n - 	0	103	1274	0
 Phong Ma Dao C«n - N	0	5	1271	0
 Phong Ma Dao C«n - N	0	5	1272	0
 Phong Ma Dao C«n - N	0	5	1273	0
 Phong Ma Dao C«n - K	0	5	1274	0
 Phong Ma Dao Trang -	0	101	1271	0
 Phong Ma Dao Trang -	0	101	1272	0
 Phong Ma Dao Trang -	0	101	1273	0
 Phong Ma Dao Trang -	0	101	1274	0
 Phong Ma Dao Béi - N	0	102	1271	0
 Phong Ma Dao Béi - N	0	102	1272	0
 Phong Ma Dao Béi - N	0	102	1273	0
 Phong Ma Dao Béi - K	0	102	1274	0
 Phong Ma D­¬ng Th­ên	0	100	1251	0
 Phong Ma D­¬ng Th­ên	0	100	1252	0
 Phong Ma D­¬ng Th­ên	0	100	1253	0
 Phong Ma D­¬ng Th­ên	0	100	1254	0
 Phong Ma D­¬ng Qu¸n 	0	103	1251	0
 Phong Ma D­¬ng Qu¸n 	0	103	1252	0
 Phong Ma D­¬ng Qu¸n 	0	103	1253	0
 Phong Ma D­¬ng Qu¸n 	0	103	1254	0
 Phong Ma D­¬ng C«n -	0	5	1251	0
 Phong Ma D­¬ng C«n -	0	5	1252	0
 Phong Ma D­¬ng C«n -	0	5	1253	0
 Phong Ma D­¬ng C«n -	0	5	1254	0
 Phong Ma D­¬ng Trang	0	101	1251	0
 Phong Ma D­¬ng Trang	0	101	1252	0
 Phong Ma D­¬ng Trang	0	101	1253	0
 Phong Ma D­¬ng Trang	0	101	1254	0
 Phong Ma D­¬ng Béi -	0	102	1251	0
 Phong Ma D­¬ng Béi -	0	102	1252	0
 Phong Ma D­¬ng Béi -	0	102	1253	0
 Phong Ma D­¬ng Béi -	0	102	1254	0
 Khinh Kþ gi¸p - Nam 	0	100	1701	0
 Khinh Kþ gi¸p - Nam 	0	100	1702	0
 Khinh Kþ gi¸p - N÷ g	0	100	1703	0
 Khinh Kþ gi¸p - KiÒu	0	100	1704	0
 Khinh Kþ kh«i - Nam 	0	103	1701	0
 Khinh Kþ kh«i - Nam 	0	103	1702	0
 Khinh Kþ kh«i - N÷ g	0	103	1703	0
 Khinh Kþ kh«i - KiÒu	0	103	1704	0
 Khinh Kþ th­¬ng - Na	0	6	1701	0
 Khinh Kþ th­¬ng - Na	0	6	1702	0
 Khinh Kþ th­¬ng - N÷	0	6	1703	0
 Khinh Kþ th­¬ng - Ki	0	6	1704	0
 Khinh Kþ phôc - Nam 	0	101	1701	0
 Khinh Kþ phôc - Nam 	0	101	1702	0
 Khinh Kþ phôc - N÷ g	0	101	1703	0
 Khinh Kþ phôc - KiÒu	0	101	1704	0
 HiÖu óy tr­êng th­¬n	0	6	1711	0
 HiÖu óy tr­êng th­¬n	0	6	1712	0
 HiÖu óy tr­êng th­¬n	0	6	1713	0
 HiÖu óy tr­êng th­¬n	0	6	1714	0
 HiÖu óy lÖnh - Nam t	0	102	1711	0
 HiÖu óy lÖnh - Nam k	0	102	1712	0
 HiÖu óy lÖnh - N÷ gî	0	102	1713	0
 HiÖu óy lÖnh - KiÒu 	0	102	1714	0
 HiÖu óy thiÕt gi¸p -	0	100	1711	0
 HiÖu óy thiÕt gi¸p -	0	100	1712	0
 HiÖu óy thiÕt gi¸p -	0	100	1713	0
 HiÖu óy thiÕt gi¸p -	0	100	1714	0
 HiÖu óy kh«i - Nam t	0	103	1711	0
 HiÖu óy kh«i - Nam k	0	103	1712	0
 HiÖu óy kh«i - N÷ gî	0	103	1713	0
 HiÖu óy kh«i - KiÒu 	0	103	1714	0
 HiÖu óy thiÕt phôc -	0	101	1711	0
 HiÖu óy thiÕt phôc -	0	101	1712	0
 HiÖu óy thiÕt phôc -	0	101	1713	0
 HiÖu óy thiÕt phôc -	0	101	1714	0
 Tinh Gi¸p kh«i - Nam	0	103	1721	0
 Tinh Gi¸p kh«i - Nam	0	103	1722	0
 Tinh Gi¸p kh«i - N÷ 	0	103	1723	0
 Tinh Gi¸p kh«i - KiÒ	0	103	1724	0
 Tinh Gi¸p phôc - Nam	0	101	1721	0
 Tinh Gi¸p phôc - Nam	0	101	1722	0
 Tinh Gi¸p phôc - N÷ 	0	101	1723	0
 Tinh Gi¸p phôc - KiÒ	0	101	1724	0
 Tinh kh¶i gi¸p - Nam	0	100	1721	0
 Tinh kh¶i gi¸p - Nam	0	100	1722	0
 Tinh kh¶i gi¸p - N÷ 	0	100	1723	0
 Tinh kh¶i gi¸p - KiÒ	0	100	1724	0
 PhÊn Vò T­íng Qu©n L	0	102	1721	0
 PhÊn Vò T­íng Qu©n L	0	102	1722	0
 PhÊn Vò T­íng Qu©n L	0	102	1723	0
 PhÊn Vò T­íng Qu©n L	0	102	1724	0
 PhÊn Vò T­íng Qu©n H	0	102	1725	0
 PhÊn Vò T­íng Qu©n H	0	102	1726	0
 PhÊn Vò T­íng Qu©n H	0	102	1727	0
 PhÊn Vò T­íng Qu©n H	0	102	1728	0
 Xa Kþ T­íng Qu©n Th­	0	100	1771	0
 Xa Kþ T­íng Qu©n Th­	0	100	1772	0
 Xa Kþ T­íng Qu©n Th­	0	100	1773	0
 Xa Kþ T­íng Qu©n Th­	0	100	1774	0
 Xa Kþ T­íng Qu©n Qu¸	0	103	1771	0
 Xa Kþ T­íng Qu©n Qu¸	0	103	1772	0
 Xa Kþ T­íng Qu©n Qu¸	0	103	1773	0
 Xa Kþ T­íng Qu©n Qu¸	0	103	1774	0
 Xa Kþ T­íng Qu©n Th­	0	6	1771	0
 Xa Kþ T­íng Qu©n Th­	0	6	1772	0
 Xa Kþ T­íng Qu©n Th­	0	6	1773	0
 Xa Kþ T­íng Qu©n Th­	0	6	1774	0
 Xa Kþ T­íng Qu©n Tra	0	101	1771	0
 Xa Kþ T­íng Qu©n Tra	0	101	1772	0
 Xa Kþ T­íng Qu©n Tra	0	101	1773	0
 Xa Kþ T­íng Qu©n Tra	0	101	1774	0
 Xa Kþ T­íng Qu©n Béi	0	102	1771	0
 Xa Kþ T­íng Qu©n Béi	0	102	1772	0
 Xa Kþ T­íng Qu©n Béi	0	102	1773	0
 Xa Kþ T­íng Qu©n Béi	0	102	1774	0
 Xa Kþ ChiÕn SÜ Th­ên	0	100	1751	0
 Xa Kþ ChiÕn SÜ Th­ên	0	100	1752	0
 Xa Kþ ChiÕn SÜ Th­ên	0	100	1753	0
 Xa Kþ ChiÕn SÜ Th­ên	0	100	1754	0
 Xa Kþ ChiÕn SÜ Qu¸n 	0	103	1751	0
 Xa Kþ ChiÕn SÜ Qu¸n 	0	103	1752	0
 Xa Kþ ChiÕn SÜ Qu¸n 	0	103	1753	0
 Xa Kþ ChiÕn SÜ Qu¸n 	0	103	1754	0
 Xa Kþ ChiÕn SÜ Th­¬n	0	6	1751	0
 Xa Kþ ChiÕn SÜ Th­¬n	0	6	1752	0
 Xa Kþ ChiÕn SÜ Th­¬n	0	6	1753	0
 Xa Kþ ChiÕn SÜ Th­¬n	0	6	1754	0
 Xa Kþ ChiÕn SÜ Trang	0	101	1751	0
 Xa Kþ ChiÕn SÜ Trang	0	101	1752	0
 Xa Kþ ChiÕn SÜ Trang	0	101	1753	0
 Xa Kþ ChiÕn SÜ Trang	0	101	1754	0
 Xa Kþ ChiÕn SÜ Béi -	0	102	1751	0
 Xa Kþ ChiÕn SÜ Béi -	0	102	1752	0
 Xa Kþ ChiÕn SÜ Béi -	0	102	1753	0
 Xa Kþ ChiÕn SÜ Béi -	0	102	1754	0
 Nç Thñ cung - Nam ti	0	4	1801	0
 Nç Thñ cung - Nam kh	0	4	1802	0
 Nç Thñ cung - N÷ gîi	0	4	1803	0
 Nç Thñ cung - KiÒu n	0	4	1804	0
 Nç Thñ gi¸p - Nam ti	0	100	1801	0
 Nç Thñ gi¸p - Nam kh	0	100	1802	0
 Nç Thñ gi¸p - N÷ gîi	0	100	1803	0
 Nç Thñ gi¸p - KiÒu n	0	100	1804	0
 Nç Thñ kh«i - Nam ti	0	103	1801	0
 Nç Thñ kh«i - Nam kh	0	103	1802	0
 Nç Thñ kh«i - N÷ gîi	0	103	1803	0
 Nç Thñ kh«i - KiÒu n	0	103	1804	0
 Nç Thñ phôc - Nam ti	0	101	1801	0
 Nç Thñ phôc - Nam kh	0	101	1802	0
 Nç Thñ phôc - N÷ gîi	0	101	1803	0
 Nç Thñ phôc - KiÒu n	0	101	1804	0
 §« óy thiÕt gi¸p - N	0	100	1811	0
 §« óy thiÕt gi¸p - N	0	100	1812	0
 §« óy thiÕt gi¸p - N	0	100	1813	0
 §« óy thiÕt gi¸p - K	0	100	1814	0
 §« óy kh«i - Nam tiª	0	103	1811	0
 §« óy kh«i - Nam kh«	0	103	1812	0
 §« óy kh«i - N÷ gîi 	0	103	1813	0
 §« óy kh«i - KiÒu n÷	0	103	1814	0
 §« óy thiÕt phôc - N	0	101	1811	0
 §« óy thiÕt phôc - N	0	101	1812	0
 §« óy thiÕt phôc - N	0	101	1813	0
 §« óy thiÕt phôc - K	0	101	1814	0
 §« óy cung - Nam tiª	0	4	1811	0
 §« óy cung - Nam kh«	0	4	1812	0
 §« óy cung - N÷ gîi 	0	4	1813	0
 §« óy cung - KiÒu n÷	0	4	1814	0
 §« óy lÖnh - Nam tiª	0	102	1811	0
 §« óy lÖnh - Nam kh«	0	102	1812	0
 §« óy lÖnh - N÷ gîi 	0	102	1813	0
 §« óy lÖnh - KiÒu n÷	0	102	1814	0
 Tinh Gi¸p kh«i - Nam	0	103	1821	0
 Tinh Gi¸p kh«i - Nam	0	103	1822	0
 Tinh Gi¸p kh«i - N÷ 	0	103	1823	0
 Tinh Gi¸p kh«i - KiÒ	0	103	1824	0
 Tinh Gi¸p phôc - Nam	0	101	1821	0
 Tinh Gi¸p phôc - Nam	0	101	1822	0
 Tinh Gi¸p phôc - N÷ 	0	101	1823	0
 Tinh Gi¸p phôc - KiÒ	0	101	1824	0
 Xuyªn gi¸p cung - Na	0	4	1821	0
 Xuyªn gi¸p cung - Na	0	4	1822	0
 Xuyªn gi¸p cung - N÷	0	4	1823	0
 Xuyªn gi¸p cung - Ki	0	4	1824	0
 PhÊn Uy T­íng Qu©n k	0	100	1821	0
 PhÊn Uy T­íng Qu©n k	0	100	1822	0
 PhÊn Uy T­íng Qu©n k	0	100	1823	0
 PhÊn Uy T­íng Qu©n k	0	100	1824	0
 PhÊn Oai T­íng Qu©n 	0	102	1821	0
 PhÊn Oai T­íng Qu©n 	0	102	1822	0
 PhÊn Oai T­íng Qu©n 	0	102	1823	0
 PhÊn Oai T­íng Qu©n 	0	102	1824	0
 PhÊn Oai T­íng Qu©n 	0	102	1825	0
 PhÊn Oai T­íng Qu©n 	0	102	1826	0
 PhÊn Oai T­íng Qu©n 	0	102	1827	0
 PhÊn Oai T­íng Qu©n 	0	102	1828	0
 D­¬ng An Th­êng - Na	0	100	1871	0
 D­¬ng An Th­êng - Na	0	100	1872	0
 D­¬ng An Th­êng - N÷	0	100	1873	0
 D­¬ng An Th­êng - Ki	0	100	1874	0
 D­¬ng An Qu¸n - Nam 	0	103	1871	0
 D­¬ng An Qu¸n - Nam 	0	103	1872	0
 D­¬ng An Qu¸n - N÷ g	0	103	1873	0
 D­¬ng An Qu¸n - KiÒu	0	103	1874	0
 D­¬ng An Cung - Nam 	0	4	1871	0
 D­¬ng An Cung - Nam 	0	4	1872	0
 D­¬ng An Cung - N÷ g	0	4	1873	0
 D­¬ng An Cung - KiÒu	0	4	1874	0
 D­¬ng An Trang - Nam	0	101	1871	0
 D­¬ng An Trang - Nam	0	101	1872	0
 D­¬ng An Trang - N÷ 	0	101	1873	0
 D­¬ng An Trang - KiÒ	0	101	1874	0
 D­¬ng An Béi - Nam t	0	102	1871	0
 D­¬ng An Béi - Nam k	0	102	1872	0
 D­¬ng An Béi - N÷ gî	0	102	1873	0
 D­¬ng An Béi - KiÒu 	0	102	1874	0
 D­¬ng §Þnh Th­êng - 	0	100	1851	0
 D­¬ng §Þnh Th­êng - 	0	100	1852	0
 D­¬ng §Þnh Th­êng - 	0	100	1853	0
 D­¬ng §Þnh Th­êng - 	0	100	1854	0
 D­¬ng §Þnh Qu¸n - Na	0	103	1851	0
 D­¬ng §Þnh Qu¸n - Na	0	103	1852	0
 D­¬ng §Þnh Qu¸n - N÷	0	103	1853	0
 D­¬ng §Þnh Qu¸n - Ki	0	103	1854	0
 D­¬ng §Þnh Cung - Na	0	4	1851	0
 D­¬ng §Þnh Cung - Na	0	4	1852	0
 D­¬ng §Þnh Cung - N÷	0	4	1853	0
 D­¬ng §Þnh Cung - Ki	0	4	1854	0
 D­¬ng §Þnh Tr§Þnhg -	0	101	1851	0
 D­¬ng §Þnh Tr§Þnhg -	0	101	1852	0
 D­¬ng §Þnh Tr§Þnhg -	0	101	1853	0
 D­¬ng §Þnh Tr§Þnhg -	0	101	1854	0
 D­¬ng §Þnh Béi - Nam	0	102	1851	0
 D­¬ng §Þnh Béi - Nam	0	102	1852	0
 D­¬ng §Þnh Béi - N÷ 	0	102	1853	0
 D­¬ng §Þnh Béi - KiÒ	0	102	1854	0
 Trang Kh¸ch Phi §ao 	0	1	601	0
 Trang Kh¸ch Phi §ao 	0	1	602	0
 Trang Kh¸ch Phi §ao 	0	1	603	0
 Trang Kh¸ch Phi §ao 	0	1	604	0
 Trang Kh¸ch phôc - N	0	101	601	0
 Trang Kh¸ch phôc - N	0	101	602	0
 Trang Kh¸ch phôc - N	0	101	603	0
 Trang Kh¸ch phôc - K	0	101	604	0
 Trang Kh¸ch m·o - Na	0	103	601	0
 Trang Kh¸ch m·o - Na	0	103	602	0
 Trang Kh¸ch m·o - N÷	0	103	603	0
 Trang Kh¸ch m·o - Ki	0	103	604	0
 Trang Kh¸ch phôc - N	0	100	601	0
 Trang Kh¸ch phôc - N	0	100	602	0
 Trang Kh¸ch phôc - N	0	100	603	0
 Trang Kh¸ch phôc - K	0	100	604	0
 Hé VÖ tiªu - Nam tiª	0	1	611	0
 Hé VÖ tiªu - Nam kh«	0	1	612	0
 Hé VÖ tiªu - N÷ gîi 	0	1	613	0
 Hé VÖ tiªu - KiÒu n÷	0	1	614	0
 Hé VÖ phôc - Nam tiª	0	101	611	0
 Hé VÖ phôc - Nam kh«	0	101	612	0
 Hé VÖ phôc - N÷ gîi 	0	101	613	0
 Hé VÖ phôc - KiÒu n÷	0	101	614	0
 Hé VÖ m·o - Nam tiªu	0	103	611	0
 Hé VÖ m·o - Nam kh«i	0	103	612	0
 Hé VÖ m·o - N÷ gîi c	0	103	613	0
  Hé VÖ m·o - KiÒu n÷	0	103	614	0
 Hé Ph¸p bµi - Nam ti	0	102	611	0
 Hé Ph¸p bµi - Nam kh	0	102	612	0
 Hé Ph¸p bµi - N÷ gîi	0	102	613	0
 Hé Ph¸p bµi - KiÒu n	0	102	614	0
 Hé VÖ phôc - Nam tiª	0	100	611	0
 Hé VÖ phôc - Nam kh«	0	100	612	0
 Hé VÖ phôc - N÷ gîi 	0	100	613	0
 Hé VÖ phôc - KiÒu n÷	0	100	614	0
 BÝ §éc ThÝch Kh¸ch y	0	100	621	0
 BÝ §éc ThÝch Kh¸ch y	0	100	622	0
 BÝ §éc ThÝch Kh¸ch y	0	100	623	0
 BÝ §éc ThÝch Kh¸ch y	0	100	624	0
 BÝ §éc ThÝch Kh¸ch c	0	103	621	0
 BÝ §éc ThÝch Kh¸ch c	0	103	622	0
 BÝ §éc ThÝch Kh¸ch c	0	103	623	0
 BÝ §éc ThÝch Kh¸ch c	0	103	624	0
 BÝ §éc ThÝch Kh¸ch c	0	1	621	0
 BÝ §éc ThÝch Kh¸ch c	0	1	622	0
 BÝ §éc ThÝch Kh¸ch c	0	1	623	0
 BÝ §éc ThÝch Kh¸ch c	0	1	624	0
 BÝ §éc ThÝch Kh¸ch t	0	101	621	0
 BÝ §éc ThÝch Kh¸ch t	0	101	622	0
 BÝ §éc ThÝch Kh¸ch t	0	101	623	0
 BÝ §éc ThÝch Kh¸ch t	0	101	624	0
 BÝ §éc ThÝch Kh¸ch c	0	102	625	0
 BÝ §éc ThÝch Kh¸ch c	0	102	626	0
 BÝ §éc ThÝch Kh¸ch c	0	102	627	0
 BÝ §éc ThÝch Kh¸ch c	0	102	628	0
 BÝ §éc ThÝch Kh¸ch b	0	102	621	0
 BÝ §éc ThÝch Kh¸ch b	0	102	622	0
 BÝ §éc ThÝch Kh¸ch b	0	102	623	0
 BÝ §éc ThÝch Kh¸ch b	0	102	624	0
 HiÖp Kh¸ch Dao Th­ên	0	100	671	0
 HiÖp Kh¸ch Dao Th­ên	0	100	672	0
 HiÖp Kh¸ch Dao Th­ên	0	100	673	0
 HiÖp Kh¸ch Dao Th­ên	0	100	674	0
 HiÖp Kh¸ch Dao Qu¸n 	0	103	671	0
 HiÖp Kh¸ch Dao Qu¸n 	0	103	672	0
 HiÖp Kh¸ch Dao Qu¸n 	0	103	673	0
 HiÖp Kh¸ch Dao Qu¸n 	0	103	674	0
 HiÖp Kh¸ch Dao Ch©m 	0	1	671	0
 HiÖp Kh¸ch Dao Ch©m 	0	1	672	0
 HiÖp Kh¸ch Dao Ch©m 	0	1	673	0
 HiÖp Kh¸ch Dao Ch©m 	0	1	674	0
 HiÖp Kh¸ch Dao Trang	0	101	671	0
 HiÖp Kh¸ch Dao Trang	0	101	672	0
 HiÖp Kh¸ch Dao Trang	0	101	673	0
 HiÖp Kh¸ch Dao Trang	0	101	674	0
 HiÖp Kh¸ch Dao Béi -	0	102	671	0
 HiÖp Kh¸ch Dao Béi -	0	102	672	0
 HiÖp Kh¸ch Dao Béi -	0	102	673	0
 HiÖp Kh¸ch Dao Béi -	0	102	674	0
 HiÖp Kh¸ch D­¬ng Th­	0	100	651	0
 HiÖp Kh¸ch D­¬ng Th­	0	100	652	0
 HiÖp Kh¸ch D­¬ng Th­	0	100	653	0
 HiÖp Kh¸ch D­¬ng Th­	0	100	654	0
 HiÖp Kh¸ch D­¬ng Qu¸	0	103	651	0
 HiÖp Kh¸ch D­¬ng Qu¸	0	103	652	0
 HiÖp Kh¸ch D­¬ng Qu¸	0	103	653	0
 HiÖp Kh¸ch D­¬ng Qu¸	0	103	654	0
 HiÖp Kh¸ch D­¬ng Ch©	0	1	651	0
 HiÖp Kh¸ch D­¬ng Ch©	0	1	652	0
 HiÖp Kh¸ch D­¬ng Ch©	0	1	653	0
 HiÖp Kh¸ch D­¬ng Ch©	0	1	654	0
 HiÖp Kh¸ch D­¬ng Tra	0	101	651	0
 HiÖp Kh¸ch D­¬ng Tra	0	101	652	0
 HiÖp Kh¸ch D­¬ng Tra	0	101	653	0
 HiÖp Kh¸ch D­¬ng Tra	0	101	654	0
 HiÖp Kh¸ch D­¬ng Béi	0	102	651	0
 HiÖp Kh¸ch D­¬ng Béi	0	102	652	0
 HiÖp Kh¸ch D­¬ng Béi	0	102	653	0
 HiÖp Kh¸ch D­¬ng Béi	0	102	654	0
 §o¹t Ph¸ch §ao - Nam	0	7	2001	0
 §o¹t Ph¸ch §ao - Nam	0	7	2002	0
 §o¹t Ph¸ch §ao - N÷ 	0	7	2003	0
 §o¹t Ph¸ch §ao - KiÒ	0	7	2004	0
 §o¹t Ph¸ch diÖn - Na	0	103	2001	0
 §o¹t Ph¸ch diÖn - Na	0	103	2002	0
 §o¹t Ph¸ch diÖn - N÷	0	103	2003	0
 §o¹t Ph¸ch diÖn - Ki	0	103	2004	0
 §o¹t Ph¸ch y - Nam t	0	100	2001	0
 §o¹t Ph¸ch y - Nam k	0	100	2002	0
 §o¹t Ph¸ch y - N÷ gî	0	100	2003	0
 §o¹t Ph¸ch y - KiÒu 	0	100	2004	0
 §o¹t Ph¸ch phôc - Na	0	101	2001	0
 §o¹t Ph¸ch phôc - Na	0	101	2002	0
 §o¹t Ph¸ch phôc - N÷	0	101	2003	0
 §o¹t Ph¸ch phôc - Ki	0	101	2004	0
 Th«i MÖnh §éc §ao - 	0	7	2011	0
 Th«i MÖnh §éc §ao - 	0	7	2012	0
 Th«i MÖnh §éc §ao - 	0	7	2013	0
 Th«i MÖnh §éc §ao - 	0	7	2014	0
 Th«i MÖnh diÖn - Nam	0	103	2011	0
 Th«i MÖnh diÖn - Nam	0	103	2012	0
 Th«i MÖnh diÖn - N÷ 	0	103	2013	0
 Th«i MÖnh diÖn - KiÒ	0	103	2014	0
 Thóc MÖnh Ngäc Béi -	0	102	2011	0
 Thóc MÖnh Ngäc Béi -	0	102	2012	0
 Thóc MÖnh Ngäc Béi -	0	102	2013	0
 Thóc MÖnh Ngäc Béi -	0	102	2014	0
 Th«i MÖnh y - Nam ti	0	100	2011	0
 Th«i MÖnh y - Nam kh	0	100	2012	0
 Th«i MÖnh y - N÷ gîi	0	100	2013	0
 Th«i MÖnh y - KiÒu n	0	100	2014	0
 Th«i MÖnh phôc - Nam	0	101	2011	0
 Th«i MÖnh phôc - Nam	0	101	2012	0
 Th«i MÖnh phôc - N÷ 	0	101	2013	0
 Th«i MÖnh phôc - KiÒ	0	101	2014	0
 M·nh §éc H¾c Hoµn - 	0	102	2025	0
 M·nh §éc H¾c Hoµn - 	0	102	2026	0
 M·nh §éc H¾c Hoµn - 	0	102	2027	0
 M·nh §éc H¾c Hoµn - 	0	102	2028	0
 M·nh §éc diÖn - Nam 	0	103	2021	0
 M·nh §éc diÖn - Nam 	0	103	2022	0
 M·nh §éc diÖn - N÷ g	0	103	2023	0
 M·nh §éc diÖn - KiÒu	0	103	2024	0
 H¾c V« Th­êng M·nh §	0	100	2021	0
 H¾c V« Th­êng M·nh §	0	100	2022	0
