Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
vonhuttan2000	BachCotTinh	Nga My xuÊt gia  	7	90	0	170001	0	0	0	0	0	0	1000000	115.74.200.85	2019-09-28 18:48:38	2019-09-28 19:02:38
lvducht	BanChanSat	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	0	115.79.143.190	2019-09-28 18:31:03	2019-09-28 18:31:35
lvducht1	BanChanVang	ThiÕu L©m vâ t¨ng  	0	90	0	3570000	0	0	0	0	0	0	400000	14.161.50.53	2019-09-28 18:12:38	2019-09-28 20:05:37
xeomcongtu2	BãpVuCAve	Thóy Yªn Vò Tiªn  	7	90	0	993646	0	0	0	0	0	0	200580	14.177.236.25	2019-09-28 18:59:32	2019-09-28 20:04:06
namkislkey14	BeastNAm	ThiÕu L©m tôc gia  	7	90	0	97000	0	0	0	0	0	0	33	125.214.59.244	2019-09-28 20:55:50	2019-09-28 21:08:53
nobita	BeKhoe	Vâ §ang tôc gia  	7	90	0	97000	0	0	0	0	0	0	31	123.19.175.168	2019-09-28 21:08:42	2019-09-28 21:15:17
ethangkia184	BemBem	D­¬ng M«n Cung Kþ  	0	90	0	0	0	0	0	0	0	0	0	113.23.108.115	2019-09-28 21:20:19	2019-09-28 21:20:40
ynhonnie33	Bhujjgg	Vâ §ang tôc gia  	7	90	0	100000	0	0	0	0	0	0	0	113.176.214.70	2019-09-28 19:29:27	2019-09-28 19:29:56
thoidenho2	Bî§ÝtTao§i	C¸i Bang ¤ Y  	0	90	0	0	0	0	0	0	0	0	0	14.251.182.110	2019-09-28 18:35:33	2019-09-28 18:35:58
tieutamhn97	BlackDraGon	ThiÕu L©m thiÒn t¨ng  	7	90	0	374740	0	0	0	0	0	0	800050	42.113.107.4	2019-09-28 18:39:13	2019-09-28 18:39:37
xeomcongtu89	BóL«nCaVe	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	29	14.177.236.25	2019-09-28 18:24:02	2019-09-28 20:15:14
vonhuttan1999	BooHanCOk	Nga My xuÊt gia  	7	90	0	0	0	0	0	0	0	0	0	115.74.200.85	2019-09-28 18:11:16	2019-09-28 18:30:46
vonhuttan1999	BooHancook	Nga My xuÊt gia  	7	90	0	0	0	0	0	0	0	0	0	115.74.200.85	2019-09-28 18:39:39	2019-09-28 18:40:54
clone3s	BótViÕtRaCh÷LOL	Vâ §ang tôc gia  	7	90	0	291151	0	0	0	0	0	0	3600000	113.177.73.77	2019-09-28 19:16:22	2019-09-28 20:56:38
bnl333	Broken1	ThiÕu L©m tôc gia  	7	90	0	0	0	0	0	0	0	0	2000000	116.104.196.135	2019-09-28 19:13:27	2019-09-28 19:16:13
bnl444	Broken12	ThiÕu L©m tôc gia  	7	90	0	720000	0	0	0	0	0	0	1600000	116.104.196.135	2019-09-28 19:17:16	2019-09-28 19:17:36
bnl999	Broken12321	ThiÕu L©m tôc gia  	7	90	0	20000	0	0	0	0	0	0	2000000	116.104.196.135	2019-09-28 19:26:01	2019-09-28 19:27:21
bnl666	Broken142	ThiÕu L©m tôc gia  	7	90	0	30000	0	0	0	0	0	0	1800000	116.104.196.135	2019-09-28 19:19:51	2019-09-28 19:21:05
nhoxkon1581990	BuffCaVe	Nga My xuÊt gia  	7	90	0	100000	0	0	0	0	0	0	0	14.161.253.64	2019-09-28 20:53:41	2019-09-28 20:56:14
nguyenkhang11234	BuffConCax	Nga My xuÊt gia  	7	90	0	272236	0	0	0	0	0	0	0	113.180.94.176	2019-09-28 21:08:29	2019-09-28 21:09:49
nholkbill1	BuffDao	Nga My xuÊt gia  	7	90	0	5830500	0	0	0	0	0	0	2600020	116.98.66.55	2019-09-28 19:47:51	2019-09-28 21:10:24
lvducht	Buffffffff	Nga My xuÊt gia  	7	90	0	10560002	0	0	0	0	0	0	4600013	14.161.50.53	2019-09-28 18:43:55	2019-09-28 20:03:48
nghiachaua1	bufffudd	Nga My xuÊt gia  	7	90	0	100000	0	0	0	0	0	0	0	14.161.253.64	2019-09-28 20:22:05	2019-09-28 20:50:12
toolest3	BuffLumia	Nga My xuÊt gia  	7	90	0	0	0	0	0	0	0	0	0	117.4.35.215	2019-09-28 18:51:10	2019-09-28 18:51:28
mjkjmjkj2	BUFFpRO	Nga My xuÊt gia  	7	90	0	2110000	0	0	0	0	0	0	30400089	113.169.21.82	2019-09-28 19:40:11	2019-09-28 20:34:04
nguyenkhang11234	BuffTutChym	Nga My xuÊt gia  	7	90	0	100000	0	0	0	0	0	0	0	113.180.94.176	2019-09-28 21:07:21	2019-09-28 21:07:39
nguyenkhang1114	BuffTutLoz	Nga My xuÊt gia  	7	90	0	100000	0	0	0	0	0	0	0	113.180.94.176	2019-09-28 21:03:19	2019-09-28 21:05:03
yeuvocon1	BuffVaoChym	Nga My xuÊt gia  	7	90	0	16370017	0	0	0	0	0	0	7800021	118.68.26.171	2019-09-28 18:16:04	2019-09-28 18:17:47
dong113	Buff§uBai	Nga My xuÊt gia  	7	90	0	250000	0	0	0	0	0	0	0	113.182.193.238	2019-09-28 19:04:12	2019-09-28 19:07:48
dong113	Buf§uBai	Nga My xuÊt gia  	7	90	0	489284	0	0	0	0	0	0	97200058	113.182.193.238	2019-09-28 19:09:13	2019-09-28 21:09:01
chochoimeo194	butxagachet	Vâ §ang tôc gia  	0	90	0	14000000	0	0	0	0	0	0	2000000	125.212.177.226	2019-09-28 18:31:38	2019-09-28 18:32:40
tuankien333hm	BxGauLuuManh	Nga My xuÊt gia  	7	90	0	912260	0	0	0	0	0	0	1000000	113.176.82.236	2019-09-28 19:28:40	2019-09-28 20:01:23
mrsaiyuk69	BxGµHamSót	Nga My xuÊt gia  	7	90	0	15	0	0	0	0	0	0	17	116.96.226.242	2019-09-28 18:07:51	2019-09-28 19:31:38
dakmilno1	B«LÒnh	C¸i Bang ¤ Y  	7	90	0	43450	0	0	0	0	0	0	12209010	14.174.125.189	2019-09-28 19:44:02	2019-09-28 21:03:24
zhaduchanh	B­íngTh×Sao	ThiÕu L©m vâ t¨ng  	7	90	0	12701500	0	0	0	0	0	0	268521523	14.232.152.32	2019-09-28 18:52:26	2019-09-28 21:03:38
lvducht	BµnCh©nVµng	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	0	14.161.50.53	2019-09-28 18:08:40	2019-09-28 18:11:27
chiton333	B·oT¸p	Vâ §ang tôc gia  	7	90	0	1435500	0	0	0	0	0	0	19800018	116.104.196.135	2019-09-28 18:00:05	2019-09-28 21:18:57
longhg1	B¸nhCustar	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	0	14.175.4.204	2019-09-28 18:43:30	2019-09-28 18:44:27
bobo1234	C0nCuToBu	ThiÕu L©m vâ t¨ng  	0	90	0	100000	0	0	0	0	0	0	0	42.112.152.201	2019-09-28 18:05:49	2019-09-28 18:12:31
langphe2	caijthenhi	D­¬ng M«n th­¬ng Kþ  	7	90	0	0	0	0	0	0	0	0	1800000	27.72.54.195	2019-09-28 19:25:03	2019-09-28 19:32:45
langphe3	CanLam1CaiTen	D­¬ng M«n th­¬ng Kþ  	7	90	0	2600000	0	0	0	0	0	0	400000	27.72.54.195	2019-09-28 20:59:34	2019-09-28 21:01:05
nguyenkhang1113	casd123as	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	113.180.94.176	2019-09-28 20:26:25	2019-09-28 20:28:48
phongvuong5	CASJDAJSD	HiÖp §éc  	7	90	0	0	0	0	0	0	0	0	77	115.74.207.39	2019-09-28 19:39:47	2019-09-28 19:52:17
kkunghia2	cavechua	Nga My xuÊt gia  	7	90	0	29330000	0	0	0	0	0	0	41091023	14.240.106.101	2019-09-28 18:17:50	2019-09-28 20:33:16
nobita1	Cavexxx	Nga My xuÊt gia  	0	90	0	0	0	0	0	0	0	0	0	123.19.175.168	2019-09-28 21:21:05	2019-09-28 21:21:07
langphe1	cayzinoi	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	2000000	27.72.54.195	2019-09-28 18:29:45	2019-09-28 20:17:52
hoai7543	CBBhero	C¸i Bang ¤ Y  	0	90	0	40000	0	0	0	0	0	0	1800000	113.161.179.162	2019-09-28 18:39:30	2019-09-28 18:40:39
hoai7545	CBQhero	C¸i Bang TÜnh y  	0	90	0	40000	0	0	0	0	0	0	1653840	113.161.179.162	2019-09-28 18:46:17	2019-09-28 18:47:29
dungnguyen22993	cccxxx	Tµ §éc  	0	90	0	10000	0	0	0	0	0	0	0	113.190.154.173	2019-09-28 20:20:52	2019-09-28 20:22:46
jx2vietchamcom5	CcleaNer	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	117.3.62.127	2019-09-28 18:52:59	2019-09-28 18:53:01
huyco4	cdqwcqwcqwdqw	Vâ §ang tôc gia  	0	90	0	11330000	0	0	0	0	0	0	1800000	116.118.60.215	2019-09-28 19:04:17	2019-09-28 20:39:41
tranviet5	cÉvzrag	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:41:01	2019-09-28 18:41:23
thanhtru2k1	changame	Vâ §ang ®¹o gia  	7	90	0	7000	0	0	0	0	0	0	1000000	14.167.7.126	2019-09-28 19:24:48	2019-09-28 20:55:44
langphe4	ChanLamRoi4	Vâ §ang ®¹o gia  	7	90	0	8500	0	0	0	0	0	0	0	27.72.54.195	2019-09-28 21:06:17	2019-09-28 21:07:11
minhtanxca1	chémchãa®©y	D­¬ng M«n Cung Kþ  	7	90	0	0	0	0	0	0	0	0	0	117.6.102.172	2019-09-28 18:26:26	2019-09-28 18:27:04
vdb1102	ChiÕnBinhThÐp	Vâ §ang tôc gia  	7	90	0	20000	0	0	0	0	0	0	2000000	116.104.196.135	2019-09-28 18:34:25	2019-09-28 20:14:45
gavangdeptrai4	chotta	HiÖp §éc  	7	90	0	12000000	0	0	0	0	0	0	4400000	119.199.116.230	2019-09-28 19:09:08	2019-09-28 19:11:30
emteo1992	chuoihat	Nga My xuÊt gia  	0	90	0	0	0	0	0	0	0	0	0	117.4.35.215	2019-09-28 21:06:29	2019-09-28 21:06:31
teo1992	chuoitieu	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	117.4.35.215	2019-09-28 21:13:37	2019-09-28 21:14:01
balame2	Ckisds	Nga My xuÊt gia  	7	90	0	39202279	0	0	0	0	0	0	0	116.103.48.69	2019-09-28 19:54:21	2019-09-28 20:29:49
skyzno1	clone1	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:21:05	2019-09-28 20:22:04
skyzno4	clone12	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:40:26	2019-09-28 20:44:44
thai123	Clone123	ThiÕu L©m tôc gia  	7	90	0	3895950	0	0	0	0	0	0	1000000	14.249.10.154	2019-09-28 20:39:46	2019-09-28 21:15:47
tungduong998	clone1234	ThiÕu L©m thiÒn t¨ng  	7	90	0	5937500	0	0	0	0	0	0	1200000	14.249.10.154	2019-09-28 20:40:34	2019-09-28 20:41:29
tungduong1998	clone12345	ThiÕu L©m thiÒn t¨ng  	7	90	0	5177975	0	0	0	0	0	0	800000	14.249.10.154	2019-09-28 20:44:59	2019-09-28 20:45:25
skyzno5	clone13	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:45:05	2019-09-28 20:45:32
skyzno1	clone2	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:22:37	2019-09-28 20:23:16
clone20	clone20	Vâ §ang tôc gia  	7	90	0	18020000	0	0	0	0	0	0	2000000	113.163.156.70	2019-09-28 19:52:36	2019-09-28 19:54:35
clone21	clone21	C¸i Bang TÜnh y  	7	90	0	20820000	0	0	0	0	0	0	2000000	113.163.156.70	2019-09-28 19:55:15	2019-09-28 19:59:09
clone22	clone22	HiÖp §éc  	7	90	0	0	0	0	0	0	0	0	1800000	113.163.156.70	2019-09-28 20:01:18	2019-09-28 21:04:04
skyzno1	clone3	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:24:05	2019-09-28 20:24:44
skyzno2	clone4	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:25:48	2019-09-28 20:27:16
skyzno2	clone6	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:30:39	2019-09-28 20:30:58
skyzno	clonne	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:18:30	2019-09-28 20:19:44
skyzno4	clonne10	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:36:13	2019-09-28 20:36:34
skyzno4	clonne11	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:37:16	2019-09-28 20:38:25
skyzno5	clonne14	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:46:48	2019-09-28 20:47:23
skyzno5	clonne15	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:48:59	2019-09-28 20:49:28
skyzno2	clonne5	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:29:29	2019-09-28 20:29:56
skyzno3	clonne7	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:32:15	2019-09-28 20:33:30
skyzno3	clonne8	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:34:07	2019-09-28 20:34:24
skyzno3	clonne9	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	171.253.189.36	2019-09-28 20:35:02	2019-09-28 20:35:19
kimtuyet2zz	colenzzz	§­êng M«n phæ th«ng  	0	90	0	0	0	0	0	0	0	0	0	14.233.182.205	2019-09-28 18:19:49	2019-09-28 18:20:09
thoidenho1	Coler1111	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	14.251.182.110	2019-09-28 18:03:30	2019-09-28 18:30:46
jx2vietchamcom2	ComPuTer	Vâ §ang tôc gia  	7	90	0	100000	0	0	0	0	0	0	0	117.3.62.127	2019-09-28 18:50:30	2019-09-28 18:59:42
kimtuyet3zz	CoSaoKhong	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	14.233.182.205	2019-09-28 18:56:12	2019-09-28 18:56:14
thoidenho1	CôTæTªnDuy	D­¬ng M«n th­¬ng Kþ  	7	90	0	0	0	0	0	0	0	0	1	14.251.182.110	2019-09-28 18:15:50	2019-09-28 18:18:33
huyco5	cqwdwqdqw	Vâ §ang tôc gia  	0	90	0	10630000	0	0	0	0	0	0	1800000	116.118.60.215	2019-09-28 19:07:03	2019-09-28 20:40:06
huyco7	cqwqwdc	Vâ §ang tôc gia  	0	90	0	11430000	0	0	0	0	0	0	1800000	116.118.60.215	2019-09-28 19:12:32	2019-09-28 20:40:00
huyco2	cqwwqcqwd	Vâ §ang tôc gia  	0	90	0	9830001	0	0	0	0	0	0	1800000	116.118.60.215	2019-09-28 18:58:39	2019-09-28 20:40:14
cumnum9x	CumNum9x	ThiÕu L©m vâ t¨ng  	7	90	0	2174364	0	0	0	0	0	0	2003261	27.3.193.218	2019-09-28 18:44:44	2019-09-28 20:28:32
mackeno	CuongLong	ThiÕu L©m vâ t¨ng  	7	90	0	80017	0	0	0	0	0	0	2200128	116.110.109.237	2019-09-28 19:30:49	2019-09-28 20:27:35
dancaygame	Cuop1111	ThiÕu L©m vâ t¨ng  	7	90	0	100000	0	0	0	0	0	0	2	103.7.39.137	2019-09-28 19:58:37	2019-09-28 19:59:05
dancaygame2	Cuop111111	ThiÕu L©m vâ t¨ng  	7	90	0	100000	0	0	0	0	0	0	0	103.7.39.142	2019-09-28 20:51:48	2019-09-28 20:58:23
dancaygame2222	Cuop123	ThiÕu L©m vâ t¨ng  	7	90	0	100000	0	0	0	0	0	0	0	103.7.39.141	2019-09-28 20:29:24	2019-09-28 20:38:10
dancaygame2222	Cuop2222	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	5	103.7.39.140	2019-09-28 20:00:47	2019-09-28 20:01:34
dancaygame2	Cuop2dsfgfdx	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	103.7.39.140	2019-09-28 21:04:47	2019-09-28 21:04:49
dancaygame1	Cuop333333	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	2	103.7.39.142	2019-09-28 20:52:05	2019-09-28 21:03:56
dancaygame3	Cuop3443	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	2	103.7.39.137	2019-09-28 20:55:24	2019-09-28 21:13:23
dancaygame2222	cuop4444	ThiÕu L©m vâ t¨ng  	7	90	0	100000	0	0	0	0	0	0	2	103.7.39.140	2019-09-28 20:12:55	2019-09-28 20:20:28
dancaygame	Cuop5555	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	2	103.7.39.143	2019-09-28 20:18:02	2019-09-28 20:18:37
dancaygame4	Cuop6544	ThiÕu L©m vâ t¨ng  	7	90	0	90000	0	0	0	0	0	0	7	103.7.39.137	2019-09-28 20:56:22	2019-09-28 20:56:44
dancaygame	Cuophhhh	D­¬ng M«n Cung Kþ  	7	90	0	0	0	0	0	0	0	0	2	103.7.39.136	2019-09-28 20:31:45	2019-09-28 20:37:59
phongvuong5	C­ípB¸tNh·Lín	HiÖp §éc  	7	90	0	0	0	0	0	0	0	0	46	115.74.207.39	2019-09-28 19:10:22	2019-09-28 19:11:46
phongvuong5	C­ípB¸tNh·Lín1	HiÖp §éc  	7	90	0	0	0	0	0	0	0	0	71	115.74.207.39	2019-09-28 19:21:49	2019-09-28 19:30:35
huyco8	d1c1cwdq	Vâ §ang tôc gia  	0	90	0	10320000	0	0	0	0	0	0	2000000	116.118.60.215	2019-09-28 19:13:32	2019-09-28 20:39:42
nguyenkhang1111	dasd1231qds	D­¬ng M«n th­¬ng Kþ  	7	90	0	5820001	0	0	0	0	0	0	800000	113.180.94.176	2019-09-28 20:47:20	2019-09-28 20:48:36
tranvietz	dÊdadadas	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	1600000	116.118.62.41	2019-09-28 18:29:00	2019-09-28 19:59:21
tranviet4	dÊdadasda	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:39:38	2019-09-28 18:39:57
buonnguqua123456	dfffffff	HiÖp §éc  	7	90	0	1339500	0	0	0	0	0	0	200000	113.162.184.154	2019-09-28 21:06:24	2019-09-28 21:06:53
quanghai666vn	dgdfhfgj	ThiÕu L©m vâ t¨ng  	7	90	0	98500	0	0	0	0	0	0	0	113.165.165.39	2019-09-28 19:39:38	2019-09-28 19:43:31
quanghai777vn	dhsgsdgsh	ThiÕu L©m vâ t¨ng  	7	90	0	30978625	0	0	0	0	0	0	3200044	117.2.17.46	2019-09-28 19:42:21	2019-09-28 21:16:35
langphe3	Dienaem	ThiÕu L©m tôc gia  	0	90	0	0	0	0	0	0	0	0	1400000	27.72.54.195	2019-09-28 18:34:03	2019-09-28 20:59:10
thanhtru2k5	DNzTru	Thóy Yªn Vò Tiªn  	7	90	0	0	0	0	0	0	0	0	17500524	14.167.7.126	2019-09-28 18:32:59	2019-09-28 20:37:31
sockkuga123	DNzTruuu	Nga My xuÊt gia  	7	90	0	35187000	0	0	0	0	0	0	2800022	14.167.7.126	2019-09-28 19:16:42	2019-09-28 21:01:49
dungnguyen22993	DòngJr	ThiÕu L©m tôc gia  	7	90	0	1640000	0	0	0	0	0	0	116800111	113.190.154.173	2019-09-28 18:22:58	2019-09-28 19:08:29
trongcay1226	dqwd12225	Vâ §ang tôc gia  	0	90	0	38500	0	0	0	0	0	0	1000000	116.103.48.69	2019-09-28 18:17:23	2019-09-28 19:41:45
tranviet1	dsadasd	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	1200000	116.118.62.41	2019-09-28 18:33:46	2019-09-28 20:24:19
jetemdjaa	dsadasdas	Vâ §ang ®¹o gia  	0	90	0	0	0	0	0	0	0	0	0	14.189.224.22	2019-09-28 18:54:21	2019-09-28 18:55:10
quanghai999vn	dsfdsfgsdh	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	0	117.2.17.46	2019-09-28 20:00:24	2019-09-28 20:03:27
jetemdja	dsfsfdfs	Vâ §ang ®¹o gia  	0	90	0	0	0	0	0	0	0	0	0	14.189.224.22	2019-09-28 18:28:35	2019-09-28 18:29:05
quanghai555vn	dsgdlhldhds	ThiÕu L©m vâ t¨ng  	7	90	0	100000	0	0	0	0	0	0	0	117.2.17.46	2019-09-28 19:38:40	2019-09-28 19:39:06
quanghai1111vn	dsgdsfhgd	ThiÕu L©m vâ t¨ng  	7	90	0	0	0	0	0	0	0	0	0	117.2.17.46	2019-09-28 20:10:27	2019-09-28 20:11:34
tieuthien4	DSxKenji	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	133.218.224.35	2019-09-28 20:23:58	2019-09-28 20:24:19
tieuthien	DSxTiÕuThiªn	ThiÕu L©m thiÒn t¨ng  	7	90	0	10213900	0	0	0	0	0	0	9900018	133.218.224.35	2019-09-28 18:46:50	2019-09-28 20:24:53
sangvh007	DubaiReTien	Nga My xuÊt gia  	7	90	0	100000	0	0	0	0	0	0	0	116.103.48.69	2019-09-28 19:49:58	2019-09-28 19:50:21
dungnguyen22991	dun1g2am	ThiÕu L©m tôc gia  	0	90	0	20000	0	0	0	0	0	0	0	113.190.154.173	2019-09-28 20:26:54	2019-09-28 20:27:27
dungnguyen22994	dung123323	D­¬ng M«n th­¬ng Kþ  	0	90	0	20000	0	0	0	0	0	0	0	113.190.154.173	2019-09-28 20:25:59	2019-09-28 20:26:17
tranchuong	DuongQua	ThiÕu L©m vâ t¨ng  	7	90	0	100000	0	0	0	0	0	0	0	118.68.61.5	2019-09-28 20:58:22	2019-09-28 20:59:52
balame1	DuuuBai	Nga My xuÊt gia  	7	90	0	0	0	0	0	0	0	0	0	116.103.48.69	2019-09-28 19:53:13	2019-09-28 19:53:31
sangvh007	DuuuBaiii	Nga My xuÊt gia  	7	90	0	0	0	0	0	0	0	0	0	116.103.48.69	2019-09-28 19:51:00	2019-09-28 19:51:17
mjkjmjkj4	edwewewer	ThiÕu L©m thiÒn t¨ng  	0	90	0	0	0	0	0	0	0	0	1200000	113.169.21.82	2019-09-28 18:22:54	2019-09-28 18:25:38
tranchuongtattoo	edwrfsdfsd	C¸i Bang ¤ Y  	7	90	0	0	0	0	0	0	0	0	1	118.68.61.5	2019-09-28 21:07:58	2019-09-28 21:10:48
gavangdeptrai2	eeeeeeeeeeeedsa	ThiÕu L©m vâ t¨ng  	7	90	0	7100000	0	0	0	0	0	0	1200000	119.199.116.230	2019-09-28 19:58:13	2019-09-28 19:59:01
tranviet6	eqweqeqe	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:45:02	2019-09-28 18:45:26
tranviet6	eqweqweqwe	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:42:59	2019-09-28 18:43:16
tranviet7	eqweq¸dadas	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:46:06	2019-09-28 18:46:29
tranviet5	eqwewqeqeqe	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:41:45	2019-09-28 18:42:05
nsnl13026	ew35535	ThiÕu L©m vâ t¨ng  	7	90	0	17000000	0	0	0	0	0	0	5600000	27.71.206.63	2019-09-28 18:46:58	2019-09-28 18:48:53
nguyende	ewqewaed	ThiÕu L©m thiÒn t¨ng  	7	90	0	13200001	0	0	0	0	0	0	1600000	42.114.19.102	2019-09-28 20:33:32	2019-09-28 20:35:17
tranviet7	fafaah	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	1200000	116.118.62.41	2019-09-28 18:46:43	2019-09-28 19:02:42
tranviet1	fafagag	ThiÕu L©m vâ t¨ng  	0	90	0	1400000	0	0	0	0	0	0	1000000	116.118.62.41	2019-09-28 18:34:29	2019-09-28 21:00:05
tranviet4	fafagvc	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:39:02	2019-09-28 18:39:23
tranviet2	fagaga	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:35:52	2019-09-28 18:35:54
tranviet3	fasagh	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	116.118.62.41	2019-09-28 18:37:34	2019-09-28 18:37:53
loangianghotld	fdgrew1111111111	D­¬ng M«n th­¬ng Kþ  	0	90	0	4504640	0	0	0	0	0	0	1000000	125.212.177.54	2019-09-28 20:31:45	2019-09-28 20:32:11
nguyende4	fdrsfsfdgfg	ThiÕu L©m thiÒn t¨ng  	0	90	0	0	0	0	0	0	0	0	0	42.114.19.102	2019-09-28 20:58:59	2019-09-28 20:59:18
jetemdja	fdsfsdfs	Nga My xuÊt gia  	0	90	0	0	0	0	0	0	0	0	0	14.189.224.22	2019-09-28 18:47:35	2019-09-28 18:48:33
nguyende5	fgdgggfd	ThiÕu L©m vâ t¨ng  	7	90	0	10161	0	0	0	0	0	0	0	42.114.19.102	2019-09-28 20:55:27	2019-09-28 20:56:20
saodung12	fghgfhfgh	ThiÕu L©m thiÒn t¨ng  	0	90	0	0	0	0	0	0	0	0	0	14.187.227.246	2019-09-28 20:57:52	2019-09-28 21:12:18
quangvuha90	FMLquang	ThiÕu L©m vâ t¨ng  	7	90	0	100000	0	0	0	0	0	0	0	171.253.89.58	2019-09-28 19:05:06	2019-09-28 19:16:03
dong115	fssfsdsad	ThiÕu L©m vâ t¨ng  	0	90	0	0	0	0	0	0	0	0	0	113.182.193.238	2019-09-28 18:15:09	2019-09-28 18:17:32
ynhonnie22	FvvFFFFF	Nga My xuÊt gia  	7	90	0	76300	0	0	0	0	0	0	0	113.176.214.70	2019-09-28 19:27:43	2019-09-28 19:29:21
sangvh10	fwjrf23	Vâ §ang tôc gia  	7	90	0	28961	0	0	0	0	0	0	2	116.103.48.69	2019-09-28 19:02:41	2019-09-28 19:07:14
thanhtru2k0	gamenhusit	ThiÕu L©m vâ t¨ng  	7	90	0	31059	0	0	0	0	0	0	1000000	14.167.7.126	2019-09-28 19:21:39	2019-09-28 20:59:42
bigseoly2	GaSieuNac	D­¬ng M«n Cung Kþ  	7	90	0	0	0	0	0	0	0	0	0	14.189.17.107	2019-09-28 19:49:29	2019-09-28 19:49:55
bigseoly1	GauSieuBeo	D­¬ng M«n Cung Kþ  	7	90	0	17575	0	0	0	0	0	0	0	14.189.17.107	2019-09-28 19:47:48	2019-09-28 20:16:56
