ItemName	ItemGene	ItemSub	ItemDetail	
H¾c V« Th­êng M·nh §éc ®ao - N÷ gîi c¶m	0	7	2023	
H¾c V« Th­êng M·nh §éc ®ao - KiÒu n÷	0	7	2024	
H¾c V« Th­êng M·nh §éc HuyÕt Ngäc Béi - Nam tiªu chuÈn	0	102	2021	
H¾c V« Th­êng M·nh §éc HuyÕt Ngäc Béi - Nam kh«i ng«	0	102	2022	
H¾c V« Th­êng M·nh §éc HuyÕt Ngäc Béi - N÷ gîi c¶m	0	102	2023	
H¾c V« Th­êng M·nh §éc HuyÕt Ngäc Béi - KiÒu n÷	0	102	2024	
U Minh Thiªn Qu©n Th­êng - Nam tiªu chuÈn	0	100	2071	
U Minh Thiªn Qu©n Th­êng - Nam kh«i ng«	0	100	2072	
U Minh Thiªn Qu©n Th­êng - N÷ gîi c¶m	0	100	2073	
U Minh Thiªn Qu©n Th­êng - KiÒu n÷	0	100	2074	
U Minh Thiªn Qu©n Qu¸n - Nam tiªu chuÈn	0	103	2071	
U Minh Thiªn Qu©n Qu¸n - Nam kh«i ng«	0	103	2072	
U Minh Thiªn Qu©n Qu¸n - N÷ gîi c¶m	0	103	2073	
U Minh Thiªn Qu©n Qu¸n - KiÒu n÷	0	103	2074	
U Minh Thiªn Qu©n §ao - Nam tiªu chuÈn	0	7	2071	
U Minh Thiªn Qu©n §ao - Nam kh«i ng«	0	7	2072	
U Minh Thiªn Qu©n §ao - N÷ gîi c¶m	0	7	2073	
U Minh Thiªn Qu©n §ao - KiÒu n÷	0	7	2074	
U Minh Thiªn Qu©n Trang - Nam tiªu chuÈn	0	101	2071	
U Minh Thiªn Qu©n Trang - Nam kh«i ng«	0	101	2072	
U Minh Thiªn Qu©n Trang - N÷ gîi c¶m	0	101	2073	
U Minh Thiªn Qu©n Trang - KiÒu n÷	0	101	2074	
U Minh Thiªn Qu©n Béi - Nam tiªu chuÈn	0	102	2071	
U Minh Thiªn Qu©n Béi - Nam kh«i ng«	0	102	2072	
U Minh Thiªn Qu©n Béi - N÷ gîi c¶m	0	102	2073	
U Minh Thiªn Qu©n Béi - KiÒu n÷	0	102	2074	
U Lung L­u V¨n Th­êng - Nam tiªu chuÈn	0	100	2051	
U Lung L­u V¨n Th­êng - Nam kh«i ng«	0	100	2052	
U Lung L­u V¨n Th­êng - N÷ gîi c¶m	0	100	2053	
U Lung L­u V¨n Th­êng - KiÒu n÷	0	100	2054	
U Lung L­u V¨n Qu¸n - Nam tiªu chuÈn	0	103	2051	
U Lung L­u V¨n Qu¸n - Nam kh«i ng«	0	103	2052	
U Lung L­u V¨n Qu¸n - N÷ gîi c¶m	0	103	2053	
U Lung L­u V¨n Qu¸n - KiÒu n÷	0	103	2054	
U Lung L­u V¨n §ao - Nam tiªu chuÈn	0	7	2051	
U Lung L­u V¨n §ao - Nam kh«i ng«	0	7	2052	
U Lung L­u V¨n §ao - N÷ gîi c¶m	0	7	2053	
U Lung L­u V¨n §ao - KiÒu n÷	0	7	2054	
U Lung L­u V¨n Trang - Nam tiªu chuÈn	0	101	2051	
U Lung L­u V¨n Trang - Nam kh«i ng«	0	101	2052	
U Lung L­u V¨n Trang - N÷ gîi c¶m	0	101	2053	
U Lung L­u V¨n Trang - KiÒu n÷	0	101	2054	
U Lung L­u V¨n Béi - Nam tiªu chuÈn	0	102	2051	
U Lung L­u V¨n Béi - Nam kh«i ng«	0	102	2052	
U Lung L­u V¨n Béi - N÷ gîi c¶m	0	102	2053	
U Lung L­u V¨n Béi - KiÒu n÷	0	102	2054	
§éc Tµm diÖn - Nam tiªu chuÈn	0	103	2101	
§éc Tµm diÖn - Nam kh«i ng«	0	103	2102	
§éc Tµm diÖn - N÷ gîi c¶m	0	103	2103	
§éc Tµm diÖn - KiÒu n÷	0	103	2104	
§éc Tµm Y - Nam tiªu chuÈn	0	100	2101	
§éc Tµm Y - Nam kh«i ng«	0	100	2102	
§éc Tµm Y - N÷ gîi c¶m	0	100	2103	
§éc Tµm Y - KiÒu n÷	0	100	2104	
§éc Tµm Tr¶o - Nam tiªu chuÈn	0	11	2101	
§éc Tµm Tr¶o - Nam kh«i ng«	0	11	2102	
§éc Tµm Tr¶o - N÷ gîi c¶m	0	11	2103	
§éc Tµm Tr¶o - KiÒu n÷	0	11	2104	
§éc Tµm phôc - Nam tiªu chuÈn	0	101	2101	
§éc Tµm phôc - Nam kh«i ng«	0	101	2102	
§éc Tµm phôc - N÷ gîi c¶m	0	101	2103	
§éc Tµm phôc - KiÒu n÷	0	101	2104	
Thùc T©m §éc Tr¶o - Nam tiªu chuÈn	0	11	2111	
Thùc T©m §éc Tr¶o - Nam kh«i ng«	0	11	2112	
Thùc T©m §éc Tr¶o - N÷ gîi c¶m	0	11	2113	
Thùc T©m §éc Tr¶o - KiÒu n÷	0	11	2114	
Thùc T©m diÖn - Nam tiªu chuÈn	0	103	2111	
Thùc T©m diÖn - Nam kh«i ng«	0	103	2112	
Thùc T©m diÖn - N÷ gîi c¶m	0	103	2113	
Thùc T©m diÖn - KiÒu n÷	0	103	2114	
Thùc T©m béi - Nam tiªu chuÈn	0	102	2111	
Thùc T©m béi - Nam kh«i ng«	0	102	2112	
Thùc T©m béi - N÷ gîi c¶m	0	102	2113	
Thùc T©m béi - KiÒu n÷	0	102	2114	
Thùc T©m Y - Nam tiªu chuÈn	0	100	2111	
Thùc T©m Y - Nam kh«i ng«	0	100	2112	
Thùc T©m Y - N÷ gîi c¶m	0	100	2113	
Thùc T©m Y - KiÒu n÷	0	100	2114	
Thùc T©m phôc - Nam tiªu chuÈn	0	101	2111	
Thùc T©m phôc - Nam kh«i ng«	0	101	2112	
Thùc T©m phôc - N÷ gîi c¶m	0	101	2113	
Thùc T©m phôc - KiÒu n÷	0	101	2114	
B¹ch V« Th­êng Ngôy §éc Y - Nam tiªu chuÈn	0	100	2121	
B¹ch V« Th­êng Ngôy §éc Y - Nam kh«i ng«	0	100	2122	
B¹ch V« Th­êng Ngôy §éc Y - N÷ gîi c¶m	0	100	2123	
B¹ch V« Th­êng Ngôy §éc Y - KiÒu n÷	0	100	2124	
B¹ch v« th­êng Ngôy §éc Phôc - Nam tiªu chuÈn	0	101	2121	
B¹ch v« th­êng Ngôy §éc Phôc - Nam kh«i ng«	0	101	2122	
B¹ch v« th­êng Ngôy §éc Phôc - N÷ gîi c¶m	0	101	2123	
B¹ch v« th­êng Ngôy §éc Phôc - KiÒu n÷	0	101	2124	
Quû ®éc diÖn - Nam tiªu chuÈn	0	103	2121	
Quû ®éc diÖn - Nam kh«i ng«	0	103	2122	
Quû ®éc diÖn - N÷ gîi c¶m	0	103	2123	
Quû ®éc diÖn - KiÒu n÷	0	103	2124	
B¹ch V« Th­êng Ngôy §éc Tr¶o - Nam tiªu chuÈn	0	11	2121	
B¹ch V« Th­êng Ngôy §éc Tr¶o - Nam kh«i ng«	0	11	2122	
B¹ch V« Th­êng Ngôy §éc Tr¶o - N÷ gîi c¶m	0	11	2123	
B¹ch V« Th­êng Ngôy §éc Tr¶o - KiÒu n÷	0	11	2124	
Quû ®éc HuyÕt Béi - Nam tiªu chuÈn	0	102	2121	
Quû ®éc HuyÕt Béi - Nam kh«i ng«	0	102	2122	
Quû ®éc HuyÕt Béi - N÷ gîi c¶m	0	102	2123	
Quû ®éc HuyÕt Béi - KiÒu n÷	0	102	2124	
Quû ®éc H¾c Hoµn - Nam tiªu chuÈn	0	102	2125	
Quû ®éc H¾c Hoµn - Nam kh«i ng«	0	102	2126	
Quû ®éc H¾c Hoµn - N÷ gîi c¶m	0	102	2127	
Quû ®éc H¾c Hoµn - KiÒu n÷	0	102	2128	
Miªu T©m Th­êng - Nam tiªu chuÈn	0	100	2171	
Miªu T©m Th­êng - Nam kh«i ng«	0	100	2172	
Miªu T©m Th­êng - N÷ gîi c¶m	0	100	2173	
Miªu T©m Th­êng - KiÒu n÷	0	100	2174	
Miªu T©m Qu¸n - Nam tiªu chuÈn	0	103	2171	
Miªu T©m Qu¸n - Nam kh«i ng«	0	103	2172	
Miªu T©m Qu¸n - N÷ gîi c¶m	0	103	2173	
Miªu T©m Qu¸n - KiÒu n÷	0	103	2174	
Miªu T©m Tr¶o - Nam tiªu chuÈn	0	11	2171	
Miªu T©m Tr¶o - Nam kh«i ng«	0	11	2172	
Miªu T©m Tr¶o - N÷ gîi c¶m	0	11	2173	
Miªu T©m Tr¶o - KiÒu n÷	0	11	2174	
Miªu T©m Trang - Nam tiªu chuÈn	0	101	2171	
Miªu T©m Trang - Nam kh«i ng«	0	101	2172	
Miªu T©m Trang - N÷ gîi c¶m	0	101	2173	
Miªu T©m Trang - KiÒu n÷	0	101	2174	
Miªu T©m Béi - Nam tiªu chuÈn	0	102	2171	
Miªu T©m Béi - Nam kh«i ng«	0	102	2172	
Miªu T©m Béi - N÷ gîi c¶m	0	102	2173	
Miªu T©m Béi - KiÒu n÷	0	102	2174	
Miªu Cæ Th­êng - Nam tiªu chuÈn	0	100	2151	
Miªu Cæ Th­êng - Nam kh«i ng«	0	100	2152	
Miªu Cæ Th­êng - N÷ gîi c¶m	0	100	2153	
Miªu Cæ Th­êng - KiÒu n÷	0	100	2154	
Miªu Cæ Qu¸n - Nam tiªu chuÈn	0	103	2151	
Miªu Cæ Qu¸n - Nam kh«i ng«	0	103	2152	
Miªu Cæ Qu¸n - N÷ gîi c¶m	0	103	2153	
Miªu Cæ Qu¸n - KiÒu n÷	0	103	2154	
Miªu Cæ Tr¶o - Nam tiªu chuÈn	0	11	2151	
Miªu Cæ Tr¶o - Nam kh«i ng«	0	11	2152	
Miªu Cæ Tr¶o - N÷ gîi c¶m	0	11	2153	
Miªu Cæ Tr¶o - KiÒu n÷	0	11	2154	
Miªu Cæ Trang - Nam tiªu chuÈn	0	101	2151	
Miªu Cæ Trang - Nam kh«i ng«	0	101	2152	
Miªu Cæ Trang - N÷ gîi c¶m	0	101	2153	
Miªu Cæ Trang - KiÒu n÷	0	101	2154	
Miªu Cæ Béi - Nam tiªu chuÈn	0	102	2151	
Miªu Cæ Béi - Nam kh«i ng«	0	102	2152	
Miªu Cæ Béi - N÷ gîi c¶m	0	102	2153	
Miªu Cæ Béi - KiÒu n÷	0	102	2154	
C©y b¸t nh· to	2	0	398	
C©y b¸t nh· nhá	2	0	504	
Vßng th¸i h­ b¸t qu¸i - Ly	2	1	473	
Vßng th¸i h­ b¸t qu¸i - ChÊn	2	1	474	
Vßng th¸i h­ b¸t qu¸i - Cµn	2	1	469	
Vßng th¸i h­ b¸t qu¸i - Kh«n	2	1	470	
Vßng th¸i h­ b¸t qu¸i - Kh¶m	2	1	471	
Vßng th¸i h­ b¸t qu¸i - §oµi	2	1	472	
Vßng th¸i h­ b¸t qu¸i - CÊn	2	1	475	
Vßng th¸i h­ b¸t qu¸i - Tèn	2	1	476	
Thiªn th¹ch	2	2	8	
M¶nh thiªn th¹ch	2	2	7	
B¨ng th¹ch	2	1	149	
M¶nh b¨ng th¹ch	2	1	148	
Bæ Kim MËt tÞch	0	107	61	
Bæ Th¹ch MËt tÞch	0	107	62	
Ngò Quû MËt tÞch	0	107	63	
Thiªn hµ mËt tÞch	0	107	64	
Tö hµ mËt tÞch	0	107	65	
Chiªm y phæ	0	107	66	
Ngò hµnh mËt tÞch	0	107	155	
NhÊt D­¬ng Bót - Nam tiªu chuÈn	0	9	1551	
NhÊt D­¬ng Bót - Nam kh«i ng«	0	9	1552	
NhÊt D­¬ng Bót - N÷ gîi c¶m	0	9	1553	
NhÊt D­¬ng Bót - KiÒu n÷	0	9	1554	
NhÊt D­¬ng Ngäc Bót - Nam tiªu chuÈn	0	9	1581	
NhÊt D­¬ng Ngäc Bót - Nam kh«i ng«	0	9	1582	
NhÊt D­¬ng Ngäc Bót - N÷ gîi c¶m	0	9	1583	
NhÊt D­¬ng Ngäc Bót - KiÒu n÷	0	9	1584	
NhÊt D­¬ng Ngäc Qu¸n - Nam tiªu chuÈn	0	103	1581	
NhÊt D­¬ng Ngäc Qu¸n - Nam kh«i ng«	0	103	1582	
NhÊt D­¬ng Ngäc Qu¸n - N÷ gîi c¶m	0	103	1583	
NhÊt D­¬ng Ngäc Qu¸n - KiÒu n÷	0	103	1584	
NhÊt D­¬ng Ngäc Béi - Nam tiªu chuÈn	0	102	1581	
NhÊt D­¬ng Ngäc Béi - Nam kh«i ng«	0	102	1582	
NhÊt D­¬ng Ngäc Béi - N÷ gîi c¶m	0	102	1583	
NhÊt D­¬ng Ngäc Béi - KiÒu n÷	0	102	1584	
NhÊt D­¬ng Ngäc Th­êng - Nam tiªu chuÈn	0	100	1581	
NhÊt D­¬ng Ngäc Th­êng - Nam kh«i ng«	0	100	1582	
NhÊt D­¬ng Ngäc Th­êng - N÷ gîi c¶m	0	100	1583	
NhÊt D­¬ng Ngäc Th­êng - KiÒu n÷	0	100	1584	
NhÊt D­¬ng Ngäc Trang - Nam tiªu chuÈn	0	101	1581	
NhÊt D­¬ng Ngäc Trang - Nam kh«i ng«	0	101	1582	
NhÊt D­¬ng Ngäc Trang - N÷ gîi c¶m	0	101	1583	
NhÊt D­¬ng Ngäc Trang - KiÒu n÷	0	101	1584	
B¹ch C©u Hoµn	2	1	270	
Lôc ThÇn Hoµn	2	1	1064	
ThÇn N«ng §¬n	2	1	343	
Tiªu KiÕp T¸n	2	0	141	
TÈy Tñy §¬n	2	0	136	
Thiªn H­¬ng CÈm Tôc_Tói Nhá	2	1	1031	
H¾c Ngäc §o¹n Tôc Cao_Tói nhá	2	1	1032	
NhÊt Nguyªn Phôc Khëi_tói nhá	2	1	1033	
V¹n VËt Quy Nguyªn §¬n_tói nhá	2	1	1034	
Ngò Hoa Ngäc Lé Hoµn_tói nhá	2	1	1035	
Sinh Sinh Hãa T¸n_Tói Nhá	2	1	1036	
ThÇn hµnh bÝ phæ	0	200	39	
ThÕ th©n phï	2	0	556	
Tói d­îc phÈm (nhá)	2	1	477	
Tói d­îc phÈm(lín)	2	1	478	
Cuèc céng c«ng	0	200	23	
L«i thÇn ®ao	0	200	24	
Cuèc viªm ®Õ	0	200	25	
Bµn cæ phñ	0	200	26	
Chøc n÷ thoa	0	200	27	
Cuèc thÇn n«ng	0	200	28	
Thiªn s­ khÝ	0	200	38	
Thu thi qu¸n	0	108	195	
Thu thi bµo	0	109	255	
Thu thi ngoa	0	110	85	
§«ng hµn m·o	0	108	196	
§«ng hµn gi¸p	0	109	256	
§«ng hµn ngoa	0	110	86	
H¹ vinh kÕt	0	108	197	
H¹ vinh trang	0	109	257	
H¹ vinh quÇn	0	110	87	
Xu©n no·n tr©m	0	108	198	
Xu©n no·n th­êng	0	109	258	
Xu©n no·n quÇn	0	110	88	
TuÕ Thñ qu¸n	0	108	139	
TuÕ thñ bµo	0	109	185	
TuÕ thñ ngoa	0	110	81	
ChÝnh sãc m·o	0	108	140	
ChÝnh sãc gi¸p	0	109	186	
ChÝnh sãc ngoa	0	110	82	
T©n chÝnh kÕt	0	108	141	
T©n chÝnh ®¹i	0	109	187	
T©n chÝnh quÇn	0	110	83	
Nguyªn chÝnh tr©m	0	108	142	
Nguyªn chÝnh th­êng	0	109	188	
Nguyªn chÝnh quÇn	0	110	84	
KiÕm tuyÖt c©n	0	108	135	
KiÕm tuyÖt ý	0	109	181	
KiÕm tuyÖt trang	0	110	77	
HiÖp khiÕu c©n	0	108	136	
HiÖp khiÕu gi¸p	0	109	182	
HiÖp tiÕu trang	0	110	78	
T×nh hinh kÕt	0	108	137	
T×nh hinh th­êng	0	109	183	
V¸y h­¬ng t×nh	0	110	79	
Duyªn doanh c©n	0	108	138	
Duyªn doanh th­êng	0	109	184	
V¸y duyªn t×nh	0	110	80	
VÖ quèc y	0	109	121	
H¾c thiÕt y	0	109	122	
Tö vËn y	0	109	124	
Thóy nh©n y	0	109	123	
B¹ch t«ng m·	0	105	8	
H¾c t«ng m·	0	105	7	
Hång t«ng m·	0	105	5	
Hoµng t«ng m·	0	105	6	
Bé c¶nh	0	105	13	
Hèt l«i b¸c	0	105	12	
XÝch thè	0	105	9	
Tr¶o hoµng phi ®iÖn	0	105	11	
B¹ch m·	0	105	34	
Tñ nhá	2	1	1069	
Tñ ¸o	2	1	1070	
M¶nh mËt tÞch thÊt l¹c	2	1	1088	
H­íng dÉn chÕ t¹o thÇn binh (m¶nh)	2	1	1086	
Cæ §Ýnh ch­a gi¸m ®Þnh	2	1	379	
LiÖt DiÖm ch­a gi¸m ®Þnh	2	1	377	
A La H¸n Tr­îng ch­a gi¸m ®Þnh	2	1	382	
V¹n NhÉn ch­a gi¸m ®Þnh	2	1	375	
M·n Thiªn Hoa Vò ch­a gi¸m ®Þnh	2	1	378	
Háa Tinh ch­a gi¸m ®Þnh	2	1	376	
Hi Nh©n CÇm ch­a gi¸m ®Þnh	2	1	380	
ThÇn Hµnh ch­a gi¸m ®Þnh	2	1	381	
§¹i Hµo L«i Th­¬ng ch­a gi¸m ®Þnh	2	1	383	
ThÇn Cung ch­a gi¸m ®Þnh	2	1	384	
L¨ng Phong ch­a gi¸m ®Þnh	2	1	386	
M·nh Hæ ch­a gi¸m ®Þnh	2	1	385	
Th¸i H­ HuyÔn Ngäc	0	102	29	
Cöu Thiªn HuyÒn Ngäc	0	102	129	
Th¸i H­ HuyÔn §¸i	0	102	30	
Cöu Thiªn HuyÒn §¸i	0	102	130	
Th¸i H­ HuyÔn Hoµn	0	102	31	
Cöu Thiªn HuyÒn Hoµn	0	102	131	
Th¸i H­ HuyÔn Béi	0	102	32	
Cöu Thiªn HuyÒn Béi	0	102	132	
Th¸i H­ HuyÔn Giíi	0	102	33	
Cöu Thiªn HuyÒn Giíi	0	102	133	
Th¸i H­ HuyÔn §¹i	0	102	34	
Cöu Thiªn HuyÒn §¹i	0	102	134	
Th¸i H­ HuyÔn Th¹ch	0	102	35	
Cöu Thiªn HuyÒn Th¹ch	0	102	135	
Tèng tiªn phong hiÖu kú	0	102	2261	
Tèng tiªn phong hiÖu phï	0	102	2265	
Liªu tiªn phong hiÖu kú	0	102	2271	
Liªu tiªn phong hiÖu phï	0	102	2275	
Tèng t­íng qu©n ®Çu kh«i	0	103	2241	
Tèng t­íng qu©n chiÕn bµo	0	100	2241	
Tèng t­íng qu©n chiÕn phôc	0	101	2241	
Tèng t­íng qu©n lÖnh bµi	0	102	2281	
Tèng t­íng qu©n cê lÖnh	0	102	2285	
Tèng lÖnh phï	0	102	2521	
Liªu t­íng qu©n ®Çu kh«i	0	103	2245	
Liªu t­íng qu©n chiÕn bµo	0	100	2245	
Liªu t­íng qu©n chiÕn phôc	0	101	2245	
Liªu t­íng qu©n lÖnh bµi	0	102	2291	
Liªu t­íng qu©n cê lÖnh	0	102	2295	
Liªu lÖnh phï	0	102	2531	
Tèng nguyªn so¸i ®Çu kh«i	0	103	2251	
Tèng nguyªn so¸i chiÕn bµo	0	100	2251	
Tèng nguyªn so¸i chiÕn phôc	0	101	2251	
Tèng nguyªn so¸i hæ phï	0	102	2301	
Tèng nguyªn so¸i lÖnh kú	0	102	2305	
Tèng so¸i phï	0	102	2501	
Tèng so¸i kú	0	102	2505	
Liªu nguyªn so¸i ®Çu kh«i	0	103	2255	
Liªu nguyªn so¸i chiÕn bµo	0	100	2255	
Liªu nguyªn so¸i chiÕn phôc	0	101	2255	
Liªu nguyªn so¸i hæ phï	0	102	2311	
Liªu nguyªn so¸i lÖnh kú	0	102	2315	
Liªu so¸i phï	0	102	2511	
Liªu so¸i kú	0	102	2515	
R­¬ng cña C«n L«n N«	2	1	526	
R­¬ng cña Bïi Hµng	2	1	527	
R­¬ng cña LiÔu NghÞ	2	1	528	
R­¬ng cña Hång TuyÕn	2	1	529	
R­¬ng cña H¹ C¶nh Th¾ng	2	1	530	
R­¬ng cña NhiÕp §¹i Chïy	2	1	531	
R­¬ng cña Bé Phi Yªn	2	1	532	
C¸t t­êng th¹ch	2	1	30015	
Lé Thñy	2	0	351	
B¸t B¶o TÈy Tñy Tiªn §¬n	2	0	138	
TÈy Tñy Linh §¬n	2	0	137	
Bång Lai Tiªn Thñy	2	1	1012	
Bång Lai Lé Thñy	2	0	109	
Phiªn Vò	0	105	15	
Huy hiÖu chiÕn c«ng (huy hoµng)	2	1	9977	
§Çu thµnh biÓu	2	1	9978	
Thiªn Th¹ch linh th¹ch	2	1	1068	
Kim Cang Phôc Ma kinh	0	107	1	
V« TrÇn MËt tÞch	0	107	5	
TiÒm Long MËt tÞch	0	107	3	
Thiªn La MËt tÞch	0	107	7	
Nh­ ý MËt tÞch	0	107	9	
BÝch H¶i Phæ	0	107	11	
Hçn §én MËt tÞch	0	107	13	
Quý Thiªn MËt tÞch	0	107	15	
HuyÒn ¶nh MËt tÞch	0	107	17	
Qu©n Tö MËt tÞch	0	107	19	
TrÊn Qu©n MËt tÞch	0	107	21	
Xuyªn V©n MËt tÞch	0	107	23	
U Minh Quû Lôc	0	107	25	
Linh Cæ MËt tÞch	0	107	27	
B¶o r­¬ng Tµng KiÕm y gi¸p	2	1	1060	
B¶o r­¬ng Tµng KiÕm vò khÝ	2	1	1063	
B¶o r­¬ng Tµng KiÕm trang søc	2	1	1062	
B¶o r­¬ng Tµng KiÕm hoa khè	2	1	1061	
B¶o r­¬ng Tµng KiÕm ®Çu qu¸n	2	1	1059	
Trang Chñ m·o - Nam kh«i ng«	0	103	92	
Trang Chñ m·o - Nam tiªu chuÈn	0	103	91	
Trang Chñ m·o - N÷ gîi c¶m	0	103	93	
Trang Chñ m·o - KiÒu n÷	0	103	94	
Tæng Qu¶n Ngo¹i trang - Nam kh«i ng«	0	100	92	
Tæng Qu¶n Ngo¹i trang - Nam tiªu chuÈn	0	100	91	
Tæng Qu¶n Ngo¹i trang - N÷ gîi c¶m	0	100	93	
Tæng Qu¶n Ngo¹i trang - KiÒu n÷	0	100	94	
Tæng Qu¶n khè - Nam kh«i ng«	0	101	92	
Tæng Qu¶n khè - Nam tiªu chuÈn	0	101	91	
Tæng Qu¶n khè - N÷ gîi c¶m	0	101	93	
Tæng Qu¶n khè - KiÒu n÷	0	101	94	
TiÓu Th­ Giíi ChØ	0	102	36	
Tr­ëng L·o ChØ Hoµn	0	102	37	
Bµn Long bÝch	2	1	1000	
Bao m¶nh Thiªn Th¹ch	2	1	1049	
Tinh luyÖn B¨ng Th¹ch	2	1	533	
Tu Ch©n YÕu QuyÕt	2	0	554	
TiÓu Nh©n s©m qu¶	2	0	552	
C¬ quan nh©n	2	1	1011	
V« NgÊn Thñy	2	1	503	
N÷ Oa Tinh Th¹ch	2	1	504	
ChiÕn bµo cóp thÕ giíi	2	1	505	
MÆt n¹ S¸t Thñ §­êng	2	1	1087	
Tµng KiÕm anh hïng thiÕp	2	0	31	
Phong lÖnh-s¬ cÊp	2	1	1053	
TiÓu c¸t t­êng	2	1	30014	
Qu©n c«ng ch­¬ng	2	1	9999	
Kú m«n phï	0	200	9996	
Gi¸n §iÖp trang	2	1	9995	
Cöu ChuyÓn Håi Hån §¬n (chiÕn tr­êng)	2	1	9991	
Phong th­ëng lÖnh_Tèng (HiÖu óy)	2	1	9990	
Phong th­ëng lÖnh_Liªu (HiÖu óy)	2	1	9989	
Phong th­ëng lÖnh_Tèng (§« Thèng)	2	1	9988	
Phong th­ëng lÖnh_Liªu (§« Thèng)	2	1	9987	
Phong th­ëng lÖnh_Tèng (Tiªn Phong)	2	1	9986	
Phong th­ëng lÖnh_Liªu (Tiªn Phong)	2	1	9985	
Phong th­ëng lÖnh_Tèng (T­íng Qu©n)	2	1	9984	
Phong th­ëng lÖnh_Liªu (T­íng Qu©n)	2	1	9983	
§Çu thµnh tÝn	2	1	9980	
Tèng qu©n trang (Nam tiªu chuÈn)	0	109	992	
Tèng qu©n trang (Nam Kh«i ng«)	0	109	993	
Tèng qu©n trang (N÷ gîi c¶m )	0	109	994	
Tèng qu©n trang (KiÒu n÷ )	0	109	995	
Liªu qu©n trang (Nam tiªu chuÈn )	0	109	996	
Liªu qu©n trang (Nam Kh«i ng«)	0	109	997	
Liªu qu©n trang (N÷ gîi c¶m )	0	109	998	
Liªu qu©n trang (KiÒu n÷ )	0	109	999	
R­¬ng trang søc (h«n lÔ)	2	1	551	
R­¬ng y phôc (h«n lÔ)	2	1	552	
R­¬ng lÔ phôc chñ h«n nh©n	2	1	553	
LÔ r­¬ng	2	1	540	
Tö Kim Hång Bao (trèng)	2	1	536	
Hoµng Kim §¹i Hång Bao (trèng)	2	1	538	
H«n kh¸nh lÔ hoa bao	2	1	557	
Ph¸o hoa	2	1	554	
Bao ph¸o	2	1	558	
M¹n Thiªn ThÓ TiÕt bao		0	0	1
DiÖm Háa bao	0	0	0	
§¹i Nh©n s©m	2	0	553	
§Çu thµnh th­	2	1	9979	
Kú L©n hoµn	2	1	1003	
Ph¸o hoa ®­a tin	2	1	203	
S­ m«n lÖnh th­	2	1	1016	
S­ m«n t×nh nguyÖn th­	2	1	1019	
Th¸i H­ §a MËt Qu¶	2	1	387	
Vâ l©m hµo kiÖt	2	1	1039	
Vâ L©m LÖnh Bµi	2	1	29000	
XuÊt hån qu¶	2	1	555	
ChiÕn ý Bµn ChØ cÊp 8 - Nam Tiªu ChuÈn	0	102	221	
ChiÕn ý Bµn ChØ cÊp 8 - Nam Kh«i Ng«	0	102	222	
ChiÕn ý Giíi ChØ cÊp 8 - Nam Tiªu ChuÈn	0	102	223	
ChiÕn ý Giíi ChØ cÊp 8 - Nam Kh«i Ng«	0	102	224	
ChiÕn ý Bµn ChØ cÊp 9 - Nam Tiªu ChuÈn	0	102	2219	
ChiÕn ý Bµn ChØ cÊp 9 - Nam Kh«i Ng«	0	102	2229	
ChiÕn ý Giíi ChØ cÊp 9 - Nam Tiªu ChuÈn	0	102	2239	
ChiÕn ý Giíi ChØ cÊp 9 - Nam Kh«i Ng«	0	102	2249	
ChiÕn ý C«n cÊp 8 - Nam Tiªu ChuÈn	0	5	221	
ChiÕn ý C«n cÊp 8 - Nam Kh«i Ng«	0	5	222	
ChiÕn ý C«n cÊp 9 - Nam Tiªu ChuÈn	0	5	2219	
ChiÕn ý C«n cÊp 9 - Nam Kh«i Ng«	0	5	2229	
ChiÕn ý ®ao cÊp 8- Nam Tiªu ChuÈn	0	3	221	
ChiÕn ý ®ao cÊp 8 - Nam Kh«i Ng«	0	3	222	
ChiÕn ý ®ao cÊp 9 - Nam Tiªu ChuÈn	0	3	2219	
ChiÕn ý ®ao cÊp 9 - Nam Kh«i Ng«	0	3	2229	
ChiÕn ý phôc cÊp 8 - Nam tiªu chuÈn	0	101	221	
ChiÕn ý phôc cÊp 8- Nam kh«i ng«	0	101	222	
ChiÕn ý phôc cÊp 9 - Nam tiªu chuÈn	0	101	2219	
ChiÕn ý phôc cÊp 9- Nam kh«i ng«	0	101	2229	
ChiÕn ý kh¶i gi¸p cÊp 8 - Nam tiªu chuÈn	0	100	221	
ChiÕn ý kh¶i gi¸p cÊp 8 - Nam kh«i ng«	0	100	222	
ChiÕn ý kh¶i gi¸p cÊp 9 - Nam tiªu chuÈn	0	100	2219	
ChiÕn ý kh¶i gi¸p cÊp 9 - Nam kh«i ng«	0	100	2229	
ChiÕn ý kh«i cÊp 8 - Nam tiªu chuÈn	0	103	221	
ChiÕn ý kh«i cÊp 8 - Nam kh«i ng«	0	103	222	
ChiÕn ý kh«i cÊp 9 - Nam tiªu chuÈn	0	103	2219	
ChiÕn ý kh«i cÊp 9 - Nam kh«i ng«	0	103	2229	
Tèng §« Thèng chiÕn bµo - Nam tiªu chuÈn	0	100	2231	
Tèng §« Thèng chiÕn bµo - Nam kh«i ng«	0	100	2232	
Tèng §« Thèng chiÕn bµo - N÷ gîi c¶m	0	100	2233	
Tèng §« Thèng chiÕn bµo - KiÒu n÷	0	100	2234	
