AttrId	AttrName	Rate	Event	Time	SkillId	Attr	Value1	Value2	Value3	Value4	Value5	Value6	Value7	Value8	Value9	Value10	DescColor	Desc
232	38Ìì×Ú		0			state_npc_event_2_magic	6553642	9175082	11796522	14417962	17039402	19660842						
233	39¼ç¾®		0			state_vitality_life_per_add	5	8	11	14	17	20					Blue0	G©n cèt ¶nh h­¬ng sinh lùc t¨ng %d%%
234	40Íê¹Ç		0			state_add_vitality	15	20	25	30	35	40					Blue0	G©n cèt t¨ng %d
235	41ÕıÓª		0			state_strength_attack_per_add	5	8	11	14	17	20					Blue0	Søc m¹nh ¶nh h­ëng ngo¹i c«ng t¨ng%d%%
236	42Î¬µÀ		0			state_add_strength	15	20	25	35	45	55					Blue0	Søc m¹nh t¨ng %d
237	43±¾Éñ		0			state_add_dexterity	15	20	25	35	45	55					Blue0	Th©n ph¸p t¨ng %d
238	44Ñô°×		0			state_add_energy	15	20	25	35	45	55					Blue0	Néi c«ng t¨ng %d
239	45Ìì³å		0			state_accuracy_point_increase	200	275	350	425	500	575					Blue0	Chİnh x¸c t¨ng %d
240	46³ĞÁé		0			state_fast_recovery	50	60	70	80	90	100					gold	Thêi gian ¶nh h­ëng gi¶m %d%%
241	47Ä¿´°		0			state_knockback_immune	5	6	7	8	9	10					gold	Tr¸nh hiÖu qu¶ bŞ ®Èy lïi t¨ng %d%%
242	48¹âÃ÷		0			state_life_max_point_add	1000	1600	2200	2800	3400	4000					gold	Giíi h¹n sinh lùc t¨ng %d
243	49ĞüÖÓ					state_physical_armor_add	20	26	32	41	50	59					gold	TrŞ sè hé gi¸p ngo¹i phßng t¨ng %d
244	50ÎåÊà					state_magic_armor_add	20	26	32	41	50	59					gold	TrŞ sè hé gi¸p néi phßng t¨ng %d
245	51ÉÙ³å				30124	SKILL_ATTR	1	2	3	4	5	6	7	8	9	10	gold	Kü n¨ng chñ ®éng:
246	52´óºÕ		0			state_m_attack_percent_add	5	8	11	14	17	20					Blue0	S¸t th­¬ng néi c«ng %d%%
247	53ÉÌÇú		0			state_npc_event_2_magic	6553643	9175083	11796523	14417963	17039403	19660843						
248	54Òõ¶¼		0			state_energy_i_attack_per_add	5	8	11	14	17	20					Blue0	Néi c«ng ¶nh h­ëng néi c«ng t¨ng %d%%
249	55ÓÄÃÅ		0			state_add_energy	15	20	25	35	45	55					Blue0	Néi c«ng t¨ng %d
250	56ºá¹Ç		0			state_add_vitality	15	20	25	30	35	40					Blue0	G©n cèt t¨ng %d
251	57Ì«ÒÒ		0			state_add_observe	15	20	25	35	45	55					Blue0	Linh ho¹t t¨ng %d
252	58Ã¤Óá		0			state_add_dexterity	15	20	25	35	45	55					Blue0	Th©n ph¸p t¨ng %d
253	59ËÄÂú		0			state_medicine_time_increase	10	14	18	22	26	30					Blue0	HiÖu qu¶ thuèc kĞo dµi %d%%
254	60ÖĞ×¢		0			state_burst_enhance_rate	1	2	3	4	5	6					gold	Tèc ®é thi triÓn t¨ng %d%%
255	61ÆøÑ¨		0			state_neili_max_percent_add	10	14	18	22	26	30					gold	§iÓm néi lùc t¨ng %d%%
256	62Ê¯¹Ø		0			state_life_max_point_add	500	800	1100	1400	1700	2000					gold	§iÓm sinh lùc t¨ng %d
257	63Í¨¹È					state_magic_armor_add	10	14	18	24	30	36					gold	TrŞ sè hé gi¸p néi phßng t¨ng %d
258	64¹ØÃÅ					state_physical_armor_add	10	14	18	24	30	36					gold	TrŞ sè hé gi¸p ngo¹i phßng t¨ng %d
259	65Æø³å				30125	SKILL_ATTR	1	2	3	4	5	6	7	8	9	10	gold	Kü n¨ng bŞ ®éng:
260	66»ª¸Ç		0			state_life_max_percent_add	5	8	11	14	17	20					gold	Giíi h¹n ®iÓm sinh lùc t¨ng %d%%
261	20ÏÔÊ¾					DUMMY_ATTR	150	180	210	360	420	480					gold	TÊn c«ng cã tû lÖ t¨ng ®éc s¸t %d
262	24ÏÔÊ¾					DUMMY_ATTR	120	144	168	288	336	384					gold	TÊn c«ng cã tû lÖ t¨ng s¸t th­¬ng %d
263	27ÏÔÊ¾					DUMMY_ATTR	200	240	280	480	560	640					Blue0	S¸t th­¬ng Cæ §éc t¨ng %d
264	28ÏÔÊ¾					DUMMY_ATTR	250	300	350	600	700	800					gold	TÊn c«ng cã tû lÖ t¨ng s¸t th­¬ng Cæ §éc %d
265	38ÏÔÊ¾					DUMMY_ATTR	10	14	18	22	26	30					gold	TÊn c«ng cã tû lÖ t¨ng ngo¹i c«ng %d%%
266	53ÏÔÊ¾					DUMMY_ATTR	10	14	18	22	26	30					gold	TÊn c«ng cã tû lÖ t¨ng néi c«ng %d%%
267	ÈÎÂöÆğÊ¼Ğ§¹ûËµÃ÷						1	2	3	4	5	6	7	8	9	10	gold	Më huyÖt vŞ NhËm M¹ch tÇng %d
268	¶½ÂöÆğÊ¼Ğ§¹ûËµÃ÷						1	2	3	4	5	6	7	8	9	10	gold	Më huyÖt vŞ §èc M¹ch tÇng %d
269	´øÂöÆğÊ¼Ğ§¹ûËµÃ÷						1	2	3	4	5	6	7	8	9	10	gold	Më huyÖt vŞ §¸i M¹ch tÇng %d
270	³åÂöÆğÊ¼Ğ§¹ûËµÃ÷						1	2	3	4	5	6	7	8	9	10	gold	Më huyÖt vŞ Xung M¹ch tÇng %d
271	14ÓñÌÃ-2		0			state_mana_cost_reduce	0	0	0	5	10	15					gold	Vâ c«ng tiªu hao gi¶m %d%%
272	15×Ï¹¬-2		0			state_clothes_restore_time	0	0	0	2	3	4					Blue0	600 gi©y ®é bÒn cña ¸o phôc håi %d
273	16è¯çá-2		0			state_hat_restore_time	0	0	0	2	3	4					Blue0	600 gi©y ®é bÒn cña nãn phôc håi %d
274	17Á®Èª-2		0			state_weapon_restore_600s	0	0	0	2	3	4					Blue0	600 gi©y ®é bÒn cña vò khİ phôc håi %d
275	18ÌìÍ»-2		0			state_trousers_restore_time	0	0	0	2	3	4					Blue0	600 gi©y ®é bÒn cña quÇn phôc håi %d
276	22ÃüÃÅ-2		0			state_def_critical_damage_increase	0	0	0	15	20	25					gold	Gi¶m s¸t th­¬ng b¹o kİch t¨ng %d
277	25ÖĞÊà-2		0			state_def_critical_point_increase	0	0	0	10	15	20					gold	Phßng thñ b¹o kİch t¨ng %d
278	34ÒõÁê-2		0			state_critical_damage_increase	0	0	0	0	15	20					gold	B¹o kİch céng thªm t¨ng %d
279	35ÄÔ»§-2		0			state_critical_point_increase	0	0	0	0	10	15					gold	§iÓm b¹o kİch t¨ng %d
280	43±¾Éñ-2		0			state_def_critical_point_increase	0	0	0	15	20	25					gold	Phßng thñ b¹o kİch t¨ng %d
281	45Ìì³å-2		0			state_def_critical_damage_increase	0	0	0	10	15	20					gold	Gi¶m s¸t th­¬ng b¹o kİch t¨ng %d
282	49ĞüÖÓ-2		0			state_critical_point_increase	0	0	0	0	10	15					gold	§iÓm b¹o kİch t¨ng %d
283	50ÎåÊà-2		0			state_critical_damage_increase	0	0	0	0	15	20					gold	B¹o kİch céng thªm t¨ng %d
284	55ÓÄÃÅ-2		0			state_def_critical_point_increase	0	0	0	15	20	25					gold	Phßng thñ b¹o kİch t¨ng %d
285	58Ã¤Óá-2		0			state_def_critical_damage_increase	0	0	0	10	15	20					gold	Gi¶m s¸t th­¬ng b¹o kİch t¨ng %d
286	63Í¨¹È-2		0			state_critical_damage_increase	0	0	0	0	15	20					gold	B¹o kİch céng thªm t¨ng %d
287	64¹ØÃÅ-2		0			state_critical_point_increase	0	0	0	0	10	15					gold	§iÓm b¹o kİch t¨ng %d
