EnhanceID	SuccessRate	Item_Count	Item_G	Item_D	Item_P	Gem_Op	Gem_Socket	NeedMoney	Stuff_1_Need	Stuff_1_Count	Stuff_1_GDP	SampleItem_1	StuffName_1	Stuff_2_Need	Stuff_2_Count	Stuff_2_GDP	SampleItem_2	StuffName_2	Stuff_3_Need	Stuff_3_Count	Stuff_3_GDP	SampleItem_3	StuffName_3	Stuff_4_Need	Stuff_4_Count	Stuff_4_GDP	SampleItem_4	StuffName_4
396	100	1	0	11	30269	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
397	100	1	0	2	30270	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
398	100	1	0	2	30270	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
399	100	1	0	2	30270	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
400	100	1	0	2	30271	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
401	100	1	0	2	30271	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
402	100	1	0	2	30271	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
403	100	1	0	3	30272	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
404	100	1	0	3	30272	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
405	100	1	0	3	30272	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
406	100	1	0	3	30273	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
407	100	1	0	3	30273	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
408	100	1	0	3	30273	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
409	100	1	0	3	30274	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
410	100	1	0	3	30274	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
411	100	1	0	3	30274	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
412	100	1	0	3	30275	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
413	100	1	0	3	30275	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
414	100	1	0	3	30275	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
415	100	1	0	9	30276	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
416	100	1	0	9	30276	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
417	100	1	0	9	30276	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
418	100	1	0	9	30277	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
419	100	1	0	9	30277	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
420	100	1	0	9	30277	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
421	100	1	0	9	30278	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
422	100	1	0	9	30278	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
423	100	1	0	9	30278	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
424	100	1	0	9	30279	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
425	100	1	0	9	30279	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
426	100	1	0	9	30279	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
427	100	1	0	11	30280	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
428	100	1	0	11	30280	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
429	100	1	0	11	30280	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
430	100	1	0	11	30281	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
431	100	1	0	11	30281	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
432	100	1	0	11	30281	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
433	100	1	0	11	30282	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
434	100	1	0	11	30282	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
435	100	1	0	11	30282	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
436	100	1	0	11	30283	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
437	100	1	0	11	30283	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
438	100	1	0	11	30283	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
439	100	1	0	13	30284	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
440	100	1	0	13	30284	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
441	100	1	0	13	30284	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
442	100	1	0	13	30285	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
443	100	1	0	13	30285	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
444	100	1	0	13	30285	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
445	100	1	0	12	30286	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
446	100	1	0	12	30286	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
447	100	1	0	12	30286	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
448	100	1	0	12	30287	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
449	100	1	0	12	30287	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
450	100	1	0	12	30287	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
451	100	1	0	102	30037;30038	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
452	100	1	0	102	30037;30038	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
453	100	1	0	102	30037;30038	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
454	100	1	0	102	8846;8847	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
455	100	1	0	102	8846;8847	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
456	100	1	0	102	8846;8847	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
457	100	1	0	0	16	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
458	100	1	0	0	16	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
459	100	1	0	0	16	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
460	100	1	0	2	38	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
461	100	1	0	2	38	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
462	100	1	0	2	38	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
463	100	1	0	5	42	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
464	100	1	0	5	42	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
465	100	1	0	5	42	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
466	100	1	0	1	55	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
467	100	1	0	1	55	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
468	100	1	0	1	55	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
469	100	1	0	3	66	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
470	100	1	0	3	66	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
471	100	1	0	3	66	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
472	100	1	0	10	77	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
473	100	1	0	10	77	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
474	100	1	0	10	77	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
475	100	1	0	9	88	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
476	100	1	0	9	88	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
477	100	1	0	9	88	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
478	100	1	0	8	99	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
479	100	1	0	8	99	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
480	100	1	0	8	99	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
481	100	1	0	6	110	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
482	100	1	0	6	110	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
483	100	1	0	6	110	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
484	100	1	0	4	121	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
