Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
anhtienlk	B¸chLý§»ngV©n	ThiÕu L©m vâ t¨ng  	7	99	0	33000000	0	0	0	0	0	0	0	118.68.60.118	2019-09-24 12:54:15	2019-09-24 12:57:38
dongvh2020	B¾cKiÒuPhong	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.182.193.213	2019-09-23 11:16:50	2019-09-23 11:17:09
satthucamtruong	B¾nTØa	D­¬ng M«n Cung Kþ  	7	99	0	37089000	0	0	0	0	0	0	0	123.17.150.122	2019-09-24 11:20:01	2019-09-24 12:35:31
quyenlamthieu	CaFe1111	ThiÕu L©m vâ t¨ng  	7	99	0	33113500	0	0	0	0	0	0	70587510	14.187.164.162	2019-09-23 10:14:46	2019-09-24 11:54:51
kiemmynga	CaFe2222	Nga My xuÊt gia  	7	99	0	47114500	0	0	0	0	0	0	23000024	14.187.164.162	2019-09-23 10:46:27	2019-09-24 11:34:02
danmynga	CaFe3333	Nga My tôc gia  	7	99	0	38000000	0	0	0	0	0	0	0	14.187.164.162	2019-09-24 10:35:15	2019-09-24 10:36:27
traodocngu	CaFe4444	Tµ §éc  	7	99	0	37998500	0	0	0	0	0	0	0	14.187.164.162	2019-09-24 10:43:48	2019-09-24 10:49:21
onthanhmy001	CamLanSuc	Nga My xuÊt gia  	7	99	0	36778776	0	0	0	0	0	0	14	14.240.96.78	2019-09-22 19:19:51	2019-09-23 22:15:54
admin123	caubevang99x	ThiÕu L©m vâ t¨ng  	7	99	0	40998500	0	0	0	0	0	0	5	14.247.246.89	2019-09-22 19:20:59	2019-09-22 19:27:52
hoilamgi1	caveBUFF	Nga My xuÊt gia  	0	99	0	27999262	0	0	0	0	0	0	0	116.107.205.107	2019-09-22 18:57:11	2019-09-22 19:33:11
kkunghia2	cavechua	Nga My xuÊt gia  	7	99	0	160010	0	0	0	0	0	0	20000000	14.227.134.44	2019-09-22 18:41:30	2019-09-24 09:46:14
volam2	CaVeTeLe	Tµ §éc  	7	99	0	40998500	0	0	0	0	0	0	1	14.175.147.64	2019-09-23 03:46:11	2019-09-23 03:49:55
ngotruonghai12	CCCCCC	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	115.74.235.134	2019-09-22 18:00:24	2019-09-22 18:01:36
ranhqua1	CÉmMÞch	Nga My tôc gia  	7	99	0	37798500	0	0	0	0	0	0	0	73.76.1.195	2019-09-24 12:15:43	2019-09-24 12:37:29
trunghihi2003	CËn9§é	ThiÕu L©m vâ t¨ng  	7	99	0	20988500	0	0	0	0	0	0	20000019	115.78.226.175	2019-09-22 19:15:54	2019-09-23 16:33:10
trunghihi2000	CËn9§éz	Nga My xuÊt gia  	7	99	0	600000	0	0	0	0	0	0	20000000	115.78.226.175	2019-09-23 15:48:02	2019-09-23 16:22:18
trunghihi2003	CËn9§o65	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0		2019-09-22 19:15:39	1970-01-01 08:00:00
acctrang1997	CËu3SayL¾k	C¸i Bang ¤ Y  	7	99	0	40216500	0	0	0	0	0	0	18	27.3.10.11	2019-09-23 05:34:24	2019-09-23 20:04:00
antonioz	CËuBÐBuån	ThiÕu L©m vâ t¨ng  	7	99	0	31124610	0	0	0	0	0	0	6	42.113.252.167	2019-09-22 18:44:59	2019-09-23 20:52:56
cailolgithe	CËuBÐB¸nDam	ThiÕu L©m vâ t¨ng  	7	99	0	19868470	0	0	0	0	0	0	41	118.69.73.180	2019-09-22 18:36:10	2019-09-23 21:28:21
trangthe17	CËuNgèc	C¸i Bang TÜnh y  	7	99	0	50000000	0	0	0	0	0	0	0	1.54.197.118	2019-09-24 12:18:13	2019-09-24 12:42:05
lamdua112	ChanCaNhat	Nga My xuÊt gia  	7	99	0	45125000	0	0	0	0	0	0	0	14.237.37.101	2019-09-23 18:29:40	2019-09-23 23:43:31
lamdua111	ChanCaThot	ThiÕu L©m vâ t¨ng  	7	99	0	25028988	0	0	0	0	0	0	19	14.237.37.101	2019-09-23 14:25:00	2019-09-23 23:43:08
neumaythich2222	ChanShin	Nga My xuÊt gia  	7	99	0	17949441	0	0	0	0	0	0	65946489	42.113.131.89	2019-09-22 18:17:22	2019-09-24 10:26:57
bathinh1	ChayXeSH	ThiÕu L©m vâ t¨ng  	7	99	0	39758500	0	0	0	0	0	0	20000020	117.2.0.33	2019-09-23 07:30:18	2019-09-23 08:59:37
chuong2	Chedovlog	D­¬ng M«n Cung Kþ  	0	99	0	26738500	0	0	0	0	0	0	0	42.116.79.184	2019-09-22 21:55:03	2019-09-23 00:04:49
chevannhan2	chenvannhan222	ThiÕu L©m vâ t¨ng  	0	99	0	500000	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:34:03	2019-09-24 09:55:43
chevannhan1	chevannhan1	Vâ §ang tôc gia  	0	99	0	500000	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:21:20	2019-09-24 09:52:11
chevannhan1	chevannhan11	Vâ §ang tôc gia  	0	99	0	500000	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:23:57	2019-09-24 09:53:50
chevannhan1	chevannhan111	ThiÕu L©m vâ t¨ng  	0	99	0	500000	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:26:17	2019-09-24 09:54:43
chevannhan2	chevannhan2	Vâ §ang ®¹o gia  	0	99	0	499500	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:29:17	2019-09-24 09:56:28
chevannhan2	chevannhan22	Vâ §ang ®¹o gia  	0	99	0	499500	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:31:48	2019-09-24 09:57:10
chevannhan3	chevannhan3	ThiÕu L©m vâ t¨ng  	0	99	0	40499500	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:36:17	2019-09-24 09:57:54
chevannhan3	chevannhan33	ThiÕu L©m thiÒn t¨ng  	0	99	0	500000	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:39:04	2019-09-24 09:58:39
chevannhan3	chevannhan333	ThiÕu L©m vâ t¨ng  	0	99	0	500000	0	0	0	0	0	0	0	14.161.50.51	2019-09-23 03:40:36	2019-09-24 09:59:21
sangvh007	ChiCaGo	Nga My xuÊt gia  	7	99	0	32375500	0	0	0	0	0	0	96800129	116.103.48.69	2019-09-23 18:08:28	2019-09-24 12:18:34
asdasd123	Chichchit	Nga My xuÊt gia  	7	99	0	21500000	0	0	0	0	0	0	0	116.106.211.46	2019-09-22 18:35:11	2019-09-22 19:10:05
honivn1996	ChienThanHoang	Vâ §ang tôc gia  	7	99	0	27275500	0	0	0	0	0	0	63295	1.52.192.142	2019-09-22 18:04:00	2019-09-22 19:34:11
jx2tutet46	ChóChØ1B¾n	D­¬ng M«n Cung Kþ  	7	99	0	40965000	0	0	0	0	0	0	20000000	27.72.25.87	2019-09-22 19:48:23	2019-09-22 19:52:00
emthoai1321	choiem	ThiÕu L©m vâ t¨ng  	7	99	0	5304075	0	0	0	0	0	0	0	113.169.69.30	2019-09-23 14:51:21	2019-09-24 12:02:58
anhchoiem123	choiem1	Nga My xuÊt gia  	7	99	0	32035500	0	0	0	0	0	0	0	113.169.69.30	2019-09-23 15:11:03	2019-09-24 11:57:45
sunguyendinh	ChóTiÓu§aT×nh	ThiÕu L©m vâ t¨ng  	7	99	0	28660000	0	0	0	0	0	0	0	117.0.176.238	2019-09-24 09:19:48	2019-09-24 13:15:27
kuphoc1998	ChuChiNhuoc	Nga My xuÊt gia  	7	99	0	95084208	0	0	0	0	0	0	18386177	113.182.176.229	2019-09-22 19:58:36	2019-09-24 13:11:27
ruisekhung1106	ChuChØNh­îc	D­¬ng M«n th­¬ng Kþ  	7	99	0	41000000	0	0	0	0	0	0	0	113.175.68.12	2019-09-22 20:40:16	2019-09-22 20:40:42
chunne	Chunnn	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	113.166.170.124	2019-09-23 17:20:58	2019-09-23 17:21:29
vaicailoll	ChÆtPh¸tLªnTrêi	ThiÕu L©m tôc gia  	7	99	0	50000000	0	0	0	0	0	0	38150019	115.75.13.27	2019-09-22 21:01:28	2019-09-23 22:04:14
satthucamtruong	Ch©nSótMíiNæi	ThiÕu L©m vâ t¨ng  	7	99	0	14145000	0	0	0	0	0	0	258000094	123.17.150.122	2019-09-22 20:43:19	2019-09-24 11:18:55
dongdubai	ChØBuffDuBai	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	113.182.193.213	2019-09-23 11:28:46	2019-09-23 11:28:47
vongxoaykiemtien	ChØLµ§amMªTh«i	ThiÕu L©m vâ t¨ng  	7	99	0	1198500	0	0	0	0	0	0	20000000	123.17.10.13	2019-09-23 11:30:26	2019-09-23 11:37:47
ngotruonghai11	ChøngD¸i§áT­¬i	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	2400000	115.74.235.134	2019-09-22 17:58:24	2019-09-22 18:41:36
bphuong103	ChÞDËu	Nga My xuÊt gia  	7	99	0	47155500	0	0	0	0	0	0	27	171.235.165.39	2019-09-22 22:38:17	2019-09-23 22:23:10
clone113	clonenak	ThiÕu L©m vâ t¨ng  	7	99	0	4592400	0	0	0	0	0	0	22	126.243.9.37	2019-09-24 09:56:30	2019-09-24 10:30:35
ruisekhung1103	CócTÞnhY	Thóy Yªn Vò Tiªn  	7	99	0	207500	0	0	0	0	0	0	13955015	113.175.68.12	2019-09-22 20:59:55	2019-09-24 01:11:00
trungninh1508	ConGaCon	ThiÕu L©m vâ t¨ng  	7	99	0	39997000	0	0	0	0	0	0	20000003	14.235.246.85	2019-09-22 18:12:53	2019-09-24 07:25:37
trungninh15082	ConMeoCon	Nga My xuÊt gia  	7	99	0	38033331	0	0	0	0	0	0	0	14.235.246.85	2019-09-22 18:58:13	2019-09-24 07:20:04
minh321a	ConTrauVL	ThiÕu L©m vâ t¨ng  	7	99	0	99993000	0	0	0	0	0	0	410105744	27.71.209.34	2019-09-22 20:49:09	2019-09-24 02:27:40
trungninh15082	ConVitCon	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	14.235.246.85	2019-09-22 18:55:19	2019-09-22 18:56:54
neumaythich4444	CoSu111	Tµ §éc  	7	99	0	1520020	0	0	0	0	0	0	1719423	42.112.6.145	2019-09-23 14:03:48	2019-09-23 19:49:53
43017lam2	CoSuCuaLam	Tµ §éc  	7	99	0	37898500	0	0	0	0	0	0	163644113	113.172.158.199	2019-09-22 18:55:40	2019-09-23 16:59:02
quyen95	CristianoRonaldo	ThiÕu L©m vâ t¨ng  	7	99	0	32884593	0	0	0	0	0	0	11567651	125.212.182.144	2019-09-22 17:59:13	2019-09-24 13:14:52
quyen9995	CristinaFerreir	Tµ §éc  	7	99	0	34333400	0	0	0	0	0	0	3156492200	125.212.182.144	2019-09-22 18:02:44	2019-09-24 12:05:33
lamphong	Crys1S	D­¬ng M«n Cung Kþ  	7	99	0	37340000	0	0	0	0	0	0	0	117.2.130.105	2019-09-23 16:38:25	2019-09-23 16:48:36
truong6007	CSSSSSSSSSSSSSSS	Tµ §éc  	7	99	0	2940588	0	0	0	0	0	0	30037233	171.235.128.30	2019-09-23 10:47:38	2019-09-23 13:10:32
cnghia5	CSzzzzz	Tµ §éc  	7	99	0	40998500	0	0	0	0	0	0	20000000	14.237.201.182	2019-09-23 14:07:29	2019-09-23 19:05:12
tuyettinhz1	cxvcvcvbcvb	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	125.212.181.30	2019-09-22 22:44:20	2019-09-22 22:44:46
haducanh111tq	CöuV©nLong	ThiÕu L©m vâ t¨ng  	7	99	0	30020738	0	0	0	0	0	0	18	14.248.65.91	2019-09-22 19:03:53	2019-09-23 18:56:52
haducanh111tq	CöuV©nLOng1	ThiÕu L©m vâ t¨ng  	0	99	0	897000	0	0	0	0	0	0	0	14.248.65.91	2019-09-23 19:11:44	2019-09-23 19:24:55
antoniox	C«BÐBuån	Nga My xuÊt gia  	7	99	0	50000000	0	0	0	0	0	0	20000018	42.113.252.167	2019-09-22 18:52:17	2019-09-23 20:53:28
cailolcho	C«BÐB¸nTrinh	Nga My xuÊt gia  	7	99	0	21234000	0	0	0	0	0	0	18	118.69.73.180	2019-09-22 18:41:49	2019-09-23 21:07:26
xuantuan44	C«ThÊmSiuMóp	Nga My xuÊt gia  	7	99	0	37384942	0	0	0	0	0	0	43076706	115.73.213.18	2019-09-22 20:30:55	2019-09-23 18:51:34
cothamkhongve	C«Th¾mHængD×a	ThiÕu L©m vâ t¨ng  	7	99	0	16764315	0	0	0	0	0	0	39	115.73.212.117	2019-09-23 08:03:33	2019-09-23 16:59:36
cothamkove	C«Th¾m§·Z×a	Nga My xuÊt gia  	7	99	0	11949107	0	0	0	0	0	0	0	115.73.212.117	2019-09-23 13:16:23	2019-09-23 17:00:04
yeudaikho	C¸tT­êng	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	118.70.190.14	2019-09-22 22:28:23	2019-09-22 22:28:50
0976382117	C¾nKhÊc	§­êng M«n phæ th«ng  	7	99	0	19318000	0	0	0	0	0	0	27762418	42.112.238.127	2019-09-22 20:52:16	2019-09-23 19:25:03
kkunghia1	C¾tCu§iTu	ThiÕu L©m vâ t¨ng  	7	99	0	28257000	0	0	0	0	0	0	184420020	14.227.134.44	2019-09-22 17:59:34	2019-09-24 09:45:50
global3	d2da2ds2adas	Vâ §ang ®¹o gia  	0	99	0	30480000	0	0	0	0	0	0	0	42.114.21.176	2019-09-23 19:42:46	2019-09-23 19:44:56
micmap01	DaiCaBi	ThiÕu L©m vâ t¨ng  	7	99	0	30908607	0	0	0	0	0	0	0	118.70.182.119	2019-09-22 22:40:29	2019-09-23 14:17:44
amxvippr01	DaiMinhTinh	ThiÕu L©m vâ t¨ng  	7	99	0	40997007	0	0	0	0	0	0	0	123.22.216.184	2019-09-22 19:08:18	2019-09-22 20:06:17
gavangdeptrai	DamVinhBiet	D­¬ng M«n th­¬ng Kþ  	7	99	0	3811160	0	0	0	0	0	0	0	119.199.116.230	2019-09-22 18:11:29	2019-09-23 19:31:31
kiendoi97	DaNiElJames	ThiÕu L©m vâ t¨ng  	7	99	0	347000	0	0	0	0	0	0	20	123.24.233.112	2019-09-22 18:03:52	2019-09-22 23:12:15
ucnhi2011	daocc1	ThiÕu L©m vâ t¨ng  	0	99	0	30432500	0	0	0	0	0	0	0	14.173.129.46	2019-09-23 00:31:53	2019-09-23 13:36:50
queonhoc1	dasdas	Nga My tôc gia  	7	99	0	33643225	0	0	0	0	0	0	0	113.22.199.38	2019-09-23 14:25:10	2019-09-24 11:25:54
ucnhi2014	dasdasas	D­¬ng M«n th­¬ng Kþ  	0	99	0	30517000	0	0	0	0	0	0	0	14.173.129.46	2019-09-23 00:34:39	2019-09-23 13:40:55
ucnhi2012	dasdsa	ThiÕu L©m tôc gia  	0	99	0	30705500	0	0	0	0	0	0	0	14.173.129.46	2019-09-23 00:32:51	2019-09-23 13:37:55
ucnhi2013	dasdsdas	Vâ §ang tôc gia  	0	99	0	30732500	0	0	0	0	0	0	0	14.173.129.46	2019-09-23 00:32:48	2019-09-23 13:39:13
laotonxz	DÐpT«ngLµo	ThiÕu L©m vâ t¨ng  	7	99	0	21495539	0	0	0	0	0	0	0	14.254.9.30	2019-09-22 18:38:10	2019-09-23 08:49:34
kutit17t	DeathLotuss	D­¬ng M«n Cung Kþ  	7	99	0	50000000	0	0	0	0	0	0	880567	14.162.248.151	2019-09-22 18:19:45	2019-09-22 19:39:28
nhatbs	dgcsoai	D­¬ng M«n Cung Kþ  	7	99	0	29477000	0	0	0	0	0	0	155040003	116.101.76.254	2019-09-24 10:05:25	2019-09-24 11:08:51
chem001	DGCxKenBii	D­¬ng M«n Cung Kþ  	7	99	0	25958000	0	0	0	0	0	0	78198584	113.188.74.196	2019-09-23 08:14:19	2019-09-23 14:26:05
hoangsolk5	DGCzHoangSuPhu	D­¬ng M«n Cung Kþ  	7	99	0	3702505	0	0	0	0	0	0	132663973	115.78.236.72	2019-09-23 12:31:26	2019-09-23 19:48:17
truong6007	DGTTTTTTTTTTTT	D­¬ng M«n th­¬ng Kþ  	7	99	0	49199000	0	0	0	0	0	0	24600032	171.235.128.30	2019-09-23 13:45:38	2019-09-24 11:34:14
killer511	DietThan	C¸i Bang ¤ Y  	7	99	0	40466420	0	0	0	0	0	0	0	117.3.47.208	2019-09-24 12:48:48	2019-09-24 12:49:35
gaiditbu1	DiÖpThiÕuD­¬ng	D­¬ng M«n Cung Kþ  	7	99	0	36000000	0	0	0	0	0	0	0	115.73.210.73	2019-09-23 02:53:11	2019-09-23 02:56:13
tlqbokinhvan	DiÖpTu	ThiÕu L©m vâ t¨ng  	7	99	0	41479341	0	0	0	0	0	0	0	42.113.187.161	2019-09-24 12:20:27	2019-09-24 13:02:49
dimeemcr	DjCayz	D­¬ng M«n Cung Kþ  	0	99	0	40850000	0	0	0	0	0	0	20000000	27.70.162.94	2019-09-22 18:07:11	2019-09-22 18:09:58
kaka01	DoanhVoTac	ThiÕu L©m vâ t¨ng  	7	99	0	27400000	0	0	0	0	0	0	0	171.247.161.128	2019-09-24 08:38:19	2019-09-24 12:09:23
lqthanhbl	DocCoCauBai	HiÖp §éc  	7	99	0	50000000	0	0	0	0	0	0	351845213	27.74.56.28	2019-09-22 18:02:23	2019-09-24 12:58:48
kimdiem	DoiNhuLz	C¸i Bang ¤ Y  	0	99	0	40920000	0	0	0	0	0	0	0	14.176.241.246	2019-09-22 19:56:39	2019-09-22 19:57:37
mautim8	dryrdt	C¸i Bang TÜnh y  	0	99	0	1000000	0	0	0	0	0	0	5	14.231.227.67	2019-09-23 23:34:54	2019-09-23 23:35:18
queonhoc3	dsadasd1	ThiÕu L©m vâ t¨ng  	7	99	0	41000000	0	0	0	0	0	0	0	1.52.204.139	2019-09-23 20:53:29	2019-09-23 20:59:01
queonhoc0	dsadasd123	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	42.118.236.84	2019-09-22 19:22:01	2019-09-22 19:37:45
bapcaile	dsadsa	HiÖp §éc  	0	99	0	1000000	0	0	0	0	0	0	0	118.68.55.250	2019-09-24 13:03:55	2019-09-24 13:04:15
haiquyhop	duhocsinh	ThiÕu L©m vâ t¨ng  	7	99	0	16226125	0	0	0	0	0	0	7021800	36.38.49.142	2019-09-22 18:32:55	2019-09-24 12:52:10
choxuanpqkg	dunglaxucpq	Vâ §ang tôc gia  	7	99	0	41000000	0	0	0	0	0	0	0	113.163.156.70	2019-09-23 03:42:28	2019-09-23 03:46:23
hai1234	dwqdwx	ThiÕu L©m vâ t¨ng  	7	99	0	1049000	0	0	0	0	0	0	0	123.22.223.120	2019-09-24 12:27:07	2019-09-24 12:31:11
dinhlaquyen19995	ElmaAveiro	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	125.212.182.144	2019-09-22 18:04:15	2019-09-22 18:04:17
kiendoi9797	ElShaRaWhy	ThiÕu L©m vâ t¨ng  	7	99	0	440100	0	0	0	0	0	0	0	123.24.233.112	2019-09-22 18:04:38	2019-09-22 21:59:36
longksl195	EmLaNamDoc	HiÖp §éc  	7	99	0	42790000	0	0	0	0	0	0	4050000015	222.254.34.92	2019-09-22 22:55:28	2019-09-23 21:47:09
longksl197	EmTapSut	ThiÕu L©m vâ t¨ng  	7	99	0	28643471	0	0	0	0	0	0	362282331	222.254.34.92	2019-09-22 20:37:22	2019-09-24 13:11:07
amxvippr03	EmVeOngMatTroi	Vâ §ang tôc gia  	7	99	0	17000000	0	0	0	0	0	0	0	123.22.216.184	2019-09-23 15:13:34	2019-09-23 15:14:01
queonhoc1	emyeuanh	Nga My tôc gia  	7	99	0	41000000	0	0	0	0	0	0	0	1.52.204.139	2019-09-23 14:21:03	2019-09-23 16:25:47
mautim7	estteye	Tµ §éc  	0	99	0	1000000	0	0	0	0	0	0	5	14.231.227.67	2019-09-23 23:31:45	2019-09-23 23:32:09
nghiason2k14	FaNgayTroLai	ThiÕu L©m vâ t¨ng  	7	99	0	1257980	0	0	0	0	0	0	0	115.74.200.34	2019-09-24 11:54:35	2019-09-24 11:55:12
ucnhi2016	fasdfsd	D­¬ng M«n th­¬ng Kþ  	0	99	0	20430000	0	0	0	0	0	0	0	171.247.216.231	2019-09-23 07:39:15	2019-09-23 13:43:16
ucnhi2015	fasfassa	Vâ §ang tôc gia  	0	99	0	20400000	0	0	0	0	0	0	0	171.247.216.231	2019-09-23 07:33:26	2019-09-23 13:42:08
vinhzaqzaq	FBzBoVaiNho	C¸i Bang TÜnh y  	7	99	0	49544605	0	0	0	0	0	0	20	115.75.42.104	2019-09-24 09:02:18	2019-09-24 10:13:09
ledongnhat2	FDGFDGFD	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	113.161.161.18	2019-09-23 09:42:13	2019-09-23 09:42:34
volam1991tb	fndfml	C¸i Bang ¤ Y  	7	99	0	940000	0	0	0	0	0	0	0	1.54.196.76	2019-09-24 12:57:27	2019-09-24 12:58:05
tuanprok1	frtugfduff	C¸i Bang ¤ Y  	7	99	0	0	0	0	0	0	0	0	15	171.255.22.150	2019-09-22 22:19:27	2019-09-23 19:10:48
kuronasy	Full9x	C¸i Bang ¤ Y  	7	99	0	40058500	0	0	0	0	0	0	20000000	171.231.72.193	2019-09-23 10:11:57	2019-09-24 08:36:51
truong6007	Galasis	HiÖp §éc  	7	99	0	1000000	0	0	0	0	0	0	0	171.235.128.30	2019-09-23 13:03:15	2019-09-23 13:04:41
lekhai111vn	GÇyQu¸§¸HkNçi	ThiÕu L©m vâ t¨ng  	7	99	0	817500	0	0	0	0	0	0	24	115.75.82.53	2019-09-24 12:05:42	2019-09-24 12:30:40
quyen995	GeorginaRodrigue	Nga My xuÊt gia  	7	99	0	6028000	0	0	0	0	0	0	4476653	125.212.182.144	2019-09-22 18:02:30	2019-09-24 13:01:15
micmap01	GÊu§en	§­êng M«n phæ th«ng  	7	99	0	37748500	0	0	0	0	0	0	0	118.70.182.119	2019-09-22 23:06:06	2019-09-22 23:32:23
emtaboi2	GÉyCung	D­¬ng M«n Cung Kþ  	7	99	0	1000000	0	0	0	0	0	0	0	115.75.237.174	2019-09-23 18:11:51	2019-09-23 18:13:25
kimbol001	gfhhfghgfh	D­¬ng M«n Cung Kþ  	7	99	0	758500	0	0	0	0	0	0	30	14.164.237.32	2019-09-23 00:23:01	2019-09-24 06:26:44
minh123q1	Ggfdsafa	Nga My xuÊt gia  	0	99	0	1000000	0	0	0	0	0	0	0	14.242.52.209	2019-09-22 19:53:44	2019-09-24 12:50:09
playcd3	Gi·§iªn	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	125.214.57.246	2019-09-22 22:59:15	2019-09-22 23:25:08
iobaongoc	gmfhfasada	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	27.72.82.187	2019-09-23 12:41:53	2019-09-24 13:15:50
gnourt	Gnourt	C¸i Bang TÜnh y  	7	99	0	37898500	0	0	0	0	0	0	20000022	113.190.231.3	2019-09-23 09:32:50	2019-09-23 11:34:34
luanvan05	GODzZlUaNICV	ThiÕu L©m vâ t¨ng  	7	99	0	41000000	0	0	0	0	0	0	0	113.180.116.100	2019-09-22 19:02:16	2019-09-22 19:55:06
mautim5	gsdgse	C¸i Bang ¤ Y  	0	99	0	1000000	0	0	0	0	0	0	12	14.231.227.67	2019-09-23 23:25:01	2019-09-23 23:25:33
gapro11	HacCoNuong	HiÖp §éc  	7	99	0	41000000	0	0	0	0	0	0	0	180.93.143.250	2019-09-22 20:03:47	2019-09-24 08:08:22
kaujoon2019s	HackCA	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.173.156.249	2019-09-24 09:43:15	2019-09-24 09:43:59
hand111	hahaha	Tµ §éc  	7	99	0	710000	0	0	0	0	0	0	0	14.186.141.36	2019-09-24 11:54:47	2019-09-24 11:58:02
haihan0	HaiHanI	ThiÕu L©m vâ t¨ng  	7	99	0	5500000	0	0	0	0	0	0	24	14.227.84.9	2019-09-23 20:53:50	2019-09-23 21:37:09
kharal1997	HanhPhucKhiCoEm	ThiÕu L©m vâ t¨ng  	7	99	0	13411230	0	0	0	0	0	0	295000024	116.108.68.135	2019-09-23 12:46:06	2019-09-24 11:34:44
quanhtn982	Haydoiday	Nga My xuÊt gia  	7	99	0	11218765	0	0	0	0	0	0	20000000	1.52.121.148	2019-09-23 18:47:21	2019-09-23 19:12:55
juffx159	HD®at×nh	HiÖp §éc  	7	99	0	15336129	0	0	0	0	0	0	8660836	171.229.64.173	2019-09-22 18:31:55	2019-09-23 09:44:31
bapcaile	helloae	ThiÕu L©m vâ t¨ng  	7	99	0	27937500	0	0	0	0	0	0	7628168	118.68.55.250	2019-09-22 16:40:52	2019-09-23 11:26:34
clonedo	hhhhbbh	D­¬ng M«n Cung Kþ  	0	99	0	1000000	0	0	0	0	0	0	0	113.160.133.251	2019-09-22 20:31:00	2019-09-22 20:31:26
thai609	HieuPhuong	Nga My tôc gia  	7	99	0	31998511	0	0	0	0	0	0	0	116.98.236.141	2019-09-22 18:01:48	2019-09-23 11:08:59
danvtdxbn	HiÖpKh¸ch§aT×nh	ThiÕu L©m vâ t¨ng  	7	99	0	4000000	0	0	0	0	0	0	0	1.52.200.90	2019-09-24 12:05:06	2019-09-24 12:47:39
maidung	HoaiNiem1Thoi	ThiÕu L©m vâ t¨ng  	7	99	0	45157500	0	0	0	0	0	0	0	115.78.113.90	2019-09-22 18:03:39	2019-09-22 18:37:57
tichuotlongtong4	HoangDuBai	ThiÕu L©m vâ t¨ng  	7	99	0	13272820	0	0	0	0	0	0	0	14.186.79.88	2019-09-22 22:53:47	2019-09-22 23:23:08
kuphoc1999	HoaTieu	HiÖp §éc  	7	99	0	79425247	0	0	0	0	0	0	32171203	113.182.176.229	2019-09-22 21:04:02	2019-09-24 12:44:10
caibangquyet	HongThatCong	C¸i Bang TÜnh y  	7	99	0	50000000	0	0	0	0	0	0	48000000	27.74.56.28	2019-09-24 09:19:14	2019-09-24 09:21:20
bone3ngon	HótNh­Kotex	§­êng M«n phæ th«ng  	7	99	0	23647717	0	0	0	0	0	0	0	171.250.172.144	2019-09-23 10:34:52	2019-09-23 10:59:19
thaithaiduy111	HoµngPhiHång	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.172.136.218	2019-09-24 11:26:21	2019-09-24 11:28:05
vankhiem	Ho¶C«ng§Çu	ThiÕu L©m vâ t¨ng  	7	99	0	21104732	0	0	0	0	0	0	0	115.78.117.10	2019-09-22 19:14:31	2019-09-22 21:02:08
sinny1	Ho¾cNguyªnGi¸p	D­¬ng M«n th­¬ng Kþ  	7	99	0	41000700	0	0	0	0	0	0	53	118.68.71.172	2019-09-23 10:55:58	2019-09-23 11:15:08
soidaika96x	HPzDarkLord	ThiÕu L©m vâ t¨ng  	7	99	0	22375880	0	0	0	0	0	0	1000021	14.163.197.219	2019-09-22 18:27:06	2019-09-23 13:12:01
soidaika96xx	HPzNMKzz	Nga My xuÊt gia  	7	99	0	38737800	0	0	0	0	0	0	1000000	14.163.197.219	2019-09-22 19:06:53	2019-09-23 12:21:38
quyen99995	HugoAveiro	ThiÕu L©m vâ t¨ng  	7	99	0	50040988	0	0	0	0	0	0	28	125.212.182.144	2019-09-22 18:03:10	2019-09-24 12:50:31
