line_id	group_id	desc_cn	condition_ids	item_group_id	type	type_val	min_val	max_val	stat_type	desc_vn
305	20305	八卦衣_灵气1-80	40091	10201	ITEM_BASE	1005	1	2000000000	SUM	
306	20306	八卦衣_灵气81-100	40092	10201	ITEM_BASE	1005	1	2000000000	SUM	
307	20307	八卦衣_灵气101-110	40093	10201	ITEM_BASE	1005	1	2000000000	SUM	
308	20308	八卦衣_灵气111-118	40094	10201	ITEM_BASE	1005	1	2000000000	SUM	
309	20309	八卦衣_灵气119-120	40095	10201	ITEM_BASE	1005	1	2000000000	SUM	
310	20310	八卦裤_灵气1-80	40091	10202	ITEM_BASE	1005	1	2000000000	SUM	
311	20311	八卦裤_灵气81-100	40092	10202	ITEM_BASE	1005	1	2000000000	SUM	
312	20312	八卦裤_灵气101-110	40093	10202	ITEM_BASE	1005	1	2000000000	SUM	
313	20313	八卦裤_灵气111-118	40094	10202	ITEM_BASE	1005	1	2000000000	SUM	
314	20314	八卦裤_灵气119-120	40095	10202	ITEM_BASE	1005	1	2000000000	SUM	
315	20315	开封的7级武器（灵气0）		10203	ITEM_BASE	1005	1	2000000000	SUM	
316	20316	太虚首饰_使用中	40087	10067	ITEM_BASE	1005	1	2000000000	SUM	
317	20317	九天首饰_使用中	40087	10068	ITEM_BASE	1005	1	2000000000	SUM	
318	20318	步非烟武器_使用中	40087	10069	ITEM_BASE	1005	1	2000000000	SUM	
319	20319	越烟武器_使用中	40087	10070	ITEM_BASE	1005	1	2000000000	SUM	
320	20320	大越烟武器_使用中	40087	10071	ITEM_BASE	1005	1	2000000000	SUM	
321	20321	东方龙珠_使用中	40087	10072	ITEM_BASE	1005	1	2000000000	SUM	
322	20322	屈原之佩_使用中	40087	10073	ITEM_BASE	1005	1	2000000000	SUM	
323	20323	大力神项链_使用中	40087	10074	ITEM_BASE	1005	1	2000000000	SUM	
324	20324	月亮兔药包_使用中	40087	10075	ITEM_BASE	1005	1	2000000000	SUM	
325	20325	嫦娥月舞带_使用中	40087	10076	ITEM_BASE	1005	1	2000000000	SUM	
326	20326	后羿落日环_使用中	40087	10077	ITEM_BASE	1005	1	2000000000	SUM	
327	20327	璀璨之星_使用中	40087	10078	ITEM_BASE	1005	1	2000000000	SUM	
328	20328	紫光战盔_使用中	40087	10079	ITEM_BASE	1005	1	2000000000	SUM	
329	20329	紫光战袍_使用中	40087	10080	ITEM_BASE	1005	1	2000000000	SUM	
330	20330	紫光战装_使用中	40087	10081	ITEM_BASE	1005	1	2000000000	SUM	
331	20331	紫光仙玉_使用中	40087	10082	ITEM_BASE	1005	1	2000000000	SUM	
332	20332	紫光武器_使用中	40087	10083	ITEM_BASE	1005	1	2000000000	SUM	
333	20333	藏剑黄金帽_使用中	40087	10084	ITEM_BASE	1005	1	2000000000	SUM	
334	20334	藏剑黄金衣_使用中	40087	10085	ITEM_BASE	1005	1	2000000000	SUM	
335	20335	藏剑黄金裤_使用中	40087	10086	ITEM_BASE	1005	1	2000000000	SUM	
336	20336	藏剑黄金首饰_使用中	40087	10087	ITEM_BASE	1005	1	2000000000	SUM	
337	20337	天之藏剑帽_使用中	40087	10088	ITEM_BASE	1005	1	2000000000	SUM	
338	20338	天之藏剑衣_使用中	40087	10089	ITEM_BASE	1005	1	2000000000	SUM	
339	20339	天之藏剑裤_使用中	40087	10090	ITEM_BASE	1005	1	2000000000	SUM	
340	20340	天之藏剑首饰_使用中	40087	10091	ITEM_BASE	1005	1	2000000000	SUM	
341	20341	紫轩武器_使用中	40087	10092	ITEM_BASE	1005	1	2000000000	SUM	
342	20342	紫光炎帝盔_使用中	40087	10093	ITEM_BASE	1005	1	2000000000	SUM	
343	20343	紫光炎帝甲_使用中	40087	10094	ITEM_BASE	1005	1	2000000000	SUM	
344	20344	紫光炎帝装_使用中	40087	10095	ITEM_BASE	1005	1	2000000000	SUM	
345	20345	紫光轩辕首饰_使用中	40087	10096	ITEM_BASE	1005	1	2000000000	SUM	
346	20346	师门4套武器_使用中	40087	10097	ITEM_BASE	1005	1	2000000000	SUM	
347	20347	师门4套头_使用中	40087	10098	ITEM_BASE	1005	1	2000000000	SUM	
348	20348	师门4套衣_使用中	40087	10099	ITEM_BASE	1005	1	2000000000	SUM	
349	20349	师门4套裤_使用中	40087	10100	ITEM_BASE	1005	1	2000000000	SUM	
350	20350	师门4套首饰_使用中	40087	10101	ITEM_BASE	1005	1	2000000000	SUM	
351	20351	师门5套武器_使用中	40087	10102	ITEM_BASE	1005	1	2000000000	SUM	
352	20352	师门5套头_使用中	40087	10103	ITEM_BASE	1005	1	2000000000	SUM	
353	20353	师门5套衣_使用中	40087	10104	ITEM_BASE	1005	1	2000000000	SUM	
354	20354	师门5套裤_使用中	40087	10105	ITEM_BASE	1005	1	2000000000	SUM	
355	20355	师门5套首饰_使用中	40087	10106	ITEM_BASE	1005	1	2000000000	SUM	
356	20356	炎帝盔_使用中	40087	10107	ITEM_BASE	1005	1	2000000000	SUM	
357	20357	炎帝甲_使用中	40087	10108	ITEM_BASE	1005	1	2000000000	SUM	
358	20358	炎帝装_使用中	40087	10109	ITEM_BASE	1005	1	2000000000	SUM	
359	20359	轩辕首饰_使用中	40087	10110	ITEM_BASE	1005	1	2000000000	SUM	
360	20360	轩辕武器_使用中	40087	10111	ITEM_BASE	1005	1	2000000000	SUM	
361	20361	天之炎帝盔_使用中	40087	10112	ITEM_BASE	1005	1	2000000000	SUM	
362	20362	天之炎帝甲_使用中	40087	10113	ITEM_BASE	1005	1	2000000000	SUM	
363	20363	天之炎帝装_使用中	40087	10114	ITEM_BASE	1005	1	2000000000	SUM	
364	20364	白金炎帝盔_使用中	40087	10115	ITEM_BASE	1005	1	2000000000	SUM	
365	20365	白金炎帝甲_使用中	40087	10116	ITEM_BASE	1005	1	2000000000	SUM	
366	20366	白金炎帝装_使用中	40087	10117	ITEM_BASE	1005	1	2000000000	SUM	
367	20367	星刻武器_使用中	40087	10118	ITEM_BASE	1005	1	2000000000	SUM	
368	20368	星刻头_使用中	40087	10119	ITEM_BASE	1005	1	2000000000	SUM	
369	20369	星刻衣_使用中	40087	10120	ITEM_BASE	1005	1	2000000000	SUM	
370	20370	星刻裤_使用中	40087	10121	ITEM_BASE	1005	1	2000000000	SUM	
371	20371	星刻首饰_使用中	40087	10122	ITEM_BASE	1005	1	2000000000	SUM	
372	20372	天仪武器_使用中	40087	10123	ITEM_BASE	1005	1	2000000000	SUM	
373	20373	天仪头_使用中	40087	10124	ITEM_BASE	1005	1	2000000000	SUM	
374	20374	天仪衣_使用中	40087	10125	ITEM_BASE	1005	1	2000000000	SUM	
375	20375	天仪裤_使用中	40087	10126	ITEM_BASE	1005	1	2000000000	SUM	
376	20376	天仪首饰_使用中	40087	10127	ITEM_BASE	1005	1	2000000000	SUM	
377	20377	九州武器_使用中	40087	10128	ITEM_BASE	1005	1	2000000000	SUM	
378	20378	九州头_使用中	40087	10129	ITEM_BASE	1005	1	2000000000	SUM	
379	20379	九州衣_使用中	40087	10130	ITEM_BASE	1005	1	2000000000	SUM	
380	20380	九州裤_使用中	40087	10131	ITEM_BASE	1005	1	2000000000	SUM	
381	20381	九州首饰_使用中	40087	10132	ITEM_BASE	1005	1	2000000000	SUM	
382	20382	皓月武器_使用中	40087	10133	ITEM_BASE	1005	1	2000000000	SUM	
383	20383	皓月帽_使用中	40087	10134	ITEM_BASE	1005	1	2000000000	SUM	
384	20384	皓月袍_使用中	40087	10135	ITEM_BASE	1005	1	2000000000	SUM	
385	20385	皓月装_使用中	40087	10136	ITEM_BASE	1005	1	2000000000	SUM	
386	20386	皓月首饰_使用中	40087	10137	ITEM_BASE	1005	1	2000000000	SUM	
387	20387	耀阳武器_使用中	40087	10138	ITEM_BASE	1005	1	2000000000	SUM	
388	20388	耀阳之渡难尊者帽_使用中	40087	10139	ITEM_BASE	1005	1	2000000000	SUM	
389	20389	耀阳之渡难尊者袍_使用中	40087	10140	ITEM_BASE	1005	1	2000000000	SUM	
390	20390	耀阳之渡难尊者装_使用中	40087	10141	ITEM_BASE	1005	1	2000000000	SUM	
391	20391	耀阳首饰1级_使用中	40087	10142	ITEM_BASE	1005	1	2000000000	SUM	
392	20392	耀阳首饰2级_使用中	40087	10143	ITEM_BASE	1005	1	2000000000	SUM	
393	20393	耀阳首饰3级_使用中	40087	10144	ITEM_BASE	1005	1	2000000000	SUM	
394	20394	辉煌荣耀1级_使用中	40087	10145	ITEM_BASE	1005	1	2000000000	SUM	
395	20395	辉煌荣耀2级_使用中	40087	10146	ITEM_BASE	1005	1	2000000000	SUM	
396	20396	辉煌荣耀3级_使用中	40087	10147	ITEM_BASE	1005	1	2000000000	SUM	
397	20397	辉煌荣耀4级_使用中	40087	10148	ITEM_BASE	1005	1	2000000000	SUM	
398	20398	武林霸主头_使用中	40087	10149	ITEM_BASE	1005	1	2000000000	SUM	
399	20399	武林霸主衣_使用中	40087	10150	ITEM_BASE	1005	1	2000000000	SUM	
400	20400	武林霸主装_使用中	40087	10151	ITEM_BASE	1005	1	2000000000	SUM	
401	20401	天地日月首饰_使用中	40087	10152	ITEM_BASE	1005	1	2000000000	SUM	
402	20402	都统战盔_使用中	40087	10153	ITEM_BASE	1005	1	2000000000	SUM	
403	20403	都统战袍_使用中	40087	10154	ITEM_BASE	1005	1	2000000000	SUM	
404	20404	都统战装_使用中	40087	10155	ITEM_BASE	1005	1	2000000000	SUM	
405	20405	先锋首饰_使用中	40087	10156	ITEM_BASE	1005	1	2000000000	SUM	
406	20406	四灵苍鹰都统战盔_使用中	40087	10157	ITEM_BASE	1005	1	2000000000	SUM	
407	20407	四灵苍鹰都统战袍_使用中	40087	10158	ITEM_BASE	1005	1	2000000000	SUM	
408	20408	四灵苍鹰都统战装_使用中	40087	10159	ITEM_BASE	1005	1	2000000000	SUM	
409	20409	四灵苍鹰先锋首饰_使用中	40087	10160	ITEM_BASE	1005	1	2000000000	SUM	
410	20410	将军战盔_使用中	40087	10161	ITEM_BASE	1005	1	2000000000	SUM	
411	20411	将军战袍_使用中	40087	10162	ITEM_BASE	1005	1	2000000000	SUM	
412	20412	将军战装_使用中	40087	10163	ITEM_BASE	1005	1	2000000000	SUM	
413	20413	将军首饰_使用中	40087	10164	ITEM_BASE	1005	1	2000000000	SUM	
414	20414	天之将军战盔_使用中	40087	10165	ITEM_BASE	1005	1	2000000000	SUM	
415	20415	天之将军战袍_使用中	40087	10166	ITEM_BASE	1005	1	2000000000	SUM	
416	20416	天之将军战装_使用中	40087	10167	ITEM_BASE	1005	1	2000000000	SUM	
417	20417	天之将军令牌_使用中	40087	10168	ITEM_BASE	1005	1	2000000000	SUM	
418	20418	天之大将军战盔_使用中	40087	10169	ITEM_BASE	1005	1	2000000000	SUM	
419	20419	天之大将军战袍_使用中	40087	10170	ITEM_BASE	1005	1	2000000000	SUM	
420	20420	天之大将军战装_使用中	40087	10171	ITEM_BASE	1005	1	2000000000	SUM	
421	20421	天之大将军首饰_使用中	40087	10172	ITEM_BASE	1005	1	2000000000	SUM	
422	20422	苍鹰将军战盔_使用中	40087	10173	ITEM_BASE	1005	1	2000000000	SUM	
423	20423	苍鹰将军战袍_使用中	40087	10174	ITEM_BASE	1005	1	2000000000	SUM	
424	20424	苍鹰将军战装_使用中	40087	10175	ITEM_BASE	1005	1	2000000000	SUM	
425	20425	苍鹰将军首饰_使用中	40087	10176	ITEM_BASE	1005	1	2000000000	SUM	
426	20426	元帅战盔_使用中	40087	10177	ITEM_BASE	1005	1	2000000000	SUM	
427	20427	元帅战袍_使用中	40087	10178	ITEM_BASE	1005	1	2000000000	SUM	
428	20428	元帅战装_使用中	40087	10179	ITEM_BASE	1005	1	2000000000	SUM	
429	20429	元帅首饰_使用中	40087	10180	ITEM_BASE	1005	1	2000000000	SUM	
430	20430	大元帅战盔_使用中	40087	10181	ITEM_BASE	1005	1	2000000000	SUM	
431	20431	大元帅战甲_使用中	40087	10182	ITEM_BASE	1005	1	2000000000	SUM	
432	20432	大元帅战装_使用中	40087	10183	ITEM_BASE	1005	1	2000000000	SUM	
433	20433	大元帅首饰_使用中	40087	10184	ITEM_BASE	1005	1	2000000000	SUM	
434	20434	天之元帅战盔_使用中	40087	10185	ITEM_BASE	1005	1	2000000000	SUM	
435	20435	天之元帅战袍_使用中	40087	10186	ITEM_BASE	1005	1	2000000000	SUM	
436	20436	天之元帅战装_使用中	40087	10187	ITEM_BASE	1005	1	2000000000	SUM	
437	20437	天之元帅首饰_使用中	40087	10188	ITEM_BASE	1005	1	2000000000	SUM	
438	20438	天之大元帅战盔_使用中	40087	10189	ITEM_BASE	1005	1	2000000000	SUM	
439	20439	天之大元帅战甲_使用中	40087	10190	ITEM_BASE	1005	1	2000000000	SUM	
440	20440	天之大元帅战装_使用中	40087	10191	ITEM_BASE	1005	1	2000000000	SUM	
441	20441	天之大元帅首饰_使用中	40087	10192	ITEM_BASE	1005	1	2000000000	SUM	
442	20442	苍鹰元帅战盔_使用中	40087	10193	ITEM_BASE	1005	1	2000000000	SUM	
443	20443	苍鹰元帅战袍_使用中	40087	10194	ITEM_BASE	1005	1	2000000000	SUM	
444	20444	苍鹰元帅战装_使用中	40087	10195	ITEM_BASE	1005	1	2000000000	SUM	
445	20445	苍鹰元帅首饰_使用中	40087	10196	ITEM_BASE	1005	1	2000000000	SUM	
446	20446	通天武器_使用中	40087	10197	ITEM_BASE	1005	1	2000000000	SUM	
447	20447	通天首饰_使用中	40087	10198	ITEM_BASE	1005	1	2000000000	SUM	
448	20448	八卦武器_灵气1-80_使用中	40087&40091	10199	ITEM_BASE	1005	1	2000000000	SUM	
449	20449	八卦武器_灵气81-100_使用中	40087&40092	10199	ITEM_BASE	1005	1	2000000000	SUM	
450	20450	八卦武器_灵气101-110_使用中	40087&40093	10199	ITEM_BASE	1005	1	2000000000	SUM	
451	20451	八卦武器_灵气111-118_使用中	40087&40094	10199	ITEM_BASE	1005	1	2000000000	SUM	
452	20452	八卦武器_灵气119-120_使用中	40087&40095	10199	ITEM_BASE	1005	1	2000000000	SUM	
453	20453	八卦头_灵气1-80_使用中	40087&40091	10200	ITEM_BASE	1005	1	2000000000	SUM	
454	20454	八卦头_灵气81-100_使用中	40087&40092	10200	ITEM_BASE	1005	1	2000000000	SUM	
455	20455	八卦头_灵气101-110_使用中	40087&40093	10200	ITEM_BASE	1005	1	2000000000	SUM	
456	20456	八卦头_灵气111-118_使用中	40087&40094	10200	ITEM_BASE	1005	1	2000000000	SUM	
457	20457	八卦头_灵气119-120_使用中	40087&40095	10200	ITEM_BASE	1005	1	2000000000	SUM	
458	20458	八卦衣_灵气1-80_使用中	40087&40091	10201	ITEM_BASE	1005	1	2000000000	SUM	
459	20459	八卦衣_灵气81-100_使用中	40087&40092	10201	ITEM_BASE	1005	1	2000000000	SUM	
460	20460	八卦衣_灵气101-110_使用中	40087&40093	10201	ITEM_BASE	1005	1	2000000000	SUM	
461	20461	八卦衣_灵气111-118_使用中	40087&40094	10201	ITEM_BASE	1005	1	2000000000	SUM	
462	20462	八卦衣_灵气119-120_使用中	40087&40095	10201	ITEM_BASE	1005	1	2000000000	SUM	
463	20463	八卦裤_灵气1-80_使用中	40087&40091	10202	ITEM_BASE	1005	1	2000000000	SUM	
464	20464	八卦裤_灵气81-100_使用中	40087&40092	10202	ITEM_BASE	1005	1	2000000000	SUM	
465	20465	八卦裤_灵气101-110_使用中	40087&40093	10202	ITEM_BASE	1005	1	2000000000	SUM	
466	20466	八卦裤_灵气111-118_使用中	40087&40094	10202	ITEM_BASE	1005	1	2000000000	SUM	
467	20467	八卦裤_灵气119-120_使用中	40087&40095	10202	ITEM_BASE	1005	1	2000000000	SUM	
468	20468	开封的7级武器（灵气0）_使用中	40087	10203	ITEM_BASE	1005	1	2000000000	SUM	
469	20622	1级洗心石		10205	ITEM_BASE	1005	1	2000000000	SUM	
470	20623	2级洗心石		10206	ITEM_BASE	1005	1	2000000000	SUM	
471	20624	3级洗心石		10207	ITEM_BASE	1005	1	2000000000	SUM	
472	20625	4级洗心石		10208	ITEM_BASE	1005	1	2000000000	SUM	
473	20626	5级洗心石		10209	ITEM_BASE	1005	1	2000000000	SUM	
474	20627	6级洗心石		10210	ITEM_BASE	1005	1	2000000000	SUM	
475	20628	1级炼炉铁		10211	ITEM_BASE	1005	1	2000000000	SUM	
476	20629	2级炼炉铁		10212	ITEM_BASE	1005	1	2000000000	SUM	
477	20630	3级炼炉铁		10213	ITEM_BASE	1005	1	2000000000	SUM	
478	20631	4级炼炉铁		10214	ITEM_BASE	1005	1	2000000000	SUM	
479	20632	5级炼炉铁		10215	ITEM_BASE	1005	1	2000000000	SUM	
480	20633	6级炼炉铁		10216	ITEM_BASE	1005	1	2000000000	SUM	
481	20634	1级铁晶		10217	ITEM_BASE	1005	1	2000000000	SUM	
482	20635	2级铁晶		10218	ITEM_BASE	1005	1	2000000000	SUM	
483	20636	3级铁晶		10219	ITEM_BASE	1005	1	2000000000	SUM	
484	20637	洗心石矿		10220	ITEM_BASE	1005	1	2000000000	SUM	
485	20638	炼炉铁矿		10221	ITEM_BASE	1005	1	2000000000	SUM	
486	20639	秘银钻		10222	ITEM_BASE	1005	1	2000000000	SUM	
487	20640	秘银锤		10223	ITEM_BASE	1005	1	2000000000	SUM	
488	20641	惊风秘籍		10224	ITEM_BASE	1005	1	2000000000	SUM	
489	20642	惊风心法		10225	ITEM_BASE	1005	1	2000000000	SUM	
490	20643	风雷珠		10226	ITEM_BASE	1005	1	2000000000	SUM	
491	20644	九天风雷诀		10227	ITEM_BASE	1005	1	2000000000	SUM	
492	20645	九天风雷真卷		10228	ITEM_BASE	1005	1	2000000000	SUM	
493	20646	醉梦秘籍		10229	ITEM_BASE	1005	1	2000000000	SUM	
494	20647	醉梦心法		10230	ITEM_BASE	1005	1	2000000000	SUM	
495	20648	凤鸣谱		10231	ITEM_BASE	1005	1	2000000000	SUM	
496	20649	红尘醉梦谱		10232	ITEM_BASE	1005	1	2000000000	SUM	
497	20650	红尘醉梦真卷		10233	ITEM_BASE	1005	1	2000000000	SUM	
498	20651	繁花秘籍		10234	ITEM_BASE	1005	1	2000000000	SUM	
499	20652	繁花心法		10235	ITEM_BASE	1005	1	2000000000	SUM	
500	20653	花仙心经		10236	ITEM_BASE	1005	1	2000000000	SUM	
501	20654	风花千叶谱		10237	ITEM_BASE	1005	1	2000000000	SUM	
502	20655	风花千叶真卷		10238	ITEM_BASE	1005	1	2000000000	SUM	
503	20656	黄金大红包数量		10266	ITEM_BASE	1005	1	2000000000	SUM	
504	20657	白金红包数量		10267	ITEM_BASE	1005	1	2000000000	SUM	
505	20658	勇士勋章Num		10293	ITEM_BASE	1005	1	2000000000	SUM	
506	20659	英雄勋章Num		10294	ITEM_BASE	1005	1	2000000000	SUM	
507	20660	4级铁晶Num		10295	ITEM_BASE	1005	1	2000000000	SUM	
508	20661	冰晶石Num		10296	ITEM_BASE	1005	1	2000000000	SUM	
509	20662	铜制徽章Num		10268	ITEM_BASE	1005	1	2000000000	SUM	
510	20663	铁制徽章Num		10269	ITEM_BASE	1005	1	2000000000	SUM	
511	20664	玉制徽章Num		10270	ITEM_BASE	1005	1	2000000000	SUM	
512	20665	五行徽章Num		10271	ITEM_BASE	1005	1	2000000000	SUM	
513	20666	粗布鞋Num		10272	ITEM_BASE	1005	1	2000000000	SUM	
514	20667	精致布鞋Num		10273	ITEM_BASE	1005	1	2000000000	SUM	
515	20668	布制高筒靴Num		10274	ITEM_BASE	1005	1	2000000000	SUM	
516	20669	五行战靴Num		10275	ITEM_BASE	1005	1	2000000000	SUM	
517	20670	皂布披风Num		10276	ITEM_BASE	1005	1	2000000000	SUM	
518	20671	锦缎披风Num		10277	ITEM_BASE	1005	1	2000000000	SUM	
519	20672	火云披风Num		10278	ITEM_BASE	1005	1	2000000000	SUM	
520	20673	五行金质披风Num		10279	ITEM_BASE	1005	1	2000000000	SUM	
521	20674	铜制徽章使用中Num	40087	10268	ITEM_BASE	1005	1	2000000000	SUM	
522	20675	铁制徽章使用中Num	40087	10269	ITEM_BASE	1005	1	2000000000	SUM	
523	20676	玉制徽章使用中Num	40087	10270	ITEM_BASE	1005	1	2000000000	SUM	
524	20677	五行徽章使用中Num	40087	10271	ITEM_BASE	1005	1	2000000000	SUM	
525	20678	粗布鞋使用中Num	40087	10272	ITEM_BASE	1005	1	2000000000	SUM	
526	20679	精致布鞋使用中Num	40087	10273	ITEM_BASE	1005	1	2000000000	SUM	
527	20680	布制高筒靴使用中Num	40087	10274	ITEM_BASE	1005	1	2000000000	SUM	
528	20681	五行战靴使用中Num	40087	10275	ITEM_BASE	1005	1	2000000000	SUM	
529	20682	皂布披风使用中Num	40087	10276	ITEM_BASE	1005	1	2000000000	SUM	
530	20683	锦缎披风使用中Num	40087	10277	ITEM_BASE	1005	1	2000000000	SUM	
531	20684	火云披风使用中Num	40087	10278	ITEM_BASE	1005	1	2000000000	SUM	
532	20685	五行披风使用中Num	40087	10279	ITEM_BASE	1005	1	2000000000	SUM	
533	20686	铜制徽章 Level8 Num	40133	10268	ITEM_BASE	1005	1	2000000000	SUM	
534	20687	铁制徽章 Level9 Num	40134	10269	ITEM_BASE	1005	1	2000000000	SUM	
535	20688	玉制徽章 Level10 Num	40135	10270	ITEM_BASE	1005	1	2000000000	SUM	
536	20689	五行徽章 Level10 Num	40135	10271	ITEM_BASE	1005	1	2000000000	SUM	
537	20690	粗布鞋 Level8 Num	40133	10272	ITEM_BASE	1005	1	2000000000	SUM	
538	20691	精致布鞋 Level9 Num	40134	10273	ITEM_BASE	1005	1	2000000000	SUM	
539	20692	布制高筒靴 Level10 Num	40135	10274	ITEM_BASE	1005	1	2000000000	SUM	
540	20693	五行战靴 Level10 Num	40135	10275	ITEM_BASE	1005	1	2000000000	SUM	
541	20694	皂布披风 Level8 Num	40133	10276	ITEM_BASE	1005	1	2000000000	SUM	
542	20695	锦缎披风 Level9 Num	40134	10277	ITEM_BASE	1005	1	2000000000	SUM	
543	20696	火云披风 Level10 Num	40135	10278	ITEM_BASE	1005	1	2000000000	SUM	
544	20697	五行金质披风 Level10 Num	40135	10279	ITEM_BASE	1005	1	2000000000	SUM	
545	20698	将军徽章 Num		10280	ITEM_BASE	1005	1	2000000000	SUM	
546	20699	将军鞋 Num		10281	ITEM_BASE	1005	1	2000000000	SUM	
547	20700	将军披风 Num		10282	ITEM_BASE	1005	1	2000000000	SUM	
548	20701	将军徽章使用中Num	40087	10280	ITEM_BASE	1005	1	2000000000	SUM	
549	20702	将军鞋使用中Num	40087	10281	ITEM_BASE	1005	1	2000000000	SUM	
550	20703	将军披风使用中Num	40087	10282	ITEM_BASE	1005	1	2000000000	SUM	
551	20704	将军徽章 Level0 Num	40135	10280	ITEM_BASE	1005	1	2000000000	SUM	
552	20705	将军鞋 Level0 Num	40135	10281	ITEM_BASE	1005	1	2000000000	SUM	
553	20706	将军披风 Level0 Num	40135	10282	ITEM_BASE	1005	1	2000000000	SUM	
554	20707	元帅徽章 Num		10283	ITEM_BASE	1005	1	2000000000	SUM	
555	20708	元帅鞋 Num		10284	ITEM_BASE	1005	1	2000000000	SUM	
556	20709	元帅披风 Num		10285	ITEM_BASE	1005	1	2000000000	SUM	
557	20710	元帅徽章使用中Num	40087	10283	ITEM_BASE	1005	1	2000000000	SUM	
558	20711	元帅鞋使用中Num	40087	10284	ITEM_BASE	1005	1	2000000000	SUM	
559	20712	元帅披风使用中Num	40087	10285	ITEM_BASE	1005	1	2000000000	SUM	
560	20713	元帅徽章 Level0 Num	40135	10283	ITEM_BASE	1005	1	2000000000	SUM	
561	20714	元帅鞋 Level0 Num	40135	10284	ITEM_BASE	1005	1	2000000000	SUM	
562	20715	元帅披风 Level0 Num	40135	10285	ITEM_BASE	1005	1	2000000000	SUM	
563	20716	使用中装备+1 Num	40087&40072	10204	ITEM_BASE	1005	1	2000000000	SUM	
564	20717	使用中装备+2 Num	40087&40073	10204	ITEM_BASE	1005	1	2000000000	SUM	
565	20718	使用中装备+3 Num	40087&40074	10204	ITEM_BASE	1005	1	2000000000	SUM	
566	20719	使用中装备+4 Num	40087&40075	10204	ITEM_BASE	1005	1	2000000000	SUM	
567	20720	使用中装备+5 Num	40087&40076	10204	ITEM_BASE	1005	1	2000000000	SUM	
568	20721	使用中装备+6 Num	40087&40077	10204	ITEM_BASE	1005	1	2000000000	SUM	
569	20722	使用中装备+7 Num	40087&40078	10204	ITEM_BASE	1005	1	2000000000	SUM	
570	20723	使用中装备+8 Num	40087&40079	10204	ITEM_BASE	1005	1	2000000000	SUM	
571	20724	使用中装备+9 Num	40087&40080	10204	ITEM_BASE	1005	1	2000000000	SUM	
572	20725	使用中装备+10 Num	40087&40081	10204	ITEM_BASE	1005	1	2000000000	SUM	
573	20726	使用中装备+11 Num	40087&40082	10204	ITEM_BASE	1005	1	2000000000	SUM	
574	20727	使用中装备+12 Num	40087&40083	10204	ITEM_BASE	1005	1	2000000000	SUM	
575	20728	使用中装备+13 Num	40087&40084	10204	ITEM_BASE	1005	1	2000000000	SUM	
576	20729	使用中装备+14 Num	40087&40085	10204	ITEM_BASE	1005	1	2000000000	SUM	
577	20730	使用中装备+15 Num	40087&40086	10204	ITEM_BASE	1005	1	2000000000	SUM	
578	20731	使用中头衣裤+1 Num	40087&40072	10297	ITEM_BASE	1005	1	2000000000	SUM	
579	20732	使用中头衣裤+2 Num	40087&40073	10297	ITEM_BASE	1005	1	2000000000	SUM	
580	20733	使用中头衣裤+3 Num	40087&40074	10297	ITEM_BASE	1005	1	2000000000	SUM	
581	20734	使用中头衣裤+4 Num	40087&40075	10297	ITEM_BASE	1005	1	2000000000	SUM	
582	20735	使用中头衣裤+5 Num	40087&40076	10297	ITEM_BASE	1005	1	2000000000	SUM	
583	20736	使用中头衣裤+6 Num	40087&40077	10297	ITEM_BASE	1005	1	2000000000	SUM	
584	20737	使用中头衣裤+7 Num	40087&40078	10297	ITEM_BASE	1005	1	2000000000	SUM	
585	20738	使用中头衣裤+8 Num	40087&40079	10297	ITEM_BASE	1005	1	2000000000	SUM	
586	20739	使用中头衣裤+9 Num	40087&40080	10297	ITEM_BASE	1005	1	2000000000	SUM	
587	20740	使用中头衣裤+10 Num	40087&40081	10297	ITEM_BASE	1005	1	2000000000	SUM	
588	20741	使用中头衣裤+11 Num	40087&40082	10297	ITEM_BASE	1005	1	2000000000	SUM	
589	20742	使用中头衣裤+12 Num	40087&40083	10297	ITEM_BASE	1005	1	2000000000	SUM	
590	20743	使用中头衣裤+13 Num	40087&40084	10297	ITEM_BASE	1005	1	2000000000	SUM	
591	20744	使用中头衣裤+14 Num	40087&40085	10297	ITEM_BASE	1005	1	2000000000	SUM	
592	20745	使用中头衣裤+15 Num	40087&40086	10297	ITEM_BASE	1005	1	2000000000	SUM	
593	20746	使用中三件套+1 Num	40087&40072	10298	ITEM_BASE	1005	1	2000000000	SUM	
594	20747	使用中三件套+2 Num	40087&40073	10298	ITEM_BASE	1005	1	2000000000	SUM	
595	20748	使用中三件套+3 Num	40087&40074	10298	ITEM_BASE	1005	1	2000000000	SUM	
596	20749	使用中三件套+4 Num	40087&40075	10298	ITEM_BASE	1005	1	2000000000	SUM	
597	20750	使用中三件套+5 Num	40087&40076	10298	ITEM_BASE	1005	1	2000000000	SUM	
598	20751	使用中三件套+6 Num	40087&40077	10298	ITEM_BASE	1005	1	2000000000	SUM	
599	20752	使用中三件套+7 Num	40087&40078	10298	ITEM_BASE	1005	1	2000000000	SUM	
600	20753	使用中三件套+8 Num	40087&40079	10298	ITEM_BASE	1005	1	2000000000	SUM	
601	20754	使用中三件套+9 Num	40087&40080	10298	ITEM_BASE	1005	1	2000000000	SUM	
602	20755	使用中三件套+10 Num	40087&40081	10298	ITEM_BASE	1005	1	2000000000	SUM	
