Account	Name	Route	TransLife	Level	IBCost	Money	A	B	C	D	E	F	Exp	Last_IP	CreateDate	LastLoginDate
00364279071	fgjgjfh	Vâ §ang ®¹o gia  	7	99	0	36360000	0	0	0	0	0	0	92000171	14.232.154.165	2019-09-17 05:24:56	2019-09-17 05:29:31
viruskinlove	Fizzzzzz	ThiÕu L©m vâ t¨ng  	7	99	0	14309252	0	0	0	0	0	0	0	171.241.254.188	2019-09-17 18:14:25	2019-09-17 19:06:33
quangvuha90	FMLnguyenvquang	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	171.224.186.70	2019-09-16 19:00:03	2019-09-16 19:00:33
kuronasy	Full9x	Nga My tôc gia  	7	99	0	5200000	0	0	0	0	0	0	20000000	171.231.72.193	2019-09-16 15:54:58	2019-09-17 07:44:14
phucbeone1	GAGAjzBadRomance	Nga My xuÊt gia  	7	99	0	6894000	0	0	0	0	0	0	20000000	112.197.119.174	2019-09-16 20:19:35	2019-09-17 15:01:22
43017lam1	GaoXanh	Nga My xuÊt gia  	7	99	0	32738000	0	0	0	0	0	0	231439880	113.172.158.199	2019-09-16 17:08:10	2019-09-16 18:12:11
bigseoly1	GauSieuSao	ThiÕu L©m vâ t¨ng  	7	99	0	5500000	0	0	0	0	0	0	0	123.18.28.2	2019-09-16 19:18:53	2019-09-16 19:25:17
phanvandung0305	GCxSTLanhLung	ThiÕu L©m vâ t¨ng  	7	99	0	17638993	0	0	0	0	0	0	14	27.74.251.54	2019-09-16 17:47:17	2019-09-16 22:21:54
00364279071	gdfgsgerg	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	14.232.154.165	2019-09-17 07:00:02	2019-09-17 07:00:03
daida03	GÈyC¸iLªnLu«n	Nga My tôc gia  	7	99	0	36640000	0	0	0	0	0	0	20	117.7.227.252	2019-09-16 20:44:36	2019-09-17 18:23:23
phongl0c01	ghhhhhhhhhhhhhhh	ThiÕu L©m vâ t¨ng  	7	99	0	797000	0	0	0	0	0	0	0	14.169.110.186	2019-09-16 18:27:26	2019-09-16 19:14:45
welinegen7	GianluigiBuffon	ThiÕu L©m vâ t¨ng  	7	99	0	40740000	0	0	0	0	0	0	0	113.179.214.129	2019-09-17 16:06:19	2019-09-17 21:57:12
dinhlaquyen19995	GirlsLikeYouft	Tµ §éc  	7	99	0	49885500	0	0	0	0	0	0	19	125.212.182.144	2019-09-16 17:28:41	2019-09-17 22:05:19
luanvan05	GODzZlUaNICV	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	113.180.116.251	2019-09-17 17:55:12	2019-09-17 17:55:31
thiennguyen01	GrandSedona	ThiÕu L©m vâ t¨ng  	7	99	0	17108806	0	0	0	0	0	0	20000011	117.3.60.232	2019-09-17 16:47:23	2019-09-17 21:15:02
nammuller100	GravureIdol	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	42.116.119.229	2019-09-17 11:46:46	2019-09-17 11:46:47
zxmanhy	guvgfgcyg	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	125.212.176.220	2019-09-16 21:34:36	2019-09-17 19:25:02
gapro11	HacCoNuong	HiÖp §éc  	7	99	0	41000000	0	0	0	0	0	0	0	1.52.161.186	2019-09-16 20:17:48	2019-09-16 20:20:06
dophuongthao	HaiPhongz	HiÖp §éc  	7	99	0	30939711	0	0	0	0	0	0	3388000033	116.96.19.143	2019-09-16 17:32:42	2019-09-17 19:45:52
quanhtn982	Haydoiday	Nga My xuÊt gia  	7	99	0	24900000	0	0	0	0	0	0	20000000	113.23.53.53	2019-09-17 08:00:38	2019-09-17 09:36:33
hoangthan4264	HAzzHoangThan	D­¬ng M«n Cung Kþ  	7	99	0	7898500	0	0	0	0	0	0	18	126.72.112.9	2019-09-17 21:31:46	2019-09-17 21:48:31
jx2dat1	HÊtTungYasou	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	171.234.124.112	2019-09-17 19:53:02	2019-09-17 19:53:20
mrnghia01	hi12xa	ThiÕu L©m vâ t¨ng  	0	99	0	700000	0	0	0	0	0	0	0	116.105.200.105	2019-09-17 21:02:30	2019-09-17 21:06:23
danvtdxbn	HiepKhachDaTinh	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	58.186.113.89	2019-09-16 19:51:55	2019-09-16 19:52:29
trannam2	hih1hihi	ThiÕu L©m vâ t¨ng  	7	99	0	28162400	0	0	0	0	0	0	0	123.24.39.69	2019-09-17 10:09:59	2019-09-17 10:32:17
mrnghia02	hihlak	ThiÕu L©m vâ t¨ng  	7	99	0	36013800	0	0	0	0	0	0	0	116.105.200.105	2019-09-17 21:07:44	2019-09-17 22:24:54
dm0932	hj5445	ThiÕu L©m vâ t¨ng  	7	99	0	19094742	0	0	0	0	0	0	0	113.161.177.171	2019-09-17 12:28:22	2019-09-17 13:12:55
zotoka	hndcgvhg	D­¬ng M«n Cung Kþ  	7	99	0	41000000	0	0	0	0	0	0	9	1.54.195.151	2019-09-16 19:21:57	2019-09-16 19:22:33
xuannv	HNxBoGia2019	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	42.119.23.67	2019-09-17 19:18:09	2019-09-17 19:19:01
kephutinh99	HoaHoa	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	115.78.123.31	2019-09-16 17:47:40	2019-09-16 17:48:29
kephutinh99	HoaTinh	Nga My xuÊt gia  	7	99	0	41000000	0	0	0	0	0	0	0	115.78.123.31	2019-09-16 17:43:13	2019-09-16 17:45:41
duyhp981	HótCáTh×ALo	Nga My xuÊt gia  	7	99	0	35175500	0	0	0	0	0	0	170575800	1.52.207.238	2019-09-16 19:46:25	2019-09-17 20:13:28
kemau113	HoµngKaKa	ThiÕu L©m vâ t¨ng  	7	99	0	33166712	0	0	0	0	0	0	20000037	116.109.54.156	2019-09-16 20:37:29	2019-09-17 18:55:38
nhoxkun001vn	Hoµng§Õ	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	117.3.61.1	2019-09-17 14:37:44	2019-09-17 14:44:33
nhoxkun01vn	Hoµng§Õ888	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	117.3.61.1	2019-09-17 19:09:09	2019-09-17 19:09:10
anhdai111son	HPxF3§ÒBaF9	ThiÕu L©m vâ t¨ng  	7	99	0	6098512	0	0	0	0	0	0	21520000	116.108.222.237	2019-09-17 14:29:01	2019-09-17 15:33:48
tuumahi	HungVu	ThiÕu L©m vâ t¨ng  	7	99	0	49160000	0	0	0	0	0	0	20000000	113.161.0.170	2019-09-17 10:57:51	2019-09-17 11:39:31
nguyenbich197	HuyenThoai29X3	ThiÕu L©m vâ t¨ng  	7	99	0	32000000	0	0	0	0	0	0	0	117.4.192.24	2019-09-17 20:29:49	2019-09-17 21:55:42
zdieukhang7	HåTiªnNhi	Thóy Yªn Vò Tiªn  	7	99	0	26940950	0	0	0	0	0	0	80507806	171.229.167.166	2019-09-17 20:32:34	2019-09-17 20:58:49
lamboylsz123	HæB¸oConSãi	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	14.163.237.17	2019-09-17 20:32:32	2019-09-17 20:38:19
datlo1	HµiTÕt	ThiÕu L©m vâ t¨ng  	7	99	0	31000000	0	0	0	0	0	0	0	117.6.122.195	2019-09-17 13:41:00	2019-09-17 14:57:08
hotfood11	HµnTiÓuMai	Nga My xuÊt gia  	7	99	0	25000000	0	0	0	0	0	0	327447173	113.170.192.218	2019-09-16 18:20:03	2019-09-17 20:05:36
zdieukhang2	H¹t§Ëu	Tµ §éc  	7	99	0	37879000	0	0	0	0	0	0	141752160	171.229.167.166	2019-09-17 18:17:54	2019-09-17 20:07:08
zdieukhang	HøaTiªn	ThiÕu L©m vâ t¨ng  	7	99	0	6208000	0	0	0	0	0	0	433101420	171.229.167.166	2019-09-17 17:52:34	2019-09-17 22:32:18
chuhuhu	i35MrDuLex	ThiÕu L©m vâ t¨ng  	7	99	0	39674008	0	0	0	0	0	0	3035000000	115.74.200.34	2019-09-17 12:22:52	2019-09-17 17:18:18
test20082008	i37GaiNghanh	Nga My xuÊt gia  	0	99	0	1000000	0	0	0	0	0	0	0	27.76.92.193	2019-09-17 10:15:50	2019-09-17 10:41:33
tungthuc1980	i67iAGiTomKk	ThiÕu L©m vâ t¨ng  	7	99	0	14237000	0	0	0	0	0	0	192213157	115.78.202.18	2019-09-16 17:09:18	2019-09-17 16:43:42
ankogay	i70ThÝchThÓHiÖn	ThiÕu L©m vâ t¨ng  	7	99	0	40998500	0	0	0	0	0	0	0	113.184.100.182	2019-09-16 16:26:33	2019-09-16 16:30:51
ankogay2	i70TiªnTûJx2	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	113.184.100.182	2019-09-16 16:32:02	2019-09-16 16:32:03
minhanh200201	iAExGaoSilver	ThiÕu L©m vâ t¨ng  	7	99	0	15000000	0	0	0	0	0	0	0	116.106.202.203	2019-09-17 18:22:20	2019-09-17 20:18:14
hoangtubang279	iAExMüNamH­ng	ThiÕu L©m vâ t¨ng  	7	99	0	895500	0	0	0	0	0	0	0	116.106.202.203	2019-09-17 18:33:23	2019-09-17 19:59:48
vola0912	iBKVz1102	ThiÕu L©m vâ t¨ng  	0	99	0	12966000	0	0	0	0	0	0	20000000	14.249.230.200	2019-09-16 21:43:03	2019-09-16 22:06:02
khanhnam000	iBóLzDånDame	ThiÕu L©m vâ t¨ng  	7	99	0	33991517	0	0	0	0	0	0	21	115.79.36.187	2019-09-17 08:04:24	2019-09-17 17:20:24
longksl199	IBSxIBS	D­¬ng M«n Cung Kþ  	7	99	0	31354400	0	0	0	0	0	0	20000000	222.254.34.92	2019-09-16 22:26:42	2019-09-16 22:41:03
qqqqqq	iBùChµB¸z	ThiÕu L©m vâ t¨ng  	7	99	0	29683341	0	0	0	0	0	0	604451359	113.161.13.196	2019-09-16 16:30:05	2019-09-17 14:49:19
singsing	iBugatti	C¸i Bang ¤ Y  	0	99	0	1000000	0	0	0	0	0	0	0	171.230.216.197	2019-09-17 22:12:26	2019-09-17 22:12:54
sajnz01	iBusuzima	ThiÕu L©m vâ t¨ng  	7	99	0	18014799	0	0	0	0	0	0	20000000	115.78.115.147	2019-09-17 12:48:28	2019-09-17 13:21:34
kyz140	iChóTiÓu	ThiÕu L©m vâ t¨ng  	7	99	0	436503	0	0	0	0	0	0	0	117.4.168.32	2019-09-17 08:25:43	2019-09-17 10:16:17
fanwennanfwn	ICMByLun2x	ThiÕu L©m vâ t¨ng  	7	99	0	34814600	0	0	0	0	0	0	0	115.79.36.187	2019-09-17 11:55:30	2019-09-17 14:45:39
quyen95	iCristianoRonald	ThiÕu L©m vâ t¨ng  	7	99	0	36109300	0	0	0	0	0	0	16	125.212.182.144	2019-09-17 14:27:33	2019-09-17 22:34:13
0866719462a2	iCzKhoaix98	Tµ §éc  	7	99	0	915069	0	0	0	0	0	0	352899486	1.53.236.142	2019-09-17 07:56:17	2019-09-17 14:50:27
0866719462a	iCzKhoaixNMK	Nga My xuÊt gia  	7	99	0	78240030	0	0	0	0	0	0	3236760017	1.53.236.142	2019-09-16 17:42:14	2019-09-17 15:47:22
0866719462a1	iCzKhoaixTYVT	HiÖp §éc  	7	99	0	40336552	0	0	0	0	0	0	365102207	1.53.236.142	2019-09-17 07:16:26	2019-09-17 13:44:11
0866719462	iCzKhoaixxx	ThiÕu L©m vâ t¨ng  	7	99	0	4600396	0	0	0	0	0	0	518894365	1.53.236.142	2019-09-16 16:27:43	2019-09-17 14:47:56
0866719462a3	iCzSaoGucci	D­¬ng M«n Cung Kþ  	7	99	0	24854000	0	0	0	0	0	0	306354406	1.53.236.142	2019-09-17 10:05:03	2019-09-17 14:51:07
quangtao	iC­íc§éngCµnKh«n	ThiÕu L©m vâ t¨ng  	7	99	0	7165718	0	0	0	0	0	0	1102000000	115.79.156.18	2019-09-16 21:33:32	2019-09-17 14:26:27
conboll1	iDCzMeow	D­¬ng M«n Cung Kþ  	0	99	0	1000000	0	0	0	0	0	0	0	117.0.178.32	2019-09-16 18:27:19	2019-09-16 18:27:20
conbol	iDCzThemyth	ThiÕu L©m vâ t¨ng  	7	99	0	31900000	0	0	0	0	0	0	0	117.0.178.32	2019-09-16 17:59:53	2019-09-16 18:11:54
cosu01	iDurexCosu	Tµ §éc  	7	99	0	48946003	0	0	0	0	0	0	0	117.2.1.186	2019-09-17 03:57:17	2019-09-17 06:00:22
durexdau1102	iDurexDau1102	ThiÕu L©m vâ t¨ng  	7	99	0	23177109	0	0	0	0	0	0	0	117.2.1.186	2019-09-16 23:28:42	2019-09-17 09:19:04
durexdau1102	iDurexNho1102	§­êng M«n phæ th«ng  	7	99	0	29000000	0	0	0	0	0	0	0	117.2.1.186	2019-09-17 00:04:55	2019-09-17 00:10:34
hieukaka02	iEmLaCave	Nga My xuÊt gia  	7	99	0	34995500	0	0	0	0	0	0	22	115.75.38.75	2019-09-17 15:22:11	2019-09-17 19:02:56
kcibpa	iF67zNhÝÝ§zaiOMG	ThiÕu L©m vâ t¨ng  	7	99	0	50000000	0	0	0	0	0	0	0	115.78.202.18	2019-09-16 19:59:15	2019-09-16 20:07:10
nammuller100	IgetaHiroe	D­¬ng M«n Cung Kþ  	7	99	0	999500	0	0	0	0	0	0	0	42.116.119.229	2019-09-16 22:28:24	2019-09-17 11:46:26
nghia36	iHáaThÇn	ThiÕu L©m vâ t¨ng  	7	99	0	7168170	0	0	0	0	0	0	182696484	116.105.200.105	2019-09-16 21:44:49	2019-09-17 22:23:10
zlkhanglz154	iHNxAMaCong	Tµ §éc  	7	99	0	21993748	0	0	0	0	0	0	199737760	115.75.106.5	2019-09-17 09:10:59	2019-09-17 13:14:27
vuhongminh1991	iHNxAniversary	C¸i Bang TÜnh y  	7	99	0	37195510	0	0	0	0	0	0	20000017	171.232.180.187	2019-09-17 00:35:17	2019-09-17 01:36:30
vuhongminh1993	iHNxiFalling	C¸i Bang ¤ Y  	7	99	0	34191000	0	0	0	0	0	0	20000017	171.232.180.187	2019-09-17 02:08:04	2019-09-17 14:10:20
zlkhanglz152	iHNxKeDaTinh	ThiÕu L©m vâ t¨ng  	7	99	0	33177000	0	0	0	0	0	0	160340000	115.75.106.5	2019-09-17 08:24:35	2019-09-17 10:54:23
zlkhanglz151	iHNxKellyKelly	Nga My xuÊt gia  	7	99	0	12740015	0	0	0	0	0	0	279874879	115.75.106.5	2019-09-17 08:08:54	2019-09-17 13:49:18
zlkhanglz150	iHNxMaCungMC	D­¬ng M«n Cung Kþ  	7	99	0	10528468	0	0	0	0	0	0	271620781	115.75.106.5	2019-09-17 08:03:45	2019-09-17 13:49:20
vuhongminh1992	iHNxTeddy	Nga My xuÊt gia  	7	99	0	4992500	0	0	0	0	0	0	20000000	171.232.180.187	2019-09-16 21:03:28	2019-09-17 13:27:49
vuhongminh1991	iHNxTháNgèc	ThiÕu L©m vâ t¨ng  	7	99	0	41000000	0	0	0	0	0	0	0	171.232.180.187	2019-09-16 20:35:46	2019-09-16 20:37:06
zlkhanglz155	iHNxThuyLinhNo1	Nga My tôc gia  	0	99	0	28940000	0	0	0	0	0	0	53712104	115.75.106.5	2019-09-17 09:20:58	2019-09-17 14:05:47
zlkhanglz153	iHNxTraiTraVinh	ThiÕu L©m thiÒn t¨ng  	7	99	0	26240000	0	0	0	0	0	0	83217688	115.75.106.5	2019-09-17 08:54:40	2019-09-17 10:32:17
zlkhanglz156	iHNxTYVT001	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	115.75.106.5	2019-09-17 12:33:36	2019-09-17 12:33:38
iobaongoc	iHpAnhTraiMua	D­¬ng M«n Cung Kþ  	7	99	0	7698780	0	0	0	0	0	0	26202201	27.72.82.187	2019-09-17 11:37:10	2019-09-17 15:28:06
emteobmt1	iHpxDgtQuayLen	D­¬ng M«n th­¬ng Kþ  	7	99	0	31698500	0	0	0	0	0	0	0	27.74.255.212	2019-09-16 20:04:01	2019-09-16 20:05:24
emteobmt1	iHpxGaTapBuffNo1	Nga My xuÊt gia  	7	99	0	37800000	0	0	0	0	0	0	192213140	27.74.255.212	2019-09-16 19:00:52	2019-09-16 19:02:15
emteobmt	iHpxMaCungNo1	D­¬ng M«n Cung Kþ  	7	99	0	32262610	0	0	0	0	0	0	206407736	27.74.255.212	2019-09-16 17:09:17	2019-09-16 19:01:26
sting1102	iHTxTuyÕtNhi	Nga My xuÊt gia  	7	99	0	1000000	0	0	0	0	0	0	0	113.175.85.20	2019-09-16 18:41:08	2019-09-16 18:42:15
sting1101	iHTxViTiÓuB¶o	ThiÕu L©m vâ t¨ng  	7	99	0	17000000	0	0	0	0	0	0	20000000	113.175.85.20	2019-09-16 18:52:44	2019-09-16 18:53:52
sting1101	iHTxXuyªnT©mC­íc	ThiÕu L©m vâ t¨ng  	7	99	0	13002400	0	0	0	0	0	0	155000000	113.175.85.20	2019-09-16 18:40:56	2019-09-16 18:48:31
cbq1999vn	iiAnh3	C¸i Bang TÜnh y  	7	99	0	31741618	0	0	0	0	0	0	978	115.73.211.138	2019-09-16 16:19:43	2019-09-16 20:30:09
tuoiconcac123	iiB52VòPkT3ii	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	116.108.222.237	2019-09-17 14:35:41	2019-09-17 14:56:29
cuongsu212	iiBµnCh©nPhËt	ThiÕu L©m vâ t¨ng  	7	99	0	2947018	0	0	0	0	0	0	1855000016	113.162.25.108	2019-09-16 20:44:56	2019-09-17 21:55:35
thanhnambk123	iiDLNamToXic	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	116.108.222.237	2019-09-17 14:35:01	2019-09-17 14:35:01
mhbcaer	iiiMaTh­¬ngNo1	D­¬ng M«n th­¬ng Kþ  	0	99	0	1000000	0	0	0	0	0	0	0	117.7.67.37	2019-09-16 21:06:23	2019-09-16 21:06:56
toanprothon4	iiJx2CSThaiKane	ThiÕu L©m vâ t¨ng  	0	99	0	1000000	0	0	0	0	0	0	0	112.197.177.150	2019-09-16 22:41:10	2019-09-16 22:41:31
ongtrum510	iImKinGz	ThiÕu L©m vâ t¨ng  	7	99	0	4197000	0	0	0	0	0	0	15	116.106.202.203	2019-09-17 18:35:07	2019-09-17 19:48:47
lulinh123	iiooTiKToKooii	ThiÕu L©m vâ t¨ng  	7	99	0	666500	0	0	0	0	0	0	0	115.79.8.154	2019-09-17 15:10:19	2019-09-17 15:40:43
bphuong101	IiPh­¬ngGµCåIi	ThiÕu L©m vâ t¨ng  	7	99	0	49551575	0	0	0	0	0	0	20000012	171.235.187.131	2019-09-16 21:41:32	2019-09-17 20:22:45
minh123q1	iiQuanCong	ThiÕu L©m vâ t¨ng  	7	99	0	21862500	0	0	0	0	0	0	0	14.240.222.209	2019-09-17 11:22:50	2019-09-17 19:12:20
bphuong103	IiShiJinKiTiiI	ThiÕu L©m vâ t¨ng  	7	99	0	720280	0	0	0	0	0	0	20000031	171.235.187.131	2019-09-16 20:21:25	2019-09-17 22:24:17
tieuho4998	iiTHiBigTits	Nga My tôc gia  	7	99	0	22000000	0	0	0	0	0	0	135000005	27.72.89.214	2019-09-17 15:40:33	2019-09-17 15:44:19
kkkkkkk	iITiÓuNha	Nga My xuÊt gia  	7	99	0	18409000	0	0	0	0	0	0	608432241	113.161.13.196	2019-09-16 15:46:43	2019-09-17 13:45:20
bphuong102	IiZóToNhÊtXãMii	Nga My xuÊt gia  	7	99	0	39887575	0	0	0	0	0	0	16	113.176.95.248	2019-09-16 21:02:33	2019-09-17 13:16:38
ongbutfa00	iMGzGµMêVè§Þch	ThiÕu L©m vâ t¨ng  	7	99	0	4512207	0	0	0	0	0	0	38000013	14.234.85.163	2019-09-16 21:45:06	2019-09-17 20:14:09
mrteo197	iMrGroom	ThiÕu L©m vâ t¨ng  	7	99	0	3943103	0	0	0	0	0	0	345707729	1.55.216.191	2019-09-16 16:07:59	2019-09-17 11:28:34
chomatxeo1	ImRoBinHut	ThiÕu L©m vâ t¨ng  	0	99	0	999500	0	0	0	0	0	0	0	123.21.225.12	2019-09-17 19:31:32	2019-09-17 19:33:31
hauloz1	ioHËupkpro123	ThiÕu L©m vâ t¨ng  	7	99	0	20138880	0	0	0	0	0	0	0	123.22.172.218	2019-09-17 10:33:41	2019-09-17 11:29:06
chigalp67	IoITLTchÝMËpIoI	V« m«n ph¸i  	0	1	0	0	0	0	0	0	0	0	0	125.214.56.18	2019-09-17 18:45:37	2019-09-17 18:46:56
ruabotoiroi	IoTiªuViªmI	D­¬ng M«n th­¬ng Kþ  	7	99	0	36855506	0	0	0	0	0	0	21	117.3.116.120	2019-09-17 20:28:30	2019-09-17 20:56:41
chigalp67	IoTlTchÝMËpIo	ThiÕu L©m thiÒn t¨ng  	7	99	0	616000	0	0	0	0	0	0	0	125.214.56.18	2019-09-17 18:47:34	2019-09-17 21:48:15
vtc136484	iPkzKing	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	14.189.221.130	2019-09-17 10:10:27	2019-09-17 10:11:17
nhokbopq	iPQxBuffer	Nga My xuÊt gia  	0	99	0	40898500	0	0	0	0	0	0	0	115.75.163.232	2019-09-16 19:32:11	2019-09-16 21:07:22
nhokboopq	iPQxQuinnQuinn	ThiÕu L©m vâ t¨ng  	7	99	0	19048754	0	0	0	0	0	0	24	115.75.163.232	2019-09-16 19:35:54	2019-09-16 21:23:10
mikachino	iPxKh¸nhTr¾ng	HiÖp §éc  	7	99	0	50000000	0	0	0	0	0	0	10	171.241.168.250	2019-09-16 16:34:20	2019-09-17 15:39:52
mikachino	iPxKh¸nhTr¾ngz	ThiÕu L©m vâ t¨ng  	7	99	0	17000000	0	0	0	0	0	0	0	171.241.168.250	2019-09-17 16:00:15	2019-09-17 16:04:40
songchat	IPXvac	ThiÕu L©m vâ t¨ng  	7	99	0	1000000	0	0	0	0	0	0	0	171.248.133.25	2019-09-16 18:56:58	2019-09-16 18:57:47
topss11	IPzPhiªuDu	Vâ §ang ®¹o gia  	7	99	0	25004000	0	0	0	0	0	0	1585	113.180.93.13	2019-09-16 18:34:04	2019-09-17 13:47:50
khangyooby107	iRRxMrBoyVjpPro	ThiÕu L©m vâ t¨ng  	7	99	0	18000000	0	0	0	0	0	0	20000000	113.182.192.54	2019-09-17 14:56:32	2019-09-17 15:31:35
huyhuy8888	is49§µL¹tM­a	ThiÕu L©m vâ t¨ng  	7	99	0	9954670	0	0	0	0	0	0	27	14.230.33.132	2019-09-16 20:08:25	2019-09-16 21:38:36
vuhongminh1991	iSeeMore	Vâ §ang ®¹o gia  	7	99	0	28097417	0	0	0	0	0	0	20000017	171.232.180.187	2019-09-16 20:43:02	2019-09-17 13:24:13
thanhtung0303	iSGzChuèiDuBaii	ThiÕu L©m vâ t¨ng  	7	99	0	40998500	0	0	0	0	0	0	0	14.169.69.53	2019-09-16 16:36:15	2019-09-16 16:39:30
v1s4oth30127	iSGzHoaB»ngL¨ng	ThiÕu L©m vâ t¨ng  	7	99	0	26850000	0	0	0	0	0	0	22	116.106.204.71	2019-09-17 00:34:48	2019-09-17 11:30:16
subist112	isSuol	Nga My xuÊt gia  	7	99	0	21998500	0	0	0	0	0	0	20000000	113.163.189.168	2019-09-17 14:00:42	2019-09-17 14:03:36
hotfood12	IsToXic	ThiÕu L©m vâ t¨ng  	7	99	0	7820046	0	0	0	0	0	0	358983848	113.170.192.218	2019-09-16 18:17:42	2019-09-17 20:04:55
hieukaka01	iTaoThemDon	ThiÕu L©m vâ t¨ng  	7	99	0	29234595	0	0	0	0	0	0	320000042	115.75.38.75	2019-09-17 15:17:26	2019-09-17 19:02:46
baby007vl1	iTDxMeoCon	ThiÕu L©m vâ t¨ng  	7	99	0	5500000	0	0	0	0	0	0	0	115.79.4.131	2019-09-16 23:57:35	2019-09-17 00:54:36
qqqqqqq	iTdxTYVT	Tµ §éc  	0	99	0	1000000	0	0	0	0	0	0	0	113.161.13.196	2019-09-16 16:39:07	2019-09-16 16:39:08
quockhanhla1	iThayTuChayXeLu	ThiÕu L©m vâ t¨ng  	7	99	0	38678500	0	0	0	0	0	0	0	115.78.117.70	2019-09-17 18:52:56	2019-09-17 18:55:03
mrnghia36	iThñyThÇn	Nga My xuÊt gia  	0	99	0	45830000	0	0	0	0	0	0	2000000000	116.105.200.105	2019-09-17 17:17:15	2019-09-17 21:04:40
thanhkunqb1	iTiÕuNg¹o	HiÖp §éc  	7	99	0	9233000	0	0	0	0	0	0	438500000	113.161.13.196	2019-09-16 15:43:21	2019-09-17 13:58:55
kkkkkk	iTiÓuNha	Nga My tôc gia  	7	99	0	49998500	0	0	0	0	0	0	609679490	113.161.13.196	2019-09-16 15:45:11	2019-09-17 15:59:32
nsnl1302	iTopLong	ThiÕu L©m vâ t¨ng  	7	99	0	50000000	0	0	0	0	0	0	0	125.214.48.13	2019-09-16 18:43:40	2019-09-16 18:44:33
43017lam	iTopL©m	ThiÕu L©m vâ t¨ng  	7	99	0	31741500	0	0	0	0	0	0	401538323	113.172.158.199	2019-09-16 15:44:49	2019-09-17 22:38:05
qqqqqqq	iTµNg«nThuËt	Tµ §éc  	0	99	0	3410000	0	0	0	0	0	0	0	113.161.13.196	2019-09-16 22:37:12	2019-09-16 22:44:33
tranvietzx	iVanTueGia	ThiÕu L©m vâ t¨ng  	7	99	0	1218000	0	0	0	0	0	0	0	116.118.55.240	2019-09-17 22:50:12	2019-09-17 22:50:39
meliodas98	iVAzBÐHæ8t	ThiÕu L©m vâ t¨ng  	7	99	0	35278510	0	0	0	0	0	0	309800015	27.72.89.214	2019-09-16 22:46:47	2019-09-17 15:41:10
xuanhanhdz	iViTiÓuB¶o	ThiÕu L©m vâ t¨ng  	7	99	0	49790000	0	0	0	0	0	0	16	42.113.192.121	2019-09-17 12:59:43	2019-09-17 20:15:00
dungvt1	iV¹nVËtCói§Çu	ThiÕu L©m vâ t¨ng  	7	99	0	38040000	0	0	0	0	0	0	45	123.28.108.124	2019-09-17 13:02:14	2019-09-17 13:02:39
ga200814vn	IxDangIaBiBanTia	ThiÕu L©m vâ t¨ng  	7	99	0	17495338	0	0	0	0	0	0	20000025	113.170.183.184	2019-09-16 18:53:49	2019-09-16 21:10:41
anhem1	IxForrre	D­¬ng M«n Cung Kþ  	7	99	0	50000000	0	0	0	0	0	0	22175011	113.173.220.231	2019-09-16 19:25:20	2019-09-17 15:22:20
conantai3	ixV«Tinhix	D­¬ng M«n Cung Kþ  	7	99	0	22928306	0	0	0	0	0	0	20000000	117.3.64.170	2019-09-16 18:44:11	2019-09-16 19:49:33
luongmonh1	iYiiii	§­êng M«n phæ th«ng  	7	99	0	41000000	0	0	0	0	0	0	17	14.232.74.136	2019-09-16 21:56:04	2019-09-16 21:59:01
zz9x723	IzKhoaiTozI	ThiÕu L©m vâ t¨ng  	7	99	0	17000000	0	0	0	0	0	0	0	118.70.185.237	2019-09-17 12:54:09	2019-09-17 12:57:23
quangtao	izM¹c§¹iTiªnSinh	D­¬ng M«n Cung Kþ  	7	99	0	40900000	0	0	0	0	0	0	0	115.79.156.18	2019-09-16 21:12:57	2019-09-16 21:14:43
subist113	izSuol	ThiÕu L©m vâ t¨ng  	7	99	0	33972000	0	0	0	0	0	0	20000018	113.163.189.168	2019-09-17 12:11:10	2019-09-17 13:48:36
nhatrr	izTrïmChuångHeo	ThiÕu L©m vâ t¨ng  	0	99	0	40994000	0	0	0	0	0	0	33	115.74.210.91	2019-09-16 17:06:40	2019-09-17 22:20:18
